gene,log2FoldChange,pvalue,padj
Ccni,-0.10569084,1.13E-11,3.99E-11
Fam83d,-0.584435282,1.13E-11,3.99E-11
4632404H12Rik,0.156340499,1.14E-11,4.04E-11
Gm31812,0.527935829,1.14E-11,4.05E-11
BC031181,-0.10383779,1.15E-11,4.07E-11
Memo1,-0.150822175,1.15E-11,4.07E-11
Hivep2,-0.214240948,1.16E-11,4.09E-11
Galns,0.250303139,1.16E-11,4.11E-11
Asprv1,0.456135655,1.17E-11,4.12E-11
Slc26a1,0.291881918,1.17E-11,4.12E-11
Efna4,0.470942335,1.17E-11,4.15E-11
Arl6ip1,-0.131681534,1.18E-11,4.16E-11
Gprin1,0.125396541,1.19E-11,4.19E-11
Adss1,0.297158634,1.19E-11,4.20E-11
Ccdc149,-0.185651545,1.19E-11,4.21E-11
Lef1,0.298040769,1.20E-11,4.23E-11
Azi2,-0.117109033,1.22E-11,4.29E-11
Vash1,0.206212232,1.22E-11,4.29E-11
Rnpepl1,0.168440557,1.22E-11,4.31E-11
Gm16499,0.503671025,1.25E-11,4.41E-11
Wdr3,-0.12416749,1.28E-11,4.52E-11
Omg,0.116750722,1.29E-11,4.53E-11
Tax1bp1,-0.104156027,1.29E-11,4.54E-11
Apoc1,0.766071195,1.31E-11,4.60E-11
Kcng1,0.307876091,1.31E-11,4.60E-11
Mafb,0.311058777,1.31E-11,4.60E-11
Pin1,-0.129781048,1.31E-11,4.62E-11
Shank1,-0.320598736,1.32E-11,4.63E-11
Dnajc3,-0.238167542,1.32E-11,4.64E-11
Prpf40a,0.156777319,1.34E-11,4.71E-11
Nek1,-0.157449067,1.34E-11,4.72E-11
Zdhhc6,-0.081321389,1.35E-11,4.75E-11
Vcan,0.250681965,1.36E-11,4.77E-11
Dapp1,0.251180462,1.36E-11,4.78E-11
Net1,0.269645431,1.36E-11,4.79E-11
Scube1,0.56430004,1.36E-11,4.79E-11
Sv2a,-0.136554448,1.36E-11,4.79E-11
Tubb3,-0.159249455,1.37E-11,4.80E-11
Gm13394,-0.145074217,1.39E-11,4.89E-11
Rc3h2,-0.201818497,1.39E-11,4.89E-11
St3gal1,-0.416952499,1.40E-11,4.93E-11
Ccdc8,0.266119748,1.43E-11,5.01E-11
Syvn1,-0.153637202,1.43E-11,5.03E-11
Manba,0.183099492,1.44E-11,5.06E-11
Trappc6b,-0.117824191,1.44E-11,5.06E-11
Veph1,0.757049438,1.44E-11,5.06E-11
Fndc10,0.193257969,1.45E-11,5.07E-11
Ptk2b,-0.194465928,1.45E-11,5.08E-11
Tmem169,0.187396345,1.47E-11,5.14E-11
Galnt3,-0.266922332,1.47E-11,5.15E-11
Wnt8b,0.688275252,1.48E-11,5.18E-11
Ankrd11,-0.162411025,1.50E-11,5.26E-11
Npepps,-0.112990942,1.50E-11,5.27E-11
Prkci,-0.113296347,1.52E-11,5.32E-11
1700030J22Rik,-0.19979467,1.54E-11,5.40E-11
Vps18,-0.118506819,1.55E-11,5.41E-11
Fgd3,0.198752727,1.55E-11,5.42E-11
Marchf4,0.298396601,1.55E-11,5.42E-11
Rnf31,0.172796607,1.55E-11,5.42E-11
Lipo3,0.317908175,1.55E-11,5.43E-11
2310022A10Rik,-0.113693301,1.56E-11,5.45E-11
Smc4,0.169813064,1.56E-11,5.45E-11
Tlr6,0.607659129,1.56E-11,5.45E-11
Zfand3,-0.091278186,1.56E-11,5.46E-11
Ncs1,-0.145037029,1.57E-11,5.49E-11
Gm10710,-0.460436885,1.58E-11,5.51E-11
Myadm,-0.159827583,1.58E-11,5.52E-11
Ino80c,0.118081527,1.60E-11,5.57E-11
Sat2,0.309544887,1.62E-11,5.65E-11
Sipa1,0.190457695,1.67E-11,5.81E-11
Zbtb43,-0.116545571,1.68E-11,5.88E-11
Zfp467,-0.201487631,1.69E-11,5.89E-11
Mrap2,-0.395907506,1.70E-11,5.91E-11
Sox13,0.236269607,1.70E-11,5.94E-11
Fam149b,-0.091604847,1.73E-11,6.04E-11
Itsn2,-0.156622892,1.74E-11,6.05E-11
Cct7,-0.121373464,1.74E-11,6.08E-11
Pafah1b3,0.249067183,1.77E-11,6.16E-11
Gm56719,0.38127658,1.79E-11,6.24E-11
Cln3,0.167520471,1.80E-11,6.27E-11
Tsc22d2,-0.197210395,1.84E-11,6.39E-11
Nostrin,-0.331879986,1.85E-11,6.44E-11
Ctdp1,0.115555162,1.86E-11,6.46E-11
Gm57071,0.479162535,1.86E-11,6.47E-11
Slc6a19,0.690112574,1.88E-11,6.55E-11
Slc23a2,0.189746485,1.90E-11,6.60E-11
Ntpcr,0.159477453,1.91E-11,6.65E-11
Ccdc171,0.380880517,1.92E-11,6.67E-11
Zfpl1,0.17156744,1.92E-11,6.67E-11
Fam43a,0.262479102,1.93E-11,6.71E-11
Pabpc4l,0.486503725,1.93E-11,6.71E-11
Zfp354a,-0.184519539,1.94E-11,6.74E-11
mt-Rnr2,-0.307259305,1.94E-11,6.74E-11
Actr8,-0.068131896,1.95E-11,6.78E-11
Gm56582,-0.127405405,1.96E-11,6.79E-11
Paip1,-0.120840553,1.97E-11,6.85E-11
Gm5637,0.560862135,1.98E-11,6.89E-11
Chrnb2,-0.13151009,2.01E-11,6.97E-11
Sh3pxd2b,0.303811289,2.02E-11,7.01E-11
Ano6,0.143826965,2.03E-11,7.06E-11
Dock11,-0.223991023,2.06E-11,7.15E-11
Emc3,-0.077603905,2.06E-11,7.15E-11
Mndal,-0.500145426,2.09E-11,7.23E-11
Atp2b4,0.387543157,2.10E-11,7.27E-11
Clstn1,-0.121950522,2.12E-11,7.36E-11
Cebpb,0.458372516,2.14E-11,7.40E-11
Lrrc8d,0.143728573,2.14E-11,7.41E-11
Cbr4,0.13540344,2.16E-11,7.48E-11
D6Wsu163e,-0.09173124,2.18E-11,7.54E-11
Gm3788,0.265622333,2.23E-11,7.72E-11
Il17rc,0.378333147,2.23E-11,7.72E-11
Aldh1a1,0.356309535,2.24E-11,7.76E-11
Sdf4,-0.073550922,2.25E-11,7.78E-11
Optc,0.678102515,2.25E-11,7.79E-11
Zfp185,0.727997141,2.25E-11,7.79E-11
Ppp1r14a,0.330240355,2.26E-11,7.81E-11
Pir,0.208651298,2.27E-11,7.86E-11
Utrn,0.219995351,2.28E-11,7.86E-11
Ccdc92b,-0.129178776,2.28E-11,7.87E-11
Gstm4,0.187757634,2.28E-11,7.87E-11
Ptpn5,0.169657583,2.28E-11,7.87E-11
Cdh13,0.189883784,2.29E-11,7.89E-11
Ralgps2,-0.207777162,2.28E-11,7.89E-11
Ankrd44,0.201258275,2.30E-11,7.95E-11
Mindy3,-0.152248061,2.30E-11,7.95E-11
Gm31356,0.32077319,2.33E-11,8.04E-11
BB187676,0.373727317,2.36E-11,8.15E-11
Tspoap1,-0.208193419,2.39E-11,8.24E-11
Reno1,0.310575903,2.39E-11,8.25E-11
Xpc,0.112094086,2.40E-11,8.29E-11
Npepl1,0.247161877,2.45E-11,8.45E-11
Tspan4,0.288936511,2.46E-11,8.49E-11
Cxadr,0.216767478,2.50E-11,8.60E-11
Ahrr,0.386920094,2.51E-11,8.65E-11
Magee1,-0.12974474,2.52E-11,8.67E-11
Fam246a,0.250287948,2.53E-11,8.72E-11
Mybpc1,0.558169048,2.55E-11,8.77E-11
Cep57l1,0.160060258,2.62E-11,9.01E-11
Mrps33,-0.170806679,2.63E-11,9.05E-11
Mutyh,0.46845619,2.64E-11,9.07E-11
Slc13a4,0.949760678,2.64E-11,9.10E-11
Cd38,-0.215723116,2.67E-11,9.19E-11
Crybg1,0.403730492,2.67E-11,9.19E-11
Mgst3,-0.169485052,2.68E-11,9.21E-11
Klhl28,-0.191142021,2.75E-11,9.45E-11
Cdc123,-0.09559188,2.77E-11,9.52E-11
H2-Q2,0.833641263,2.78E-11,9.55E-11
Unc13b,0.204659633,2.80E-11,9.61E-11
Sucla2,-0.130088315,2.80E-11,9.62E-11
Clip1,-0.168674538,2.80E-11,9.63E-11
Cab39,-0.111534358,2.81E-11,9.66E-11
Pamr1,0.295236653,2.83E-11,9.71E-11
Caap1,-0.16442824,2.85E-11,9.80E-11
Zfp90,0.120880739,2.93E-11,1.00E-10
Golt1b,-0.128128853,2.95E-11,1.01E-10
Stxbp6,0.241581844,3.02E-11,1.04E-10
Adgrl4,0.203059843,3.06E-11,1.05E-10
Kdm3a,-0.147596427,3.08E-11,1.05E-10
Nfrkb,0.135991936,3.07E-11,1.05E-10
Slc4a7,0.23596648,3.07E-11,1.05E-10
Smim8,0.15224099,3.10E-11,1.06E-10
D11Wsu47e,0.210515334,3.14E-11,1.07E-10
Sumo1,-0.137407341,3.14E-11,1.07E-10
Tk1,0.497890266,3.11E-11,1.07E-10
Ube2c,0.564196934,3.14E-11,1.07E-10
Pdzd4,-0.12279756,3.15E-11,1.08E-10
Pradc1,-0.178840649,3.15E-11,1.08E-10
Trnau1ap,0.206271575,3.16E-11,1.08E-10
Enc1,-0.207847056,3.25E-11,1.11E-10
Gpr137,-0.13400937,3.25E-11,1.11E-10
Kat7,-0.101339028,3.25E-11,1.11E-10
Rabep1,-0.121035922,3.24E-11,1.11E-10
A930003O13Rik,0.371016983,3.30E-11,1.13E-10
Dipk1c,0.188330417,3.30E-11,1.13E-10
Epb41l4b,0.215412542,3.31E-11,1.13E-10
Gm56736,0.611066624,3.32E-11,1.13E-10
Rttn,0.271251314,3.30E-11,1.13E-10
Gm47155,-0.25679941,3.35E-11,1.14E-10
Gm5617,0.301973575,3.41E-11,1.16E-10
Ankrd66,0.617533241,3.43E-11,1.17E-10
Grin1,-0.169335079,3.43E-11,1.17E-10
Gtf2i,-0.091937552,3.44E-11,1.17E-10
Pcdh10,-0.152717587,3.49E-11,1.19E-10
Taok3,-0.126843446,3.50E-11,1.19E-10
Usp20,-0.142122365,3.52E-11,1.20E-10
Emd,-0.117074853,3.58E-11,1.22E-10
Serpinb8,0.300608433,3.62E-11,1.23E-10
Silc1,-0.196489278,3.61E-11,1.23E-10
Ralb,-0.132201707,3.63E-11,1.24E-10
Cep192,0.224935553,3.69E-11,1.25E-10
Gm14285,-0.383674419,3.66E-11,1.25E-10
Gsto1,-0.131497079,3.67E-11,1.25E-10
Rundc3a,-0.143155333,3.66E-11,1.25E-10
St8sia1,-0.258174636,3.66E-11,1.25E-10
Kcns1,0.447433676,3.72E-11,1.27E-10
Preb,-0.087757525,3.74E-11,1.27E-10
Septin7,-0.14657688,3.73E-11,1.27E-10
AB041806,0.362005805,3.79E-11,1.29E-10
Pisd,0.094980764,3.80E-11,1.29E-10
Ppp6r1,-0.093804247,3.82E-11,1.30E-10
Pik3ca,-0.150757604,3.85E-11,1.31E-10
Pycr1,0.314513752,3.84E-11,1.31E-10
Sbno1,-0.159868333,3.87E-11,1.31E-10
Sema7a,0.151205966,3.86E-11,1.31E-10
Llgl2,0.588542288,3.90E-11,1.32E-10
Tbpl1,-0.093671911,3.87E-11,1.32E-10
Arhgef37,0.411838677,3.92E-11,1.33E-10
Atg4c,-0.132119965,3.95E-11,1.34E-10
Shank3,-0.253648978,3.94E-11,1.34E-10
Dglucy,0.201769598,4.01E-11,1.36E-10
Ighm,0.452535936,4.05E-11,1.37E-10
Uso1,-0.104038011,4.04E-11,1.37E-10
Cpne2,-0.229013934,4.10E-11,1.39E-10
Fzd7,0.314081724,4.09E-11,1.39E-10
Timm9,-0.148893878,4.09E-11,1.39E-10
Dse,0.240965673,4.15E-11,1.41E-10
Gimap8,0.327327888,4.18E-11,1.42E-10
A430035B10Rik,0.241782137,4.22E-11,1.43E-10
Dtnb,-0.115416665,4.23E-11,1.43E-10
Lsm14b,-0.087199295,4.22E-11,1.43E-10
Oas1c,0.455728645,4.21E-11,1.43E-10
Unc45b,0.347584862,4.21E-11,1.43E-10
Nin,-0.216578362,4.25E-11,1.44E-10
Arhgap28,0.712481997,4.29E-11,1.45E-10
Hbs1l,-0.098602222,4.30E-11,1.46E-10
Tll2,0.426824734,4.32E-11,1.46E-10
Tmpo,0.132953892,4.33E-11,1.46E-10
Dock9,-0.263723649,4.36E-11,1.47E-10
St7,-0.132309323,4.34E-11,1.47E-10
Tcf20,-0.155115886,4.35E-11,1.47E-10
Cidea,0.311036781,4.41E-11,1.49E-10
Plrg1,-0.084968047,4.41E-11,1.49E-10
Utp4,-0.116672799,4.40E-11,1.49E-10
Zcchc10,-0.147308411,4.42E-11,1.49E-10
Nek11,0.349331196,4.44E-11,1.50E-10
Slc29a4,0.320328658,4.43E-11,1.50E-10
Kif3b,-0.132447409,4.48E-11,1.51E-10
Rgs10,0.290414358,4.48E-11,1.51E-10
BC004004,0.10369817,4.52E-11,1.52E-10
Dusp16,0.182667641,4.51E-11,1.52E-10
Jpt2,0.215761997,4.50E-11,1.52E-10
Tpx2,0.274791096,4.52E-11,1.52E-10
Aurkaip1,-0.148445482,4.55E-11,1.54E-10
Otulin,0.132795217,4.61E-11,1.55E-10
Tmem132c,-0.260559082,4.60E-11,1.55E-10
Golph3,-0.122240754,4.70E-11,1.58E-10
Inca1,0.440318962,4.70E-11,1.58E-10
Kcnu1,0.217082023,4.69E-11,1.58E-10
Rnf20,-0.085430251,4.70E-11,1.58E-10
Sypl1,0.15467536,4.69E-11,1.58E-10
G730003C15Rik,0.389107271,4.79E-11,1.61E-10
Lix1,0.14510935,4.79E-11,1.61E-10
Snph,-0.183161527,4.78E-11,1.61E-10
Cabp4,-0.438142769,4.81E-11,1.62E-10
Kifap3,-0.134898903,4.84E-11,1.63E-10
Opalin,0.42169389,4.84E-11,1.63E-10
Ppp4r3a,-0.149137439,4.92E-11,1.65E-10
Wipi1,0.17359971,5.00E-11,1.68E-10
Dlgap1,-0.195496519,5.03E-11,1.69E-10
D7Bwg0826e,0.653083081,5.05E-11,1.70E-10
Drosha,-0.126390677,5.06E-11,1.70E-10
Fbxo6,0.2008776,5.06E-11,1.70E-10
Kat5,-0.088504545,5.06E-11,1.70E-10
Spop,-0.094154025,5.08E-11,1.70E-10
Dnaja3,-0.073342467,5.20E-11,1.74E-10
Alox8,-0.474472033,5.20E-11,1.75E-10
Nasp,0.13001834,5.21E-11,1.75E-10
Taco1,-0.127497717,5.21E-11,1.75E-10
Trnp1,0.256743904,5.21E-11,1.75E-10
Tmcc2,-0.182392428,5.26E-11,1.76E-10
Coq8a,0.210829809,5.27E-11,1.77E-10
Them4,-0.120604548,5.35E-11,1.79E-10
Mcrip2,-0.23157618,5.37E-11,1.80E-10
Cobl,0.393140061,5.39E-11,1.81E-10
Ebp,-0.156997354,5.41E-11,1.81E-10
Gabrg3,-0.374442901,5.41E-11,1.81E-10
Pcdh12,0.490749632,5.42E-11,1.81E-10
Commd10,0.113275694,5.43E-11,1.82E-10
Nsmce2,-0.12930591,5.43E-11,1.82E-10
Gm56635,-0.448704649,5.45E-11,1.83E-10
Rell2,-0.20178735,5.47E-11,1.83E-10
Tank,-0.120117734,5.49E-11,1.84E-10
Acacb,0.387772618,5.70E-11,1.90E-10
Rhog,0.228523505,5.67E-11,1.90E-10
Ptpre,0.148832383,5.74E-11,1.92E-10
Zfp944,-0.220046552,5.75E-11,1.92E-10
Adam23,-0.183676041,5.78E-11,1.93E-10
Sbf1,0.121700604,5.78E-11,1.93E-10
Tgfb1i1,0.278220781,5.78E-11,1.93E-10
Prmt6,0.126459317,5.80E-11,1.94E-10
Kxd1,0.135931985,5.90E-11,1.97E-10
Ski,0.147914125,5.90E-11,1.97E-10
Adh1,1.02484408,5.95E-11,1.99E-10
Arl4c,-0.165696948,6.00E-11,2.00E-10
Chd5,-0.194491108,6.03E-11,2.01E-10
Fam171a2,-0.206127217,6.04E-11,2.01E-10
Rbms3,-0.20295153,6.04E-11,2.01E-10
Pi4k2a,-0.094059929,6.07E-11,2.03E-10
Sesn2,-0.194631248,6.11E-11,2.04E-10
Zfpm1,-0.331268667,6.16E-11,2.05E-10
Camta1,-0.19416216,6.17E-11,2.06E-10
Tcf19,0.290786809,6.28E-11,2.09E-10
Mri1,0.255069372,6.44E-11,2.14E-10
Ass1,0.197716009,6.44E-11,2.15E-10
Hpca,-0.291658905,6.46E-11,2.15E-10
Otub1,-0.142116508,6.44E-11,2.15E-10
Gm44898,-0.322900263,6.50E-11,2.16E-10
Tmem125,0.266373711,6.48E-11,2.16E-10
Trim68,0.297087653,6.48E-11,2.16E-10
Krcc1,0.169423033,6.51E-11,2.17E-10
Dennd4c,0.214127389,6.55E-11,2.18E-10
Rapgef4,-0.230857239,6.61E-11,2.20E-10
Fam210a,-0.134486377,6.76E-11,2.25E-10
Galr2,-0.509947417,6.79E-11,2.26E-10
Pip4k2a,-0.106048543,6.79E-11,2.26E-10
Agap2,-0.204194342,6.85E-11,2.28E-10
Srp19,-0.121076434,6.87E-11,2.28E-10
Msc,-0.421023594,6.90E-11,2.29E-10
Nckap1,-0.263202069,6.97E-11,2.31E-10
Yars1,-0.096994214,6.94E-11,2.31E-10
Pih1d1,0.172240491,7.03E-11,2.33E-10
Wif1,-0.457054723,7.03E-11,2.33E-10
Atosa,0.209199176,7.16E-11,2.38E-10
Bmerb1,0.077272485,7.24E-11,2.40E-10
A330102I10Rik,0.219255234,7.33E-11,2.43E-10
Crb2,0.384502138,7.31E-11,2.43E-10
Map2k4,-0.160474227,7.34E-11,2.43E-10
Klhdc2,-0.098317021,7.36E-11,2.44E-10
Gpatch8,0.17001102,7.46E-11,2.47E-10
Sco1,-0.108699542,7.46E-11,2.47E-10
Srcin1,-0.152565488,7.49E-11,2.48E-10
Gm5424,0.196965238,7.52E-11,2.49E-10
Cyld,-0.245773024,7.56E-11,2.50E-10
Nhsl1,-0.150484229,7.58E-11,2.51E-10
Prps1l3,-0.118706246,7.64E-11,2.53E-10
Tle2,-0.338272299,7.79E-11,2.58E-10
Tmem255a,0.272673871,7.80E-11,2.58E-10
Ccdc170,0.694031787,7.81E-11,2.59E-10
Casr,0.760041512,7.86E-11,2.60E-10
Gm44065,0.393575044,7.87E-11,2.60E-10
St8sia5,-0.22365503,7.87E-11,2.60E-10
Ush1g,0.486964532,7.92E-11,2.62E-10
Gpx7,0.217246766,8.11E-11,2.68E-10
Gm14636,0.437215362,8.18E-11,2.70E-10
Papolg,-0.129706188,8.17E-11,2.70E-10
Zfp660,0.382508755,8.18E-11,2.70E-10
Hdgfl3,-0.135896016,8.20E-11,2.71E-10
Mgmt,0.398431258,8.21E-11,2.71E-10
Bicd1,-0.215116839,8.25E-11,2.72E-10
Acsl4,-0.223495178,8.31E-11,2.74E-10
Vdac2,-0.095285049,8.30E-11,2.74E-10
Gm11423,0.504679021,8.33E-11,2.75E-10
Gm47202,0.794155968,8.46E-11,2.79E-10
Abcf1,-0.107916197,8.55E-11,2.82E-10
Psmc5,-0.11937635,8.56E-11,2.82E-10
Mrpl42,-0.120822295,8.60E-11,2.83E-10
Armc5,0.159956898,8.88E-11,2.93E-10
Nnat,0.237347449,8.90E-11,2.94E-10
Sephs2,0.112771173,8.95E-11,2.95E-10
Stxbp3-ps,0.261131683,8.98E-11,2.96E-10
Pdyn,0.53377334,9.05E-11,2.98E-10
Fat2,0.780115143,9.10E-11,3.00E-10
Baz1b,-0.145667435,9.22E-11,3.04E-10
Sun2,0.20136181,9.22E-11,3.04E-10
Bace1,-0.103826073,9.35E-11,3.08E-10
Sgo1,0.54036196,9.39E-11,3.09E-10
Thoc6,0.172933683,9.44E-11,3.11E-10
2210016L21Rik,-0.113046664,9.68E-11,3.19E-10
Aebp2,-0.147211239,9.69E-11,3.19E-10
Gm26594,-0.300424988,9.74E-11,3.20E-10
Rcor2,0.188979785,9.78E-11,3.22E-10
B3galt6,0.144264355,9.95E-11,3.27E-10
Gm2420,-0.408865828,1.01E-10,3.31E-10
Zfp239,-0.164310239,1.01E-10,3.31E-10
Ppp1r3c,0.254670276,1.01E-10,3.32E-10
Ndufs2,-0.08761948,1.02E-10,3.34E-10
Iqcc,0.158902503,1.02E-10,3.35E-10
Nprl3,0.136602979,1.02E-10,3.35E-10
Hsph1,-0.223115096,1.02E-10,3.36E-10
Zfp938,-0.174566005,1.03E-10,3.39E-10
Selenok,-0.137939521,1.04E-10,3.41E-10
Ivns1abp,-0.132439442,1.05E-10,3.44E-10
Nol8,-0.142742329,1.05E-10,3.44E-10
Cstf2t,-0.10766345,1.05E-10,3.45E-10
Nop2,-0.11734594,1.05E-10,3.45E-10
Gm2464,-0.319506592,1.07E-10,3.51E-10
Efcab2,0.142009497,1.08E-10,3.53E-10
Zc3h7b,-0.113122778,1.08E-10,3.53E-10
Anln,-0.219566588,1.08E-10,3.55E-10
Akt1,-0.119382009,1.09E-10,3.57E-10
Gdf11,-0.17214026,1.09E-10,3.58E-10
Lrrn4,-0.393341889,1.10E-10,3.60E-10
Tom1l2,-0.114202984,1.10E-10,3.60E-10
Trmt10c,-0.121734064,1.10E-10,3.61E-10
Gnl1,-0.148277648,1.11E-10,3.65E-10
Atp10a,-0.257202585,1.12E-10,3.66E-10
Ing5,-0.125927577,1.14E-10,3.73E-10
Atp5f1b,-0.103112639,1.16E-10,3.79E-10
Uvrag,-0.108971581,1.17E-10,3.81E-10
Lyar,-0.140443656,1.21E-10,3.95E-10
Tmed10,0.10366888,1.21E-10,3.95E-10
9930111J21Rik2,0.407146172,1.24E-10,4.06E-10
Fbxo3,-0.095378929,1.24E-10,4.06E-10
Senp5,-0.111303717,1.26E-10,4.12E-10
Actl6a,0.195938535,1.27E-10,4.14E-10
Psmb2,0.208072135,1.27E-10,4.16E-10
Mpv17l2,0.193140397,1.28E-10,4.18E-10
Fuz,0.242101962,1.29E-10,4.20E-10
Kcnq4,-0.201101389,1.29E-10,4.20E-10
Nsmaf,0.165366968,1.29E-10,4.20E-10
Camta2,-0.223491949,1.29E-10,4.21E-10
Lyrm2,0.146099898,1.29E-10,4.21E-10
Adpgk,-0.119154996,1.30E-10,4.23E-10
Inpp4a,-0.1917393,1.33E-10,4.35E-10
Gm56958,0.406207707,1.36E-10,4.42E-10
Smad6,0.368058314,1.38E-10,4.49E-10
Zmat2,-0.126204078,1.38E-10,4.51E-10
Zfp839,0.139960203,1.39E-10,4.54E-10
Ccdc126,-0.15195362,1.40E-10,4.55E-10
Prorp,0.139088442,1.40E-10,4.55E-10
Il6ra,0.246447893,1.40E-10,4.56E-10
Fam183b,0.314804599,1.41E-10,4.58E-10
Gm44718,-0.50605101,1.41E-10,4.59E-10
Gtpbp3,-0.158734009,1.42E-10,4.62E-10
Dis3,0.147317736,1.43E-10,4.65E-10
Spout1,-0.14101053,1.43E-10,4.66E-10
Tmem102,0.391546603,1.43E-10,4.66E-10
Ldlrad3,0.175192523,1.44E-10,4.69E-10
4930426L09Rik,0.393965512,1.46E-10,4.74E-10
Bltp3a,0.168336358,1.46E-10,4.74E-10
Tmem74,-0.243971201,1.46E-10,4.76E-10
Utp14a,-0.089511294,1.46E-10,4.76E-10
Got2,-0.109320316,1.48E-10,4.82E-10
Rabl3,0.131873538,1.48E-10,4.82E-10
Usp15,-0.14014375,1.50E-10,4.86E-10
Polr3k,-0.146900605,1.51E-10,4.89E-10
Trim46,-0.151321908,1.51E-10,4.90E-10
Klf16,-0.148627674,1.52E-10,4.93E-10
Tpgs2,-0.158814267,1.52E-10,4.95E-10
Adam11,-0.201418821,1.53E-10,4.96E-10
Csrp2,0.284512036,1.53E-10,4.96E-10
Nat14,-0.156114814,1.53E-10,4.96E-10
Gm9816,-0.104356786,1.53E-10,4.98E-10
Ppp2r2a,-0.095968926,1.55E-10,5.02E-10
Mcm4,0.145876146,1.57E-10,5.08E-10
Necab1,0.259097437,1.58E-10,5.11E-10
Actn4,0.10464946,1.58E-10,5.12E-10
Arhgap4,0.414506505,1.59E-10,5.16E-10
Ncbp3,-0.098166146,1.60E-10,5.18E-10
Fbxo44,-0.134027303,1.60E-10,5.19E-10
Lonp1,-0.083939596,1.60E-10,5.19E-10
Pphln1-ps1,-0.387780242,1.61E-10,5.21E-10
Nedd1,0.206362686,1.61E-10,5.22E-10
Lpin3,0.465736136,1.61E-10,5.23E-10
Ube2d3,-0.132306036,1.62E-10,5.24E-10
Slitrk4,-0.201533372,1.63E-10,5.27E-10
Ptger2,0.586169773,1.63E-10,5.29E-10
Kif11,0.283072423,1.64E-10,5.32E-10
Surf6,-0.098270614,1.64E-10,5.32E-10
Mrm3,-0.123669102,1.65E-10,5.35E-10
Mfsd13a,-0.145981857,1.69E-10,5.45E-10
4932441J04Rik,0.226327232,1.69E-10,5.47E-10
Idnk,-0.150816199,1.70E-10,5.50E-10
Csrnp3,-0.200514859,1.70E-10,5.51E-10
Prrg3,-0.161137983,1.71E-10,5.51E-10
Cfap58,-0.378649827,1.71E-10,5.52E-10
Tmem25,-0.200973544,1.72E-10,5.57E-10
Klhl9,-0.128298561,1.73E-10,5.59E-10
Jph2,0.459909374,1.75E-10,5.65E-10
Aggf1,-0.083498055,1.76E-10,5.67E-10
Ap3s1,-0.156368229,1.76E-10,5.69E-10
Eif5,0.115535233,1.78E-10,5.74E-10
9130019O22Rik,0.205695268,1.78E-10,5.75E-10
Pxn,0.216657096,1.78E-10,5.75E-10
Gm9795,0.507137535,1.79E-10,5.76E-10
Gm34632,0.531629958,1.80E-10,5.82E-10
5930403N24Rik,0.47234141,1.83E-10,5.89E-10
Impa1,-0.116646826,1.85E-10,5.97E-10
Smim19,0.119042964,1.88E-10,6.06E-10
Pyroxd2,0.442946981,1.89E-10,6.09E-10
Six4,-0.372631444,1.90E-10,6.12E-10
G3bp1,-0.08610339,1.91E-10,6.16E-10
Xrn1,0.219584686,1.96E-10,6.30E-10
2410004I01Rik,0.433389639,1.96E-10,6.31E-10
Gabbr2,-0.187052758,2.00E-10,6.43E-10
Zfp280d,-0.187566834,2.00E-10,6.45E-10
Ap1m2,0.736126905,2.02E-10,6.48E-10
Gga1,-0.123503823,2.02E-10,6.49E-10
Maz,-0.145288425,2.02E-10,6.49E-10
Slc16a11,0.461889954,2.02E-10,6.49E-10
Cntnap5c,-0.448136897,2.03E-10,6.52E-10
Zfp446,0.186959571,2.05E-10,6.60E-10
Slc5a5,0.399346164,2.06E-10,6.61E-10
Zmym1,-0.236395849,2.06E-10,6.61E-10
Slc24a2,-0.309883825,2.07E-10,6.64E-10
Tiam1,0.231409469,2.08E-10,6.67E-10
Ccdc180,0.544559895,2.09E-10,6.72E-10
4632427E13Rik,0.549938619,2.09E-10,6.73E-10
Ctsk,0.329602036,2.10E-10,6.75E-10
Gm6297,0.395435656,2.14E-10,6.86E-10
Slc26a4,0.220336529,2.14E-10,6.86E-10
Cep57,0.150637909,2.14E-10,6.88E-10
Nectin4,0.247187696,2.17E-10,6.96E-10
Timp3,0.269024226,2.17E-10,6.97E-10
B4galnt1,-0.144194122,2.18E-10,6.99E-10
Mtmr2,-0.089532287,2.18E-10,6.99E-10
Wnt10a,0.376233284,2.18E-10,6.99E-10
Gm31518,0.495137402,2.19E-10,7.01E-10
Prss57,0.345405617,2.19E-10,7.03E-10
Tomm40,-0.127603489,2.21E-10,7.07E-10
Ak1,0.116508899,2.22E-10,7.10E-10
Prr5l,0.230480689,2.24E-10,7.16E-10
Atp5f1d,-0.153205164,2.27E-10,7.25E-10
Epdr1,-0.121049591,2.26E-10,7.25E-10
Ephb6,0.200605859,2.26E-10,7.25E-10
Gp5,-0.327055899,2.28E-10,7.29E-10
Cdk5,-0.113263843,2.29E-10,7.31E-10
Gm42608,0.476894673,2.38E-10,7.63E-10
Gm56588,0.476740283,2.38E-10,7.63E-10
Atp8b5,0.420076869,2.41E-10,7.70E-10
Sp110,0.802815782,2.41E-10,7.71E-10
Dnm1l,-0.14430311,2.46E-10,7.85E-10
Msrb3,0.250496155,2.46E-10,7.86E-10
Stx1a,-0.169035824,2.46E-10,7.87E-10
Adcy8,-0.188524527,2.47E-10,7.88E-10
