gene,log2FoldChange,pvalue,padj
Mllt11,-0.059398735,0.001630287,0.002740601
Gm49745,0.265797653,0.001631754,0.002742801
Asb11,-0.225266512,0.001634361,0.002746914
4930579G18Rik,0.251510148,0.001635712,0.002748916
Extl1,-0.095145052,0.001639347,0.002754756
Rgp1,0.051595697,0.001641222,0.002757638
Dbndd2,-0.164303308,0.00164335,0.002760944
Gm36989,-0.318422254,0.001643627,0.00276114
Elmod3,0.071644882,0.00165256,0.002775875
Hs3st5,-0.138942717,0.001653021,0.002776379
Relch,-0.068642455,0.001657237,0.002783188
Mob3c,0.101224549,0.001658875,0.002785666
Slc8a3,0.095094677,0.001659942,0.002787187
Gm20056,-0.098565437,0.001668769,0.002801736
Cenpp,0.166173378,0.001674958,0.002811851
Scn3a,0.099718379,0.001678719,0.002817891
Emx2os,0.142200054,0.001690229,0.002836935
9330117O12Rik,0.228739893,0.001693409,0.002841994
Scaf4,-0.075882961,0.001704017,0.00285952
Zfp781,-0.177484445,0.001705201,0.002861226
Srrm1,0.064854198,0.001706249,0.002862707
Tmem53,0.15538778,0.001708111,0.002865551
Ivd,-0.066062013,0.001720406,0.002885896
Nbdy,-0.070269478,0.001721656,0.002887712
Ttll13,0.171169975,0.001722592,0.002889
Tmem60,-0.072131174,0.001723544,0.002890315
4930413G21Rik,0.170650736,0.001724397,0.002891465
Gpc3,-0.190224018,0.001725721,0.002893005
Stk40,0.14001822,0.00172578,0.002893005
Zfp566,0.108751328,0.00172582,0.002893005
Gm34655,0.310919346,0.001728013,0.002896399
Sorbs1,0.104626474,0.001728394,0.002896756
Gm9923,-0.137649052,0.001732807,0.002903869
Srarp,-0.250414222,0.001735611,0.002908284
Gm4949,-0.348488611,0.001739877,0.002915149
Kcnh2,-0.084807594,0.001744471,0.002922561
Snrnp70,-0.099234383,0.001749121,0.002930066
Srsf1,-0.0596862,0.001749971,0.002931205
Rps27l,0.108287095,0.001754407,0.00293835
Gpatch3,0.10939754,0.001760746,0.002948681
Nat10,0.04657678,0.001761431,0.002949541
Cep85,0.075074131,0.001767922,0.002960122
Hes6,0.127328568,0.001768113,0.002960153
Sc5d,-0.085555274,0.001773511,0.002968902
Ap2a1,0.060933831,0.001774361,0.002970035
Dedd,-0.087636835,0.00177729,0.002974649
Ube2s,-0.082040765,0.001778006,0.002975559
Mical3,-0.100663717,0.001780058,0.002978703
Gm56517,-0.09959314,0.001781615,0.002981019
Selenof,0.065417268,0.001782638,0.00298244
Galnt17,-0.104901796,0.001797838,0.003007578
Pym1,0.081107852,0.001799419,0.003009931
Paxip1,-0.061399906,0.001799984,0.003010583
Mbd1,-0.040186967,0.001811443,0.003029454
Uros,0.06349801,0.001813442,0.003032504
Pld1,0.103317159,0.001816325,0.003037029
Rbpj-ps3,0.180698124,0.001817451,0.003038454
Vps37a,0.062504144,0.001817572,0.003038454
Cox5b-ps,-0.125329755,0.001817706,0.003038454
Rbbp8,0.110854816,0.001817995,0.003038642
Gna12,0.066034441,0.001821822,0.003044743
Msi1,0.107443323,0.001822108,0.003044925
Eif2b5,-0.040577112,0.001822671,0.00304557
Smurf2,0.0607695,0.001824361,0.003048098
Gm9625,0.199312784,0.001825453,0.003049626
Gm44126,-0.171899036,0.001830543,0.003057833
Gm4673,0.161335325,0.001836221,0.00306702
Cdca2,0.227272312,0.001839551,0.003072284
Hspb1,-0.312213057,0.001844356,0.00308001
Pias2,-0.048761948,0.00184558,0.003081755
Gm15422,-0.288368144,0.001851694,0.003091665
Gsdme,-0.07669578,0.001854052,0.003095035
Dgkq,-0.078263664,0.001854202,0.003095035
Ndufab1-ps,-0.102538976,0.001854252,0.003095035
Ttc7b,-0.052473848,0.001859454,0.003103417
Gm6365,0.156936537,0.001866339,0.003114606
Ccdc122,0.435550203,0.001866991,0.003115392
Pigw,0.098021916,0.001872671,0.003124568
Hspa14,-0.061345493,0.001874038,0.003126545
Grhl3,0.218719163,0.0018743,0.003126678
E130114P18Rik,0.105781837,0.001874895,0.003127369
Fxyd6,-0.109895078,0.001876741,0.003130144
Pex6,-0.092867408,0.001878291,0.003132426
Fbxo25,0.0404857,0.001883088,0.003140122
Oas2,0.325450858,0.001884622,0.003142376
Deptor,0.135177046,0.001887341,0.003146605
Ccdc47,-0.045020839,0.001888467,0.003148177
Ch25h,0.560992527,0.001890232,0.003150813
Rpl10a-ps1,0.110168548,0.001896304,0.003160629
Gm3150,0.186153563,0.001896564,0.003160756
Kctd3,-0.036351242,0.001902012,0.003169294
AW047730,-0.125158471,0.001902055,0.003169294
B4galnt3,0.257737157,0.001906031,0.003175611
Pcdha12,-0.133729037,0.001906333,0.003175807
Gm15853,0.106223497,0.001909228,0.003180322
Smad2,-0.050332043,0.001914526,0.003188839
Tmem106b,-0.070978261,0.001915726,0.003190529
Serpinb1a,-0.157722596,0.001918028,0.003194053
Gm2574,-0.228447004,0.001924979,0.003205319
Gatad2a,-0.058550092,0.001926409,0.00320739
Rbm20,0.170752466,0.001932332,0.00321694
4632428C04Rik,0.204493735,0.00193375,0.00321899
Vit,-0.133516062,0.001944933,0.003237292
Atp6v0c,-0.075744159,0.001951444,0.003247816
Rnf135,0.111308476,0.001952034,0.003248483
Gm7324,-0.308001776,0.001954776,0.003252733
Ywhaz,-0.070248222,0.001955757,0.003254051
Lonrf3,-0.1250991,0.001961784,0.003263762
Lzic,0.073270498,0.001964506,0.003267975
Dctn3,-0.1243058,0.001969012,0.003275154
Glns-ps1,-0.338527074,0.001971444,0.003278883
Dhx36,-0.057547709,0.001971716,0.003279019
Negr1,-0.086441173,0.001982119,0.003296
Calb1,-0.146952535,0.001982763,0.003296752
Elof1,-0.079550186,0.001987837,0.003304871
Wdpcp,0.086670696,0.0019882,0.003305154
Kif16b,0.092405509,0.001988796,0.003305825
Pigk,-0.053880251,0.001996631,0.00331853
Esf1,-0.085786901,0.002000316,0.003324332
Hs3st2,-0.129898244,0.002005443,0.003332503
Tmem184b,-0.049776586,0.002005619,0.003332503
Higd1b,0.138382972,0.002010415,0.003340149
Tbp,-0.05381991,0.002011675,0.00334192
Mrpl41,-0.074118988,0.002013018,0.003343614
Dbnl,0.056223397,0.002013083,0.003343614
Zfp275,-0.082730054,0.00201772,0.003350992
Gm7666,-0.180076082,0.002018044,0.003351079
Tnfaip8,0.11862519,0.002018161,0.003351079
Gm8483,-0.32000087,0.002018427,0.003351197
Alg6,-0.068006907,0.002022807,0.003358144
Ndrg4,-0.049161152,0.002025676,0.003362584
Dctn2,-0.053882121,0.002029745,0.003369013
P2ry12,0.103050133,0.002036339,0.003379632
Pgrmc1,-0.063553111,0.002037253,0.003380823
Cnot11,0.043198819,0.002040525,0.003385609
Cr1l,-0.066644082,0.00204053,0.003385609
Polr1a,-0.101809562,0.002042137,0.003387948
Senp1,0.058676981,0.002050194,0.003400987
1700024G13Rik,0.297460863,0.002057685,0.003413085
Zfp53,0.078361338,0.00206625,0.00342696
Tmco1,0.059747957,0.002067498,0.0034287
Gm4482,-0.102967862,0.00207002,0.003432552
Dmap1,0.053634241,0.002070779,0.00343348
Cyp2j9,-0.101018159,0.002078785,0.003446423
Rc3h1,-0.110433576,0.002079085,0.003446587
Nutf2,-0.07893164,0.002082295,0.003451577
Tmem67,0.082514896,0.00208382,0.003453772
Hus1,-0.051878551,0.002084113,0.003453925
Zfp518a,0.097821634,0.002085298,0.003455557
Gorasp2,-0.036624112,0.002086004,0.003456393
Mmp25,0.236108935,0.002098007,0.003475654
Itpa,-0.05605527,0.002098032,0.003475654
4930447M23Rik,0.140852398,0.002100074,0.003478703
Gmfb,-0.061009686,0.002101949,0.003481274
Hpn,0.31070795,0.002102031,0.003481274
Foxf2,0.109494884,0.002107408,0.003489843
Nipal4,-0.117709041,0.002110519,0.003494658
Kcnh4,0.236507487,0.002111664,0.003496219
Aldh1b1,0.088811293,0.002113144,0.003498332
Hps6,-0.07638973,0.002118912,0.003507543
Smtnl2,-0.187046199,0.002120317,0.003509533
Spopl,-0.066422202,0.002121758,0.003511579
Gm6969,-0.068286784,0.002122941,0.003513199
Tsnaxip1,0.257689536,0.002126969,0.003519528
Mpg,0.105061936,0.002127462,0.003520005
Ufsp2,-0.045650642,0.002134779,0.003531773
Nr2f6,-0.112219226,0.002135305,0.003532303
Il1rapl1,-0.117468891,0.002136033,0.003532945
Dcakd,-0.079493554,0.002136104,0.003532945
Adam1a,-0.186320673,0.00215202,0.003558926
Gal3st1,0.104286878,0.002163626,0.003577778
Nup88,-0.04096515,0.002172093,0.003591433
Tbc1d5,0.069317965,0.002174528,0.003595113
Mier2,-0.059654245,0.002178717,0.003601693
Gm11605,-0.166326225,0.002180316,0.003603991
Hadhb,0.065210595,0.002184929,0.00361127
Gng10,0.074244419,0.002188375,0.003616618
Map4k2,-0.101543032,0.00219065,0.00362003
Stag1,0.06742629,0.00219222,0.003622277
Grm7,0.064159535,0.002202729,0.003639291
Gm21811,0.445970961,0.002204421,0.003641737
Gatb,-0.060754382,0.002211156,0.003652512
Me3,-0.080613632,0.002213127,0.003655418
Med12l,-0.124702084,0.00221464,0.003657566
Hexd,-0.086248702,0.002224513,0.003673519
Gm43674,-0.23353835,0.002231872,0.003685318
Zdhhc24,-0.048412177,0.002235718,0.003691315
Stk25,-0.066949005,0.002239108,0.003696557
Miip,0.166909536,0.002248505,0.003711715
Gm48678,0.311984056,0.002249265,0.003712614
Cops2,-0.057275586,0.002253939,0.003719971
Gm28756,-0.137494879,0.002260913,0.003731123
Stox2,-0.07121588,0.002262232,0.003732944
Marchf6,-0.065400526,0.002268626,0.003743134
Mlx,-0.062609051,0.002273123,0.003750196
Mmadhc,-0.050474843,0.002274162,0.00375155
1700034H15Rik,-0.10968358,0.002275372,0.003753187
Gm45847,0.164729594,0.002277109,0.003755692
Rab11b,-0.055207126,0.002280666,0.003761197
Gm53374,0.169757362,0.002284935,0.003767877
Frmpd2,0.230144402,0.002286621,0.003770296
Zc3h12c,-0.12114385,0.002301568,0.003794579
Ccdc51,-0.087146952,0.002306813,0.003802861
Pxmp2,0.135704604,0.002319473,0.003823366
Gpr17,0.12800414,0.002319744,0.003823447
Nxt1,-0.086463117,0.002331457,0.003842385
4833413G10Rik,0.106455507,0.002336193,0.003849821
Zbed4,-0.094126929,0.002343088,0.003860813
Yme1l1,-0.057151208,0.002344482,0.00386274
Lrrc4b,-0.085635465,0.002347856,0.00386793
Nol6,-0.06560995,0.002349958,0.003871021
Gm48701,-0.207319041,0.002352424,0.003874713
Slc18a2,-0.124699689,0.002354305,0.00387744
Sema6a,0.088488637,0.002355214,0.003878566
Fam227b,-0.43847856,0.002356538,0.003880375
Fgfr1,0.0681627,0.002360369,0.003886311
Ccdc167,0.095074081,0.002385957,0.003928067
Carm1,-0.058059462,0.002390565,0.003935277
Ndufa7,-0.090109426,0.002393344,0.003939475
Btbd16,-0.147411178,0.002405324,0.003958815
Atp6v0c-ps2,-0.063648125,0.002410688,0.003967264
Naa25,-0.068942115,0.002414643,0.003973393
Pcbd2,-0.112926124,0.002417184,0.003977195
Zbtb14,-0.042065965,0.002431784,0.004000834
Myo7a,0.304488464,0.002432604,0.004001801
Syt13,0.075502266,0.002435076,0.004005485
Gm42840,-0.205441464,0.002436319,0.004007146
Gm37621,-0.156733477,0.00244047,0.00401359
Gm56537,0.166651033,0.002441325,0.004014612
Rbfox1,-0.078215981,0.002452415,0.004032222
Lcn2,-0.912768913,0.002452502,0.004032222
0610040J01Rik,0.105014295,0.002470803,0.004061923
Poglut2,0.098632985,0.002471838,0.004063237
Fkbp8,-0.069815517,0.002482469,0.004080061
Sin3a,0.04867566,0.002482546,0.004080061
Prpsap1,-0.054058595,0.002490309,0.004092427
Crip3,-0.25662722,0.002498776,0.00410595
Frat1,0.103267077,0.002507187,0.004119378
Akirin2,-0.052019735,0.002508423,0.004121014
Hpf1,-0.069062278,0.00251431,0.004130292
Rad54l2,0.075861763,0.002534335,0.004162791
Ralgapa2,-0.099298965,0.002538226,0.004168783
Gramd2b,-0.075104199,0.002547943,0.004184344
Gm21781,0.228677342,0.002551087,0.004189108
Tbc1d15,-0.057312194,0.002555115,0.004195321
Tsc22d4,0.149380217,0.002567063,0.004214537
Hpdl,0.181672285,0.002568052,0.004215759
Gm12350,-0.105015785,0.00257156,0.004221111
Pex16,0.081994045,0.002571803,0.004221111
Polr2a,0.1105861,0.002574883,0.004225764
2810013P06Rik,0.070477546,0.002582812,0.004238372
Pkd1l3,0.122345769,0.00259186,0.004252815
Cbr1b,-0.092899091,0.002593332,0.004254824
Zfp330,0.053532605,0.002593677,0.004254985
Cspp1,-0.09185474,0.002594645,0.004256167
Ppp4r4,-0.083087983,0.002596957,0.004259553
G530011O06Rikx,0.283373508,0.002597565,0.004260146
Ttll5,-0.072320202,0.002600609,0.004264731
Usp33,-0.059442035,0.002611274,0.004281813
Pdcd5-ps,-0.125885307,0.002612096,0.004282473
Cnot8,0.041317086,0.002612174,0.004282473
Pxdn,-0.100665006,0.00261703,0.004290025
Rmnd5b,0.056259857,0.002619139,0.004293074
Zfp91,-0.049689123,0.002623432,0.004299701
Gm43857,0.235764589,0.002626119,0.004303695
Gm37069,0.28840043,0.00262706,0.004304827
Rgs19,-0.060788712,0.002636579,0.004320015
Gatad2b,0.083262367,0.002647639,0.004337723
Rmdn1,0.080427259,0.002660175,0.004357846
Shroom1,-0.090294405,0.002666156,0.00436723
Bcl11b,0.098497594,0.002667291,0.004368673
Gm3764,0.18312148,0.002669462,0.004371813
Gm14017,-0.197115075,0.002672606,0.004376545
Rrp1,-0.04931667,0.002687886,0.004401147
Gm48239,0.300600189,0.002697737,0.004416858
D630023F18Rik,0.141687777,0.002703138,0.00442528
Gm44103,0.24581867,0.002709268,0.004434893
Cdh18,-0.109244507,0.002711604,0.004438296
Gm26781,0.121701634,0.002718015,0.004448365
Eif3h,-0.051478637,0.002726017,0.004461038
Hs3st1,-0.080379425,0.002735944,0.004476771
Nudt4,-0.055417105,0.002736151,0.004476771
Zbtb39,-0.065683147,0.002738444,0.004480096
Rusc2,-0.198021354,0.002741375,0.004484466
Supt3,0.061392456,0.00275395,0.004504608
Rbm6,0.054854456,0.002769475,0.004529571
Gm5900,-0.075601003,0.002770093,0.004530152
Sik3,-0.06444802,0.002770484,0.00453036
Noa1,-0.048702892,0.002774635,0.004536717
Mettl27,0.114896308,0.00277655,0.004539418
Taf1b,0.071016379,0.002781652,0.004547327
Slc4a8,-0.130360164,0.002785423,0.004553059
Ubxn8,-0.066042156,0.002786299,0.004554058
Bco2,0.169267746,0.002790571,0.004560609
Trim5,0.672370546,0.002794437,0.004566493
Nup37,0.090327155,0.002795965,0.004568557
Nisch,-0.053986372,0.002800099,0.004574877
Colgalt2,-0.072416157,0.002809383,0.004589483
Pcdh9,-0.091423279,0.002809572,0.004589483
Mppe1,-0.068295419,0.002810661,0.004590826
Gm31793,0.213668572,0.002811237,0.004591331
Sh3rf1,-0.108692672,0.002823011,0.004610124
Agbl5,0.092285403,0.002826555,0.004615473
Gm6277,-0.123307244,0.002829009,0.004619043
Drc3,0.230338794,0.002831065,0.004621961
Zfp65,0.061334716,0.002837071,0.004631327
Dhx30,-0.036089515,0.002838696,0.004633539
Higd2a,-0.066517541,0.002840279,0.004635685
Gm5905,0.105159383,0.002852208,0.004654713
Vdac3,-0.055233633,0.002859407,0.004666018
Ftl1-ps1,0.267695711,0.002860325,0.004667075
1810010H24Rik,0.12673886,0.002875522,0.004691425
Pnpla2,0.101875493,0.002901834,0.004733905
Agtpbp1,-0.084399652,0.00290741,0.004742553
Phf20-ps,-0.145214981,0.002908724,0.004744246
Dexi,-0.064255012,0.0029148,0.004753706
Tas1r3,0.165556608,0.002918676,0.004759576
2510002D24Rik,0.085524408,0.002942734,0.004798354
Naxd,0.061554601,0.002943244,0.004798732
Fahd1,0.065535408,0.002944425,0.004800203
Zfp438,0.092611886,0.00296329,0.004830499
Ryr2,0.155385078,0.002975608,0.00485012
Dnajc19,0.063270369,0.00297768,0.004853037
Aatk,-0.061112457,0.00298023,0.004856734
Gm15411,0.2085538,0.00298059,0.00485686
Akr1c14,0.196739358,0.002982691,0.004859824
Pfdn1,-0.061690831,0.002986223,0.004865119
Stoml3,0.24013676,0.002987764,0.004867169
Megf8,-0.08563431,0.002990371,0.004870954
Mageh1,-0.068431346,0.002996996,0.004881284
Dync2i1,0.067234506,0.003001885,0.004888784
9130004C02Rik,-0.117738923,0.003003866,0.004891548
Ubb,-0.090287983,0.003004601,0.004892281
Ubald1,-0.073588746,0.003023274,0.004922221
Hsf2,-0.056143925,0.003030163,0.00493297
Gak,-0.042400221,0.003030758,0.004933472
Kmt5c,0.135351429,0.003040661,0.004949125
1700028E10Rik,0.145071643,0.003054367,0.004970963
Fbxl4,0.067667495,0.003069658,0.004995377
Dip2b,-0.085865507,0.003070266,0.004995893
Cd209a,0.373220191,0.003085761,0.005020633
Atp6v1f,-0.058045564,0.003087581,0.005023118
A430103D13Rik,0.140124321,0.003091596,0.005029175
4933412E12Rik,-0.09597476,0.003103188,0.005047556
Gm10284,-0.197947801,0.003105909,0.005051503
Mthfd1,0.044890146,0.003108768,0.005055676
Kcnh8,-0.189064325,0.003111174,0.005059112
Pitrm1,0.061481884,0.003122551,0.005077045
Zfp629,-0.04737646,0.003122792,0.005077045
Nfatc2ip,0.068356194,0.00312811,0.00508521
Tex13d,-0.332872863,0.003133336,0.005093225
Blvrb,0.1419488,0.003148941,0.005118099
Ak5,-0.070073474,0.003149233,0.005118099
Pebp1,-0.079789775,0.003149614,0.005118234
Fn3krp,-0.060644219,0.003152338,0.005122177
A930033H14Rik,0.15746335,0.003157964,0.005130834
Trank1,0.138538802,0.003161846,0.005136656
Pou2f1,0.109112667,0.003162942,0.005137953
Fgf18,-0.148339136,0.003168921,0.005147179
Zfp873,-0.077603011,0.00317248,0.005152474
Gm3716,0.346344991,0.003180526,0.005165054
Gm37885,-0.260918784,0.003184925,0.00517171
Dnajc18,-0.038492439,0.003187018,0.00517462
Tagap,-0.162625715,0.003201848,0.00519821
Ddx10,-0.067616248,0.003205381,0.005203454
Itm2b,-0.054022619,0.003205765,0.005203588
Amn1,-0.069175686,0.003206851,0.005204858
Psmg2,-0.056163432,0.003221763,0.005228569
Zbtb47,-0.05683821,0.003237361,0.005253387
Snai2,0.23120226,0.00323912,0.005255746
Gm3604,0.221895839,0.003240659,0.005257748
Dcaf8,0.040955252,0.003242634,0.005260455
Tecpr2,-0.071309821,0.003244217,0.005262529
Xrcc1,-0.066095311,0.003251589,0.00527399
Gpsm1,0.069442226,0.003254457,0.005278144
Zfp648,0.268085665,0.003268842,0.005300974
Ubap2,-0.059652226,0.003273808,0.005308528
Pik3r2,-0.065165398,0.00327652,0.005312425
Dkkl1,-0.239435602,0.0032813,0.005319674
Tmem160,-0.112756897,0.003291105,0.005335068
Trappc11,-0.038702241,0.003293639,0.005338673
Polr1f,0.069078975,0.00330737,0.005360424
Fgfr3,0.094500897,0.00331143,0.005366499
Jkamp,-0.044573267,0.003314951,0.0053717
Chpt1,0.076971927,0.003315305,0.005371705
Sri,0.048799338,0.003315578,0.005371705
Atp5me,-0.089218488,0.00331894,0.005376645
Tk2,-0.046815697,0.003320431,0.005378555
Adra1b,0.143959607,0.003343236,0.005414986
Tmem50a,0.057803026,0.003350617,0.00542643
Sox10,0.107703188,0.00335407,0.00543151
Gm27032,0.181184755,0.00335787,0.005437153
Agap1,0.069813889,0.003368305,0.005453536
Plekhh2,-0.105752374,0.003378732,0.005469904
Snhg1,0.13056455,0.003384292,0.00547839
Pde6d,-0.047787346,0.003385022,0.005479056
Gm38300,-0.120028135,0.003386618,0.005481125
Nr3c2,0.125631476,0.003397753,0.005498557
Gm15122,-0.279558252,0.003398109,0.005498557
Tomm70a,-0.059386904,0.003398347,0.005498557
Ldhd,-0.090150492,0.003409324,0.0055158
Hdhd5,0.087321953,0.003413628,0.005522243
C2cd3,-0.099336422,0.00341914,0.00553064
Glra3,0.208637667,0.003421804,0.00553443
Atp10b,-0.15297198,0.00342912,0.005545741
Fbxo11,-0.060393517,0.003431503,0.005549073
Slc17a6,-0.17514955,0.003436922,0.005557315
Aptx,-0.036583565,0.003442287,0.005565467
Dgcr8,-0.054342127,0.003446043,0.005571016
Clock,-0.083213471,0.003450389,0.005577519
Fuca1,0.099800822,0.003466513,0.005603056
Tesk1,-0.080635509,0.003468342,0.005605487
Gm57443,0.180715501,0.003472444,0.00561159
Sulf2,-0.069797037,0.003478305,0.005620533
Nes,0.119534734,0.003485673,0.00563191
Smpdl3a,0.093913738,0.003490045,0.005638445
Nek5,0.337539604,0.0034953,0.00564619
Top3b,-0.052990818,0.003495495,0.00564619
Gm47483,0.110113368,0.00349624,0.005646864
Clp1,-0.068992787,0.003497695,0.005648685
Sntb1,0.126096809,0.003498292,0.005649118
Dcaf12l2,0.13710246,0.003498953,0.005649656
Glyctk,-0.115109719,0.003499391,0.005649833
Map1lc3a,-0.081705992,0.003508584,0.005664144
Zfp820,0.206499803,0.00351099,0.005667497
Cox14,-0.061858775,0.003514323,0.005672345
Wrap73,-0.059048687,0.003520456,0.005681711
Amfr,-0.031279691,0.00352339,0.005685913
Rbbp7,-0.058644615,0.003524044,0.005686436
Gm37309,0.28755648,0.003526291,0.005689528
Fam76b,0.09651595,0.003527404,0.00569079
Fyttd1,-0.058722014,0.003530166,0.005694712
Nucb1,0.065388103,0.003532411,0.0056978
Tmco5,-0.169285969,0.003537028,0.005704712
Pcm1,0.091118315,0.00353793,0.005705633
C78859,-0.23657688,0.003539821,0.005708148
Ascc3,-0.093471825,0.003543545,0.005713617
Bloc1s2-ps,-0.235425417,0.00355555,0.005732438
Thoc1,-0.087709931,0.003567819,0.00575168
Gm5087,0.232342667,0.003569399,0.005753688
Gm9947,-0.25047342,0.003578214,0.005767358
Traf4,0.085430425,0.003580087,0.005769836
Sp140l1,0.208832109,0.003591197,0.005787199
Gm1833,-0.507557081,0.003604895,0.00580873
Wdr26,0.070409069,0.003615259,0.005824885
Gm21814,0.179457507,0.003620672,0.00583306
Rassf10,0.15844017,0.003624471,0.005838634
Gm16835,0.108379214,0.003636365,0.005857246
Tmem29,0.043093032,0.003647838,0.005875177
Gba1,0.078480255,0.003654315,0.005885057
Inpp5e,0.077863634,0.003655898,0.005887056
Spcs2,-0.048687687,0.003658758,0.00589111
Mycbpap,0.281899067,0.003660291,0.005893028
Ica1,-0.060678655,0.003664481,0.005899222
Ppp1r3b,0.282711334,0.003675525,0.005916446
Prim2,0.073715657,0.003686417,0.005933426
Chmp2a,0.061621332,0.003689826,0.005938357
Zfp608,0.089539445,0.003695507,0.005946943
Clk3,-0.080730391,0.003699982,0.005953588
Gpr62,0.089177864,0.003715388,0.005977819
Ssbp1,0.075862213,0.003734159,0.006007459
Flvcr2,0.114785283,0.003739754,0.006015897
A930037H05Rik,0.202588523,0.003747917,0.00602806
Fam20c,-0.067475481,0.003748015,0.00602806
Gng13,-0.132008094,0.00375468,0.006038216
Med1,-0.084979021,0.003778268,0.006075582
Sh3d19,-0.14013944,0.003785057,0.00608593
Chchd2-ps,-0.131090755,0.00379356,0.006099033
Clasp2,0.06827348,0.003801604,0.006111394
Tmem168,0.060785599,0.003810658,0.006125377
Pgam5,-0.043094117,0.003814611,0.006131159
Gm37174,0.171836724,0.003828803,0.006153395
Stmn1,-0.113365868,0.003836172,0.006164662
Cdhr1,-0.394592206,0.003844164,0.006176929
Fam199x,-0.096389619,0.003845079,0.006177823
Dph1,0.05742388,0.003853896,0.006191411
Ramacl,0.129000736,0.003857246,0.006196215
Gm43379,0.125567615,0.003858226,0.00619721
Gm11400,0.16488299,0.003863458,0.006205036
Pde1c,-0.114786479,0.003868498,0.006212551
