gene,log2FoldChange,pvalue,padj
Fam228b,0.140336549,0.000495782,0.000881834
Scrt2,-0.133734315,0.000496944,0.00088381
9330160F10Rik,0.163873607,0.000497086,0.00088397
Map1b,-0.161644803,0.000500978,0.000890801
Xpnpep3,-0.068077678,0.000501589,0.000891795
Piwil2,-0.255906157,0.000502306,0.000892976
Amt,0.090963218,0.00050358,0.000895149
Eif4g1,-0.076057421,0.000505253,0.00089803
Relb,-0.10949492,0.00050559,0.000898537
Foxf1,0.18838389,0.000507797,0.000902366
Gjb6,0.146741138,0.000508537,0.000903588
Swi5,-0.05842555,0.000509426,0.000905074
Ift74,-0.071081971,0.000510667,0.000907185
Zpr1,-0.040776354,0.00051137,0.00090834
Tlr5,0.336251135,0.000511815,0.000909036
Gm12345,-0.121392683,0.000512327,0.000909852
Lin9,-0.095718026,0.000513608,0.000912033
Cntrob,0.090685678,0.000514249,0.000913078
Gm26631,-0.201457476,0.000514492,0.000913415
Mfsd8,-0.077187483,0.000515422,0.00091497
St6galnac3,0.092024904,0.000515802,0.000915551
A330041J22Rik,-0.310156837,0.000516635,0.000916935
Uty,0.134706923,0.000517306,0.000918031
Sh3tc1,0.191903907,0.000518288,0.000919679
Snhg11,-0.325067767,0.0005215,0.000925283
Prkar1b,0.066378664,0.000522604,0.000927147
Spag4,-0.178106927,0.000523575,0.000928773
Asl,0.096375562,0.000526025,0.000933024
Gm12669,-0.258574672,0.000526496,0.000933669
Wdr89,0.09562397,0.000526497,0.000933669
Aloxe3,-0.166335284,0.000526946,0.000934368
Glp1r,-0.240493474,0.000528204,0.000936503
Oxa1l,0.050591739,0.000531257,0.000941819
Abi1,-0.073372021,0.000531665,0.000942444
Macir,-0.060910845,0.000532224,0.000943339
Tmem115,-0.068349952,0.00053274,0.000944155
Or51e1,0.389595451,0.000534529,0.000947229
E430024I08Rik,-0.094695299,0.000535417,0.000948706
Ccdc153,0.275074999,0.000536285,0.000950145
Fdx1,-0.086090073,0.000537631,0.000952431
Bambi-ps1,0.144824403,0.000540561,0.000957524
Gm48768,0.148489094,0.000540731,0.000957727
Reep4,0.149140828,0.000541635,0.00095915
Gm19531,-0.253943008,0.000541646,0.00095915
Plin5,0.212249222,0.000542503,0.000960569
Uqcrc1,-0.056238807,0.00054292,0.000961208
Phf12,0.066214185,0.000544243,0.000963451
A330076H08Rik,-0.23690011,0.000544977,0.000964652
Ehbp1l1,0.10852768,0.000545631,0.00096571
Rab11fip2,0.090811448,0.000546634,0.000967385
Gm11837,0.222213507,0.000546714,0.000967428
Cibar1,-0.075017538,0.000547762,0.000969183
Erich5,-0.432740816,0.000547887,0.000969227
Gm7278,0.259286793,0.0005479,0.000969227
Rfx8,0.296145903,0.000550251,0.000973287
Gpatch4,-0.08362507,0.00055051,0.000973644
Cep152,-0.103762884,0.000553153,0.000978218
Hdac2,0.066030537,0.000554584,0.00098056
F11r,0.195626288,0.000554591,0.00098056
Psmd9,-0.064246429,0.000556452,0.00098375
Arfgef2,-0.103737464,0.000557564,0.000985614
Fbxo42,-0.073510417,0.000558458,0.000987092
Cnot7,-0.066678778,0.000558993,0.000987937
Lyplal1,0.085847689,0.000559655,0.000989006
Sh2b2,-0.140803197,0.000564036,0.000996646
2700062C07Rik,0.059603614,0.000564424,0.000997229
Cep44,0.09507306,0.000565267,0.000998615
Tusc1,0.101873589,0.000565492,0.00099891
Tas1r1,-0.167412458,0.000565788,0.00099933
Snrpa1,-0.091237904,0.000566437,0.001000373
Gm11977,-0.143022094,0.00056771,0.001002519
Fdft1,0.150248685,0.000568146,0.001003186
Flvcr1,0.1319586,0.000568779,0.001004201
Neu4,0.105410754,0.000569636,0.001005611
Iqca1,0.250472025,0.000572903,0.001011274
Esr1,0.237812504,0.000573109,0.001011534
Ncdn,-0.075815905,0.000574948,0.001014607
Zfp24,-0.055779265,0.000574967,0.001014607
Eif2a,0.055296387,0.000576289,0.001016834
Epha2,-0.185657787,0.000576434,0.001016986
Cdhr3,0.260290045,0.000576962,0.001017814
Vac14,0.055792969,0.000577338,0.001018372
Tsga10ip,-0.340295028,0.00057829,0.001019948
Cfap418,0.070138892,0.000578685,0.001020539
Ntng1,-0.13469765,0.000579683,0.001022194
Psmd8,-0.052788833,0.00058009,0.001022808
Txlna,-0.063497454,0.00058442,0.001030337
D16Ertd472e,-0.076784673,0.000584697,0.001030719
Dnah17,0.262325896,0.000586323,0.00103348
Znhit3,-0.095107243,0.00058939,0.00103878
Scube3,0.364943784,0.000597121,0.001052297
Gm4849,-0.22048498,0.000598225,0.001054136
2210406O10Rik,0.148424408,0.000599159,0.001055673
Fbn1,0.192523771,0.000599859,0.001056798
Atp6v0e,0.12088308,0.000600674,0.001058126
Ddx3y,0.110833226,0.000605438,0.001066408
Hecw2,-0.118813031,0.000606914,0.001068899
Atp6v0a1,-0.071902833,0.00060725,0.001069381
Msh3,-0.069717338,0.000609139,0.001072598
Tgfa,-0.089657691,0.000609225,0.00107264
AW112010,0.267782007,0.000613281,0.00107967
Fzd9,0.165213806,0.000614055,0.001080923
Atg14,-0.052193544,0.000614996,0.001082468
Zfp963,-0.095439587,0.000617109,0.001086077
Gm42878,-0.305468357,0.000619595,0.00109034
Nlrp6,-0.239027355,0.000620284,0.001091442
Pnpla3,0.167610668,0.000621363,0.001093228
Gm44199,-0.363684397,0.000621934,0.001094121
Matr3,-0.089232796,0.000623855,0.001097388
Eif1-ps1,-0.136783304,0.000624103,0.001097712
Mrpl1,-0.085101397,0.000624934,0.001099062
Faf1,-0.049374304,0.000626224,0.001101218
Gm17115,0.225094567,0.00062638,0.00110138
Rgl2,0.133879618,0.000627392,0.001103046
Ache,0.103702058,0.000633966,0.00111449
4930452G13Rik,0.23896116,0.00063524,0.001116616
Hgs,-0.06348956,0.000635831,0.00111754
Ccdc25,-0.057644437,0.000636654,0.001118873
Gm20691,-0.199796088,0.000636933,0.00111925
Sbds,-0.053185484,0.000638526,0.001121934
Gm6483,0.239386752,0.000641838,0.001127639
Edn1,0.221586016,0.000642046,0.001127889
Cct2,-0.044184389,0.000643735,0.00113074
Man1a,-0.119245173,0.000644078,0.001131228
Zfp235,-0.067531185,0.000644573,0.001131982
Rsbn1,-0.093748752,0.000645928,0.001134244
Gemin5,-0.064525304,0.000646967,0.001135954
Stk16,-0.062043052,0.000647704,0.001137131
Angel2,0.042707928,0.000651887,0.001144359
Nxph3,-0.171772797,0.000652617,0.001145524
Chtf18,0.152666292,0.000652713,0.001145575
Cenpb,0.071721133,0.000652829,0.001145662
Gnl3l,-0.060245076,0.000662441,0.001162412
Pfkfb1,0.26059815,0.000664332,0.001165611
Ssr4,0.092321163,0.000668984,0.001173653
Gm38910,0.128381661,0.000670963,0.001177006
Myh9,0.111005203,0.000671146,0.001177206
Odf2l,0.095805831,0.000671872,0.001178361
Tuba1a,0.10253185,0.000672385,0.00117914
Zdhhc21,-0.095075453,0.000673639,0.001181218
Mgll,-0.084316485,0.000674619,0.001182816
Fkbp15,0.053706523,0.000674851,0.001183102
Ncoa2,-0.100152413,0.000675912,0.001184842
1110046J04Rik,-0.15048271,0.000678866,0.001189899
Gm28151,0.168312529,0.000679335,0.0011906
Nrbp2,-0.09651667,0.000681331,0.001193977
Gm47982,-0.171308409,0.00068205,0.001195115
Gm49437,0.214530949,0.000682129,0.001195131
Gtf2ird2,-0.074049337,0.000684687,0.001199492
Ccno,0.223472743,0.000685588,0.001200947
Kiz,0.089193013,0.000691413,0.001211027
Sec14l2,-0.062754045,0.000693841,0.001215097
Nfia,0.099209201,0.000693877,0.001215097
Gm6421,0.102941753,0.000697557,0.001221416
Trim44,-0.066069955,0.00069867,0.001223241
9430091E24Rik,0.110235483,0.000700743,0.001226745
Gtf2h2,0.10258669,0.000705286,0.001234573
Yipf2,0.080132584,0.000707389,0.001238128
Grin2a,-0.184964339,0.000707817,0.001238752
Ppfibp2,0.155571553,0.000708688,0.001240149
Ahcyl1,-0.101621549,0.000710635,0.00124343
Nubp2,0.077577395,0.000710707,0.001243431
Tmem63b,-0.054672221,0.000712266,0.001246032
Csgalnact2,0.084921833,0.000717182,0.001254504
Wdr90,0.146988328,0.000717259,0.001254511
Mvk,0.12534016,0.000718602,0.001256732
Fbl,0.089476808,0.0007203,0.001259574
2900052L18Rik,0.170707281,0.000726999,0.001271159
BB187690,-0.236322314,0.000730932,0.001277906
Pigbos1,0.117772269,0.000731071,0.00127802
Smim45,-0.103334263,0.000731288,0.001278269
Ano3,0.11221012,0.000732121,0.001279595
Irx1,-0.323251341,0.000735294,0.00128501
1500015A07Rik,0.132397255,0.00073554,0.001285309
Efl1,0.064061405,0.000736468,0.001286801
Snhg10,-0.15894714,0.00073766,0.001288753
Ints6,-0.081077744,0.000737982,0.001289184
Tbc1d4,-0.184511194,0.000738369,0.001289729
4921531C22Rik,0.121748122,0.000740176,0.001292755
Zfp27,-0.08443807,0.00074093,0.00129394
Dnah10,0.256227759,0.000742164,0.001295964
Sgip1,-0.080958345,0.000742959,0.001297221
Gm12216,0.19124377,0.000744564,0.001299891
Cnih1,-0.063231947,0.000744881,0.001300312
Dbn1,0.071397952,0.000757777,0.001322691
Gm39463,0.246421605,0.000758043,0.001323021
Kif21a,-0.096774286,0.000758894,0.00132428
Gm45053,-0.162331224,0.000758918,0.00132428
Sfxn3,0.066535475,0.000760948,0.001327687
Alg9,-0.064108153,0.000761466,0.001328456
Flt4,0.126369712,0.000762408,0.001329964
Htr2c,-0.212846644,0.000762701,0.001330341
Prpf4,-0.044905097,0.000764638,0.001333584
Cryl1,-0.090935245,0.000765547,0.001335035
Tmem128,-0.071091719,0.000773834,0.001349349
Abhd15,0.213129879,0.000775269,0.001351715
Ptpra,0.041434036,0.000776282,0.001353345
Hapln2,-0.148216826,0.000777255,0.001354903
Aco1,0.069868817,0.000777827,0.001355763
Creb3l2,0.12940456,0.000778095,0.001356093
Ice2,-0.091275746,0.000778549,0.001356747
Tnrc18,-0.109704897,0.000778999,0.001357393
Ankrd34a,-0.086490293,0.000781189,0.001361071
Tceal3,-0.061633814,0.000782838,0.001363807
Eef1e1,-0.087498695,0.000783747,0.001365198
Zrsr2,-0.066109545,0.000783795,0.001365198
Rnf208,-0.090333041,0.000783947,0.001365325
Gm43034,0.17037622,0.00078474,0.001366567
Jmjd4,-0.090946369,0.000785158,0.001367157
Zscan21,-0.068832891,0.000786607,0.001369542
Dpf1,-0.07593171,0.000787726,0.001371351
Usp39,-0.050508878,0.00078788,0.001371481
Nectin2,0.115315805,0.000791042,0.001376844
Gm32679,-0.197162187,0.000791313,0.001377177
Eif2b4,-0.058298816,0.000794581,0.001382724
B3glct,0.06644171,0.000794772,0.001382918
Cdc5lrt3-ps,-0.150112394,0.000795658,0.001384319
Rtl8c,0.072821497,0.000795873,0.001384553
Ctps1,-0.058387394,0.000797946,0.00138802
Rad17,-0.056370647,0.000798877,0.001389498
Cops4,-0.053497123,0.000799663,0.001390725
Bend5,0.096653377,0.000800009,0.001391187
Cdk20,-0.074946599,0.000800761,0.001392353
Nudt11,0.088953773,0.000801662,0.001393779
Lrrc43,0.264219359,0.000802544,0.001395172
Slc39a7,0.10125614,0.000802643,0.001395203
Foxr2,0.227389495,0.00080991,0.001407693
Bdp1,-0.11191055,0.000810706,0.001408934
Gm12312,-0.404193604,0.000810844,0.001409033
Gm47640,0.252995153,0.000813115,0.001412835
Lyve1,0.378985957,0.000814479,0.001415062
Ttc21a,0.343935161,0.000815532,0.00141675
Mirg,-0.317769377,0.000816064,0.00141753
D130017N08Rik,-0.189297731,0.000818946,0.001422278
AW822252,0.173895525,0.000818962,0.001422278
Gm45767,0.154584971,0.000822801,0.001428801
Sec16a,-0.092231416,0.000824305,0.001431267
Uqcr11,-0.101602279,0.000824568,0.001431581
Ncoa4-ps,0.060656312,0.000826757,0.001435236
Smim12,-0.078483913,0.000827215,0.001435885
Gm16618,-0.21785131,0.000829322,0.001439398
Map2k5,-0.050474516,0.000830167,0.001440719
Hsbp1,0.057481993,0.000834234,0.001447632
Mir100hg,-0.088847186,0.000837228,0.00145268
Hip1r,0.080106837,0.000839191,0.001455939
6230400D17Rik,0.171672985,0.000839878,0.001456984
Pex11b,-0.056395357,0.000840172,0.001457348
Cep63,0.065393329,0.000843026,0.001462151
Pex11g,0.159487291,0.000843802,0.00146335
Rbak,0.07218669,0.000844201,0.001463894
Sanbr,0.072842627,0.000844537,0.001464291
Chsy1,-0.072183268,0.0008446,0.001464291
Palm,-0.092149732,0.000849629,0.001472861
C030017B01Rik,0.137247364,0.000850586,0.001474371
D830035M03Rik,0.182173872,0.000853049,0.001478492
Arb2a,0.052872665,0.000856164,0.001483742
Tmem186,-0.047108559,0.000856635,0.001484408
Snhg16,0.211089453,0.000857883,0.001486421
Cpeb1os1,0.113138035,0.000858516,0.001487368
Ap2m1,-0.055575786,0.000859244,0.00148848
Fbxo8,0.054326456,0.000866117,0.001500235
Tradd,0.098876724,0.000867403,0.001502312
4930579K19Rik,0.242288778,0.000867657,0.0015026
Coch,0.287719632,0.000869109,0.001504963
E130006D01Rik,-0.232834464,0.000870075,0.001506485
Kcnk5,0.247003211,0.000871743,0.00150922
Rexo2,-0.045986529,0.000872858,0.001510999
Acyp2,-0.111365394,0.000873458,0.001511886
Ergic1,-0.045432274,0.000873584,0.001511952
Nadsyn1,0.126865336,0.000874281,0.001513007
Usp6nl,-0.069912058,0.000874754,0.001513673
Rab5c,0.05367753,0.000876805,0.00151707
Gm6781,0.186190746,0.000880402,0.00152314
Tulp3,0.079043564,0.000883835,0.001528925
Creb3l3,-0.265740144,0.000889525,0.001538613
Gm50431,0.083301784,0.00089335,0.001545074
Mrpl48-ps,-0.071868137,0.00089437,0.001546684
2310009B15Rik,-0.118088222,0.000896869,0.001550849
Tnip2,0.094858756,0.000898783,0.001554003
Timm13,-0.104954443,0.000899136,0.001554458
Dohh,-0.104698574,0.000900812,0.001557197
Arhgef11,-0.099052893,0.000903363,0.00156145
Gm36529,0.250905836,0.000908736,0.001570581
Rpl26-ps6,-0.291189803,0.000912991,0.001577776
Myd88,0.110433944,0.000915926,0.00158269
Mkrn2,-0.047055261,0.000917174,0.001584687
2310002F09Rik,-0.20337836,0.000917429,0.001584968
Gm56494,0.216225575,0.000918001,0.001585797
Rps15,-0.090735786,0.000922159,0.001592821
Gm45169,0.153780401,0.000922877,0.0015939
Dnaaf1,0.299831596,0.000922994,0.001593942
Aspscr1,0.069440915,0.000925972,0.001598925
Dnah7a,0.147939347,0.000927647,0.001601656
Dcbld2,-0.085397726,0.000928168,0.001602395
Gm10658,0.181786121,0.000932349,0.001609452
Zfp943,-0.08707578,0.000937264,0.001617774
Nup133,-0.049225523,0.000938049,0.001618968
Tspyl3,0.06068426,0.000939694,0.001621643
Gm11944,-0.233405811,0.000942003,0.001625466
Pcbp4,-0.076859476,0.000942227,0.001625688
Phf6,-0.066566554,0.000943019,0.001626892
Dbpht2,-0.109588848,0.000945795,0.001631464
Gm55377,0.347249862,0.000945859,0.001631464
Tcim,0.252277597,0.000952485,0.001642729
Gm19522,-0.199577313,0.000953052,0.001643543
Klhl11,-0.133576617,0.00095317,0.00164358
Smim3,-0.128216195,0.000953541,0.001644056
Aars2,-0.080451757,0.000956395,0.001648811
Foxq1,-0.124550054,0.00095706,0.001649792
Mrpl3,-0.063073592,0.000962676,0.001659307
Reps2,-0.114107609,0.000963361,0.001660322
Calcoco1,-0.059736026,0.000969645,0.001670984
Prdm10,-0.073552479,0.000972161,0.001675153
Etaa1,-0.091347607,0.000974722,0.001679398
Cthrc1,0.386637636,0.00097581,0.001681104
Matcap2,0.083851846,0.000979703,0.001687643
Lhfpl1,-0.323835267,0.000981721,0.001690949
Jakmip3,-0.07493819,0.000981861,0.001691021
Sfrp1,0.306514519,0.000984242,0.001694953
Prr15,0.19041284,0.000984621,0.001695434
Prkar2b,0.105554892,0.00099035,0.001705129
Gin1,0.092887627,0.00099076,0.001705664
Cramp1,-0.072296547,0.000993962,0.001711007
Tcf7l2,0.272342807,0.000996406,0.001715041
Ung,-0.13865558,0.000996672,0.001715327
Naa12,-0.065745701,0.000996907,0.001715561
Gm37090,0.273806275,0.000999426,0.001719724
Strn4,-0.051352446,0.001000256,0.001720981
Hmgn2-ps1,0.25755332,0.001000625,0.001721355
Cep290,-0.119626141,0.001000674,0.001721355
Tspan12,-0.074075971,0.001001879,0.001723235
Cep170,-0.100119827,0.001001967,0.001723235
Nkain4,0.099684648,0.001002252,0.001723554
Diaph3,-0.160244896,0.001002417,0.001723665
Poldip2,-0.051963521,0.001002912,0.001724343
E130307A14Rik,0.062234527,0.001014133,0.001743462
Gm37773,0.248387147,0.00101502,0.001744812
Ggnbp2,-0.044646933,0.001021229,0.001755311
Spef1,-0.102939274,0.001023972,0.001759849
Phactr4,0.098524447,0.001025584,0.001762445
Pcdhgb7,0.111929297,0.001028747,0.001767703
Zeb1,0.056786653,0.001028923,0.00176783
Sec24a,-0.093472877,0.00102995,0.001769418
Sbk3,0.186630783,0.001032976,0.001774439
Dkc1,-0.062264928,0.001033487,0.00177514
Mis18bp1,0.20095601,0.001033839,0.001775566
Ndufb9,-0.08017307,0.00103852,0.001783428
Slc16a5,0.171536558,0.001044019,0.00179254
6820431F20Rik,0.266759413,0.001044034,0.00179254
Gm43660,0.168361984,0.001044887,0.001793825
Fam219b,0.052156605,0.001047327,0.001797835
Catsper2,0.128807452,0.001050184,0.001802559
Ovol2,-0.286848002,0.001050706,0.001803276
Bbs1,-0.072423751,0.001053499,0.001807888
4930503L19Rik,0.172111236,0.001054378,0.001809217
Rad51b,0.497595015,0.001055783,0.001811447
Cse1l,-0.060837721,0.001057625,0.001814427
Acadl,0.079453986,0.001058002,0.001814735
Sord,-0.087636171,0.001058015,0.001814735
Fnbp1,0.069202716,0.001060267,0.001818416
Gm9885,0.120059597,0.001060764,0.001819087
Tmx3,-0.080927057,0.001061307,0.001819837
Ebf4,-0.121126282,0.001064546,0.001825209
Vapa,-0.055904367,0.001064881,0.001825602
Pdap1,-0.059381013,0.001065261,0.00182607
Gpr139,-0.217539179,0.001068337,0.001831162
Prkag2os2,0.333681406,0.001070844,0.001835196
Gm30571,-0.360947456,0.001070904,0.001835196
Rbpj,0.151435197,0.001073011,0.001838623
Galnt11,-0.044938556,0.001076614,0.001844613
Sf3a3,-0.045564978,0.001077416,0.001845803
Hk1,-0.067791061,0.001078758,0.001847919
Gm12788,-0.201339369,0.001081159,0.001851848
Asb7,0.061751112,0.001081659,0.001852519
Tgfb3,0.110540085,0.001089799,0.001866276
Eri2,-0.076863649,0.001091092,0.001868303
Adora2b,0.212583907,0.001092777,0.001871003
Cbl,-0.171135148,0.001095495,0.00187547
Hes1,-0.141932008,0.001108707,0.0018979
Gm16267,-0.33854608,0.001111189,0.001901959
Sntn,0.282763816,0.001111352,0.001902049
Gm42636,0.214569791,0.001111778,0.001902589
Man1a2,-0.079337675,0.001111894,0.001902599
Mfap1a,-0.063701596,0.001114852,0.001907286
9130019P16Rik,0.199117509,0.001114855,0.001907286
Fbxo30,-0.092935432,0.001120695,0.001917087
Jakmip2,-0.083217646,0.001125336,0.001924835
Gvin-ps7,0.300875819,0.001128096,0.001929364
Gm54266,0.231338356,0.00112883,0.001930426
Asb3,-0.102750193,0.001129297,0.001931035
Peds1,-0.059226744,0.001129664,0.00193147
Mrps9,-0.061637279,0.00113101,0.001933579
Dhodh,-0.070588334,0.001131589,0.001934376
Rprml,0.168122983,0.001132492,0.001935728
Timm21,0.081643016,0.001136631,0.00194261
Rasa1,-0.074458624,0.001142832,0.001953014
9330102E08Rik,-0.084891509,0.001147866,0.001961421
Mtcl3,-0.09350306,0.001156435,0.001975869
Lipg,0.195507054,0.001156891,0.001976451
Aip,-0.070582213,0.001157548,0.001977378
Usp42,0.070576758,0.001158683,0.001979121
Tpra1,0.07604468,0.001160194,0.001981504
Kif20a,0.121898292,0.00116047,0.001981779
Hmbox1,-0.075884179,0.001164369,0.001988241
Vhl,-0.066261198,0.001165981,0.001990796
Hmgn5,-0.095788219,0.001170514,0.001998337
Tmem238,0.200581599,0.001174239,0.002004498
Zfp93,-0.08931049,0.001176807,0.002008682
Gm55122,0.246911384,0.001178322,0.002011069
Sfi1,0.174785324,0.001182305,0.002017667
Gm56759,0.185667283,0.001182764,0.002018249
Nos2,0.293788209,0.00118591,0.002023417
Pde10a,-0.105782831,0.001188793,0.002028135
Atp5if1,-0.07853623,0.001190041,0.002030064
Uqcrb,-0.067159864,0.001194367,0.002037241
Spock3,0.094830095,0.001198893,0.002044758
Csmd3,-0.152303249,0.001199995,0.002046435
Cimip2c,0.272479584,0.001206685,0.00205764
Gm5912,0.230125828,0.001207205,0.002058323
Plekhh3,-0.109079104,0.001216405,0.002073803
Gm57184,0.136243684,0.001220271,0.002080188
Tcp11l1,-0.13780321,0.001220513,0.002080395
A230051N06Rik,0.19420083,0.001225436,0.002088581
Tmbim6,0.051250206,0.001231563,0.002098814
Pcdhgb5,0.123143052,0.001241491,0.002115523
Setbp1,-0.127352084,0.001242521,0.002117071
Tubgcp6,-0.075269297,0.001243966,0.002119323
Myl6b,-0.091161102,0.001247268,0.002124738
Abraxas1,0.081044836,0.001247614,0.002125116
Sertad2,0.058687442,0.001248506,0.002126426
Tsacc,0.245032592,0.001251521,0.00213135
2810049E08Rik,0.162169319,0.00125416,0.002135445
Pcbp3,0.060315487,0.001254174,0.002135445
Tspan11,0.423285204,0.001255252,0.002137069
Hnrnpd,0.08786963,0.001256128,0.00213835
Bcl10,0.059542998,0.001256447,0.002138681
Parp11,-0.0580077,0.001257087,0.002139558
Sarnp,-0.09259435,0.001258775,0.002142219
Kcnk3,-0.111023299,0.001264246,0.002151318
Gm33594,0.444500963,0.001264968,0.002152333
Tceal7,-0.172435814,0.001268425,0.002158002
Ppia,-0.07701087,0.00127307,0.002165691
Dhrs4,0.087852946,0.001274061,0.002167163
Hdhd3,0.127558063,0.001275516,0.002169424
Pdzd11,0.05386904,0.001275984,0.002170006
Gm6728,-0.204016984,0.001278378,0.002173861
Orc4,-0.072092376,0.001280551,0.002177341
Slitrk2,0.080633244,0.001280984,0.002177863
Vstm2l,-0.126333944,0.001281341,0.002178254
Mdh2,-0.057248628,0.001281995,0.002179151
Mrps7,-0.067672884,0.001282991,0.002180629
Utp14b,-0.160861046,0.001284945,0.002183646
Epm2aip1,-0.077344509,0.00128502,0.002183646
2310033P09Rik,-0.10941923,0.001289787,0.002191531
3830408C21Rik,0.124034919,0.00129318,0.002197078
Dgkd,0.047804519,0.001296711,0.00220286
Dpy19l3,0.11340363,0.001301054,0.002209912
Spata1,0.160279282,0.001301118,0.002209912
Trappc12,-0.052626712,0.00130624,0.002218392
Atp5f1e,-0.112311785,0.001306954,0.002219386
Zkscan14,-0.068487102,0.001313459,0.002230211
Txn1,0.07574068,0.001317817,0.00223739
Pus1,-0.076364448,0.001318541,0.002238399
Gm10244,0.241490193,0.001319536,0.002239867
Gm26873,0.283825231,0.001324509,0.002248086
Dpagt1,-0.051356229,0.00133594,0.002267266
Hnmt,-0.080827577,0.001341201,0.002275886
Sec1,-0.304156818,0.001341284,0.002275886
Lrrtm4,0.112679735,0.00134567,0.002283103
Adk,0.062308068,0.001347324,0.002285528
Pibf1,-0.074821087,0.001347365,0.002285528
Utp3,-0.05125058,0.00134976,0.002289365
Gm7059,0.130435515,0.001353821,0.002296027
Mok,0.079242244,0.001356026,0.00229954
Rps4x,0.076888008,0.001374591,0.002330794
Galnt14,0.110089676,0.001375491,0.00233209
Sox8,-0.086059867,0.001375697,0.002332209
Rhno1,0.067108663,0.001377937,0.002335775
Arhgef10l,0.095956506,0.001379557,0.002338292
Gm42692,-0.23060692,0.001381483,0.002341326
Ndufa6,-0.071092125,0.001381635,0.002341354
Nelfb,-0.045650837,0.001382749,0.002343011
Pot1b,0.133679463,0.001390379,0.00235561
Lrig3,0.12065004,0.001390459,0.00235561
Tal1,0.150718295,0.001391528,0.00235719
Kdm3b,0.060061604,0.001397575,0.0023672
Gas2l3,0.146493828,0.001402994,0.002376145
Rpl37,-0.08515845,0.001404073,0.002377739
Trp53-ps,0.207611296,0.001405793,0.002380418
Lamb1,-0.102083072,0.001409593,0.002386617
Ttyh2,0.098001907,0.001422213,0.002407748
Acvr2a,-0.102821257,0.001429709,0.0024202
Pdzph1,0.213079335,0.001438214,0.002434357
Bin1,-0.062652471,0.001439661,0.002436567
Pcdhgb2,0.106003127,0.001440897,0.002438419
Gm57055,0.341963972,0.001442418,0.002440754
Pot1a,-0.094333868,0.001446762,0.002447864
6330418K02Rik,0.176477525,0.001447039,0.00244809
Glt8d2,0.104690755,0.001448451,0.00245024
ENSMUSG00000121485,-0.093782304,0.001452067,0.002456116
Pdhb,-0.049371037,0.001453559,0.002458398
Npsr1,-0.461572499,0.001456037,0.002462347
Gm30238,0.251977704,0.001461768,0.002471796
Washc4,-0.086378931,0.001462984,0.002473608
Tbk1,-0.048705725,0.001467564,0.002481109
Gpt,-0.116997299,0.001467989,0.002481583
Tmem19,0.04295802,0.001469586,0.00248404
1110065P20Rik,-0.114559859,0.00147148,0.002486886
Mrpl16,-0.051306025,0.001471559,0.002486886
Pcnx4,-0.03632766,0.001472622,0.002488438
Spag16,0.332285123,0.001472857,0.00248859
Tgfbr3,0.149523975,0.001473407,0.002489276
Teddm2,-0.312487259,0.001473759,0.002489626
Rubcnl,0.209772103,0.001477673,0.002495993
Sec23ip,-0.065081386,0.001478792,0.002497638
Slc15a2,0.161570725,0.001488526,0.002513832
Hadhb-ps,0.070257217,0.00149774,0.002529144
Dscam,-0.086910703,0.001497985,0.002529309
Ppargc1b,-0.148493472,0.001499769,0.002532074
Kif20b,0.195357493,0.001505542,0.002541571
Sap130,-0.0895782,0.001507459,0.002544558
Efhd1,-0.099673751,0.001509932,0.002548482
Zfp958,-0.075446491,0.00151704,0.002560228
Zfp260,-0.065121935,0.001519027,0.002563329
Zfp407,0.092242397,0.001519697,0.00256421
Kif22,0.138976456,0.001525535,0.002573808
Tha1,0.124244012,0.001528899,0.002579231
Fhip1b,-0.065223507,0.0015296,0.002580161
Fbxl17,-0.053087118,0.001531169,0.002582553
Rsph1,0.22542523,0.0015327,0.002584883
Wfdc1,-0.121591579,0.001535003,0.002588513
Hectd2os,0.215194242,0.001536817,0.002591317
Aldh2,-0.099398216,0.001537204,0.002591716
Zfp935,-0.118608759,0.001542448,0.002600303
Pde12,-0.060484441,0.001543046,0.002601058
A930006K02Rik,0.281306342,0.001548141,0.002609389
Slitrk5,-0.07101735,0.00154991,0.002612115
Atp9b,-0.040976927,0.001551142,0.002613936
Irf3,0.103322318,0.0015583,0.002625742
Tnfrsf10b,0.3824097,0.001566079,0.002638591
Cactin,-0.069831495,0.001568124,0.002641778
Tubgcp3,0.04276275,0.001573429,0.002650455
Nkain3,0.161715206,0.001575884,0.002654332
Golga5,0.042761659,0.001583865,0.002667513
Fancl,0.10097319,0.001585324,0.00266971
Dip2a,-0.065824093,0.001586725,0.002671807
Tvp23b,-0.074422423,0.001588098,0.002673857
Gm10419,-0.071739982,0.001588506,0.002674284
Ap2m1-ps,-0.06867063,0.001593091,0.00268174
Fstl4,0.183408838,0.00159534,0.002685263
Icosl,0.153862057,0.001602232,0.0026966
Gm37805,-0.206283116,0.001605673,0.002702126
Nudt12,0.176607358,0.00160677,0.002703709
Gm28229,0.191272982,0.001607989,0.002705495
Tor2a,0.061685107,0.001611895,0.002711802
Ovca2,-0.075184828,0.001612422,0.002712424
4930581F22Rik,0.156261009,0.001613073,0.002713253
Tmco6,0.095627433,0.001613972,0.002714501
Edf1,-0.071513626,0.001616057,0.002717742
Tti1,-0.060939276,0.001616727,0.002718602
Cavin4,0.232092397,0.001621548,0.002726444
Acvrl1,0.099902297,0.001622639,0.002728012
