gene,log2FoldChange,pvalue,padj
Nemp2,0.257377136,5.65E-08,1.55E-07
Apex2,-0.174239668,5.92E-08,1.62E-07
Ajuba,0.348843126,6.44E-08,1.75E-07
Bcam,0.307996185,3.91E-08,1.09E-07
Htra2,0.157935518,4.11E-08,1.14E-07
Dpcd,-0.133448991,3.45E-08,9.65E-08
Il6ra,0.215677552,4.36E-08,1.21E-07
Ankrd52,-0.203567442,3.25E-08,9.11E-08
Mfsd6,-0.117195216,3.22E-08,9.02E-08
Tph2,0.273183327,7.62E-08,2.06E-07
Cfap97d2,0.390826526,8.17E-08,2.20E-07
Ppara,-0.224091728,6.69E-08,1.82E-07
Gm30970,-0.241951843,6.83E-08,1.85E-07
Cnpy2,0.136697463,3.56E-08,9.93E-08
Sp2,0.172848458,4.21E-08,1.17E-07
Hyi,0.365097535,7.03E-08,1.90E-07
Spata17,0.393736778,9.72E-08,2.60E-07
Cpsf1,0.120848213,3.42E-08,9.58E-08
Timp3,0.243429231,3.36E-08,9.40E-08
Gli2,0.225084031,5.56E-08,1.53E-07
Exoc3,-0.093438677,3.38E-08,9.47E-08
Dhdh,0.145310296,4.46E-08,1.23E-07
Zfp458,-0.205734906,4.99E-08,1.37E-07
Fbxo5,0.263403475,8.94E-08,2.40E-07
Rnf125,0.303937968,8.84E-08,2.37E-07
Bcl11a,-0.17465779,3.45E-08,9.64E-08
Ppp1ca,-0.096034894,3.49E-08,9.74E-08
Dock4,-0.222816493,3.55E-08,9.90E-08
Kcnj8,0.238023089,6.52E-08,1.77E-07
Krt80,0.676837171,1.09E-07,2.89E-07
Dennd11,-0.125112763,3.53E-08,9.86E-08
Arid3b,0.185660787,6.87E-08,1.86E-07
Tmtc4,-0.153987519,4.13E-08,1.15E-07
C2cd2l,-0.11828953,3.57E-08,9.96E-08
Psmb2,0.18286903,3.63E-08,1.01E-07
Ppp2r2c,-0.097397224,3.71E-08,1.03E-07
Atp5pf,-0.113472015,3.58E-08,9.98E-08
Ewsr1,0.098039392,3.59E-08,1.00E-07
Nwd1,-0.186696091,3.59E-08,1.00E-07
Stard5,-0.161914524,4.55E-08,1.26E-07
Lpar3,0.513398494,1.13E-07,2.99E-07
C230037L18Rik,0.245023828,9.14E-08,2.45E-07
Tcte2,0.201931721,6.75E-08,1.83E-07
Gm43461,0.36491892,1.06E-07,2.82E-07
4932438H23Rik,0.39233423,8.79E-08,2.36E-07
Psg16,0.237032795,8.55E-08,2.30E-07
Hdgf,-0.082037248,3.70E-08,1.03E-07
Pkdrej,0.341964506,1.04E-07,2.78E-07
Zfp697,-0.151324441,4.51E-08,1.25E-07
Atp2b3,-0.214333688,3.74E-08,1.04E-07
Trappc3,0.093111073,3.85E-08,1.07E-07
Cdk6,0.23410157,7.36E-08,1.99E-07
Zic4,0.597220371,7.03E-08,1.90E-07
Klhl34,-0.212775481,3.94E-08,1.10E-07
Sox17,0.257039444,7.14E-08,1.93E-07
Gm20570,0.305097593,7.80E-08,2.10E-07
Yaf2,-0.106594136,3.83E-08,1.07E-07
P2rx1,0.405806996,1.11E-07,2.95E-07
Heatr5a,0.181248529,4.52E-08,1.25E-07
Mcts1,-0.142679319,4.03E-08,1.12E-07
4930523C07Rik,0.269935363,8.64E-08,2.32E-07
Zfp11,0.137376542,5.50E-08,1.51E-07
Mdfic,0.540432717,5.92E-08,1.62E-07
Tmtc2,-0.139211606,4.67E-08,1.29E-07
Ids,-0.118405333,4.10E-08,1.14E-07
Rad54l,0.284288067,1.12E-07,2.97E-07
Gm57103,0.300928296,1.10E-07,2.93E-07
Ptges2,-0.126557488,4.29E-08,1.19E-07
Uba5,-0.06710976,4.05E-08,1.13E-07
9430021M05Rik,-0.21830496,6.91E-08,1.87E-07
Slc35b1,-0.099676445,4.14E-08,1.15E-07
Mettl26,-0.145702862,4.79E-08,1.32E-07
Tpd52,-0.081699207,4.09E-08,1.14E-07
Ankrd35,0.163361946,5.97E-08,1.63E-07
Gdi1,-0.075958838,4.18E-08,1.16E-07
Gtf2h5,-0.101155833,4.12E-08,1.14E-07
Gm5559,-0.154878217,5.77E-08,1.58E-07
Zbtb46,-0.17267391,6.02E-08,1.64E-07
Zbtb8b,-0.168409732,6.80E-08,1.85E-07
Rad9b,0.237926954,9.44E-08,2.53E-07
Lgr4,-0.128613531,4.39E-08,1.21E-07
Cgn,0.336996337,8.32E-08,2.24E-07
Sptb,-0.186172547,4.33E-08,1.20E-07
Wdr44,-0.141755764,4.61E-08,1.27E-07
Camk2d,0.297934513,4.34E-08,1.20E-07
Ankrd26,-0.187727825,5.09E-08,1.40E-07
Kitl,-0.229527294,4.61E-08,1.27E-07
Slco1a4,0.210611945,4.62E-08,1.27E-07
Bambi,0.254294866,6.52E-08,1.77E-07
Mmrn2,0.266718175,7.18E-08,1.94E-07
Mgme1,-0.141505553,6.69E-08,1.82E-07
Gm14276,0.313865366,1.30E-07,3.43E-07
Btg3,-0.158003154,6.83E-08,1.85E-07
Irf2bp2,-0.174888503,4.91E-08,1.35E-07
Atp5f1a,-0.076745825,4.75E-08,1.31E-07
Nol10,-0.104027047,4.93E-08,1.36E-07
Peli1,-0.123497208,4.61E-08,1.27E-07
Kpna1,-0.11868007,4.63E-08,1.28E-07
Tmem132a,0.153882102,4.61E-08,1.27E-07
Yipf5,-0.087220778,4.68E-08,1.29E-07
Zfp418,-0.17858806,8.30E-08,2.23E-07
Eva1c,0.270333238,1.12E-07,2.97E-07
Gosr1,-0.069680804,4.70E-08,1.30E-07
Aprt,0.14693168,5.22E-08,1.44E-07
Dnajc27,-0.150015795,4.67E-08,1.29E-07
Gm29508,0.432721313,1.39E-07,3.65E-07
Ulbp1,0.429396138,1.42E-07,3.73E-07
Gm30439,-0.265792293,7.69E-08,2.08E-07
D7Bwg0826e,0.509943037,1.52E-07,3.98E-07
Trp63,0.290015375,1.05E-07,2.79E-07
Agpat1,-0.119816172,4.85E-08,1.34E-07
Hcn4,0.324408171,9.45E-08,2.53E-07
Kbtbd13,0.438113645,1.48E-07,3.87E-07
Fam222b,-0.136760095,5.18E-08,1.42E-07
Sgk2,0.322785789,1.17E-07,3.09E-07
Ap2s1,-0.110814072,4.91E-08,1.35E-07
Brd8,0.093187193,5.09E-08,1.40E-07
Arel1,-0.124382677,5.01E-08,1.38E-07
Arhgef1,0.20452656,5.69E-08,1.56E-07
Mto1,-0.070306,5.79E-08,1.58E-07
E130317F20Rik,0.187497732,9.80E-08,2.62E-07
Paqr9,0.178924895,5.07E-08,1.39E-07
Gm6705,-0.336751848,1.50E-07,3.93E-07
mt-Tm,-0.315828038,1.14E-07,3.01E-07
Il2rb,0.442621306,1.64E-07,4.28E-07
Gm19426,-0.336974261,1.51E-07,3.96E-07
H2-T23,0.846621558,1.25E-07,3.29E-07
F730043M19Rik,-0.217687684,5.67E-08,1.55E-07
Gm6556,0.300726273,1.42E-07,3.72E-07
1700040D17Rik,0.313436844,1.43E-07,3.75E-07
Fer,-0.133236754,5.93E-08,1.62E-07
Gm15163,0.267526864,9.00E-08,2.41E-07
Cdadc1,-0.078311346,5.27E-08,1.45E-07
Atp8b1,0.324047051,1.18E-07,3.11E-07
Agtr1a,-0.513790742,1.69E-07,4.40E-07
Rgs7bp,-0.148237479,5.37E-08,1.47E-07
Ttc39c,-0.109961616,5.41E-08,1.48E-07
Pcdhga6,0.202907599,7.28E-08,1.97E-07
Chic2,0.100107317,6.49E-08,1.76E-07
Eif3j2,-0.159233281,7.41E-08,2.00E-07
Cd200,-0.092129368,5.32E-08,1.46E-07
Pacsin3,0.18404539,6.42E-08,1.75E-07
Timm23,-0.116903507,6.09E-08,1.66E-07
Spock2,-0.122600219,5.60E-08,1.53E-07
Plekha1,-0.103047162,5.37E-08,1.47E-07
Zfp930,-0.130830124,6.87E-08,1.86E-07
Rps6kl1,-0.140513137,5.64E-08,1.55E-07
Cmtm4,-0.109887472,5.43E-08,1.49E-07
B230216N24Rik,-0.306267493,1.22E-07,3.23E-07
Rer1,-0.082399954,5.49E-08,1.50E-07
Katna1,-0.139556874,8.31E-08,2.24E-07
Daam1,-0.106300964,5.48E-08,1.50E-07
Oip5,0.353541797,1.65E-07,4.31E-07
Rp2,0.136640441,6.14E-08,1.68E-07
Gm4739,0.447492391,1.77E-07,4.62E-07
AA414768,0.120479676,9.00E-08,2.41E-07
Jsrp1,0.586575181,1.28E-07,3.38E-07
Sprtn,0.099223163,6.69E-08,1.82E-07
Arhgef5,0.339742214,1.01E-07,2.70E-07
Ipo7,-0.129644724,5.66E-08,1.55E-07
Sap30l,-0.124958493,6.35E-08,1.73E-07
Fzr1,-0.104682857,5.74E-08,1.57E-07
Capn12,0.448535211,1.83E-07,4.75E-07
Nxt2,-0.114401033,5.82E-08,1.59E-07
Grem2,-0.14491808,6.22E-08,1.69E-07
Tomm20,-0.088275572,5.86E-08,1.60E-07
Zfp114,-0.229462391,1.29E-07,3.39E-07
Atxn7l1,-0.108191988,6.38E-08,1.74E-07
Prr35,0.354379299,1.56E-07,4.08E-07
Gm17709,0.330338913,1.61E-07,4.22E-07
Tbcd,0.081087733,5.99E-08,1.64E-07
Trib2,0.439246828,5.86E-08,1.60E-07
Ripor1,-0.127855031,5.80E-08,1.59E-07
Napg,-0.113113286,5.85E-08,1.60E-07
Tbc1d22b,-0.097555442,5.95E-08,1.62E-07
Gm42549,0.49549695,1.86E-07,4.83E-07
Acad8,-0.135513712,6.24E-08,1.70E-07
Mab21l1,0.622540064,1.79E-07,4.65E-07
Pmf1,0.224430708,1.29E-07,3.40E-07
Xrcc6,0.087714721,7.41E-08,2.00E-07
Tufm,-0.108105434,6.12E-08,1.67E-07
Szt2,0.210685039,6.48E-08,1.76E-07
Tram1,0.096689184,6.09E-08,1.66E-07
Spast,-0.10984385,6.00E-08,1.64E-07
Marchf4,0.251659605,6.44E-08,1.75E-07
Uhmk1,-0.169263447,6.16E-08,1.68E-07
Tspan6,0.136484551,6.87E-08,1.86E-07
Mpp1,-0.073329057,6.28E-08,1.71E-07
Bbs4,-0.122907846,6.19E-08,1.69E-07
Mafb,0.259789752,7.51E-08,2.03E-07
Ino80dos,0.248667724,1.37E-07,3.61E-07
Derl3,-0.403793035,1.43E-07,3.75E-07
Gm44284,-0.333579567,1.77E-07,4.62E-07
Pth2r,-0.517416819,1.92E-07,4.98E-07
Rnf151,-0.635099052,1.82E-07,4.74E-07
Stx18,-0.100204572,7.01E-08,1.90E-07
Alg8,-0.132835264,9.64E-08,2.58E-07
4833408A19Rik,0.309724065,1.87E-07,4.86E-07
Gm46404,0.350168446,1.52E-07,3.99E-07
Zdhhc4,0.117804951,7.51E-08,2.03E-07
Wfdc3,0.34506114,1.83E-07,4.75E-07
Sccpdh,0.171804923,6.33E-08,1.72E-07
Mphosph8,-0.140437549,6.42E-08,1.75E-07
Coa3,-0.12080918,6.52E-08,1.77E-07
Rspo2,0.225996193,6.94E-08,1.88E-07
Podxl,0.208218396,6.72E-08,1.82E-07
Nfkbid,-0.328412513,1.68E-07,4.37E-07
Arfgap1,0.10667076,6.55E-08,1.78E-07
Erc1,-0.186152122,6.60E-08,1.79E-07
Zscan22,-0.120071329,8.31E-08,2.24E-07
Nrp2,0.158532941,6.59E-08,1.79E-07
Arfip1,0.14404863,1.23E-07,3.25E-07
Zfp618,-0.232299981,1.15E-07,3.05E-07
Vps25,-0.350002557,2.05E-07,5.30E-07
Bmper,0.226046263,9.48E-08,2.54E-07
Glp2r,0.806551736,1.76E-07,4.58E-07
Npas3,0.144977858,7.68E-08,2.07E-07
Tmem101,-0.113371916,7.66E-08,2.07E-07
Gata2,0.224512063,1.26E-07,3.33E-07
Pdzrn4,-0.184305962,1.12E-07,2.96E-07
Reln,0.30087742,6.78E-08,1.84E-07
Cdc42ep1,0.206539809,7.90E-08,2.13E-07
Rcl1,0.105232441,8.11E-08,2.18E-07
