gene,log2FoldChange,pvalue,padj
Asb18,0.167309725,0.000564955,0.001003523
Rpl10a,0.091524563,0.000281601,0.000519168
5730455P16Rik,-0.079132496,0.000281555,0.00051914
Gm43674,-0.274549191,0.000954119,0.001650673
Cyb5d1,-0.073804379,0.000389575,0.000707997
Irf2bp1,-0.079649566,0.000292057,0.000537696
Ndufs6,-0.105942164,0.000309051,0.000567528
Tsacc,0.271457637,0.000994741,0.00171681
9130019P16Rik,0.209698641,0.00098894,0.001707313
Gm10658,0.193730209,0.000994536,0.00171663
Dbpht2,-0.122467578,0.000289598,0.000533284
Fbf1,-0.073198256,0.000292553,0.000538379
Aqr,-0.118053778,0.000301455,0.000554229
Plekhh2,-0.126034459,0.000458697,0.000826462
Mgll,-0.091220232,0.000291565,0.00053685
Man1b1,-0.044892106,0.000292169,0.000537804
5330429C05Rik,-0.267485576,0.001100698,0.001892093
Mrpl1,-0.087724779,0.000333843,0.00061097
Eprs1,0.077361247,0.000292178,0.000537804
Spag4,-0.177686368,0.000809529,0.00141417
Gm11977,-0.139651137,0.000890238,0.001546373
A430103D13Rik,0.160865687,0.000739771,0.001299623
Nol3,0.131119532,0.000374207,0.00068165
Gm15122,-0.324727672,0.001106142,0.001901071
Ogn,0.51778315,0.000393972,0.000715534
Ldlr,0.213146046,0.000331726,0.000607418
C130083M11Rik,-0.136617068,0.000635592,0.001123083
Mrpl13,-0.076939817,0.000323197,0.00059243
Slc9a8,0.067342687,0.00031815,0.000583489
Tjp3,-0.37731725,0.000855742,0.00148991
Zfp84,-0.102739259,0.000354384,0.000646843
Frmd6,-0.108248839,0.000335168,0.000613199
Lrrc46,0.238767668,0.000862644,0.001500713
4632428C04Rik,0.229710423,0.001011189,0.001744324
Slc45a2,0.287694687,0.001120903,0.001925479
Zfp943,-0.095050443,0.0003318,0.000607488
Lbr,0.084191102,0.000426006,0.00077022
Homez,-0.093245131,0.000337911,0.000618019
Plekhm1,-0.079570517,0.000325381,0.000596244
Gdpgp1,0.08558564,0.000430502,0.000778021
Thap4,-0.079599844,0.000414783,0.000751112
Fez2,0.055454274,0.000316413,0.00058049
Ecrg4,0.761201941,0.000523033,0.000933197
Amt,0.092332014,0.000358155,0.000653517
Gm12070,-0.211298916,0.000761538,0.001336302
Gm28229,0.213151944,0.000996764,0.001719958
Plekhd1,-0.183035226,0.000619357,0.001095313
Tfcp2,-0.057852967,0.000361567,0.000659463
Hes1,-0.151582765,0.000407842,0.00073932
Adamtsl1,0.156594747,0.000445088,0.000802781
Rbak,0.07518556,0.000429936,0.00077708
Cdc73,-0.111488845,0.000313148,0.000574621
Atf3,0.402981607,0.000811479,0.001417433
Tmem242,0.085041282,0.000330873,0.00060605
Zfp800,-0.099168483,0.000398545,0.000723305
Fhad1,0.279320575,0.000594245,0.001053051
Rlim,-0.091358857,0.000317241,0.000581884
Tssc4,0.086678522,0.000360713,0.000657975
Zfp51,0.101804673,0.000546927,0.00097361
Sfxn1,0.092758817,0.000320111,0.000586962
Nae1,0.085532635,0.000329159,0.000603039
Spag6l,0.148923137,0.000479437,0.000860767
Gm12788,-0.232278716,0.00120581,0.002063096
Gm28151,0.164014681,0.000768574,0.001347548
Gm57038,0.276909259,0.001084165,0.00186479
Zpbp,0.130125973,0.000801127,0.001400487
Gm10941,0.263766803,0.001259453,0.00214975
Tpra1,0.083096996,0.000389005,0.000707035
Tmem268,0.091520352,0.000445829,0.000803949
Ndufb11,-0.086631225,0.000324584,0.000594909
Slc35a4,-0.05244142,0.000334602,0.000612227
Phf12,0.06894944,0.000337545,0.000617416
2610008E11Rik,0.080111069,0.000347826,0.000635681
Pinx1,0.11020589,0.000575827,0.001021991
Bbox1,0.324060121,0.000706342,0.001243376
Ndufc1,-0.100205486,0.000342264,0.000625848
Itga10,0.28200707,0.000985249,0.001701452
Arnt2,0.059425091,0.000334171,0.000611504
Gm50431,0.088051218,0.000468655,0.000843168
Gpx3,0.22195661,0.000521627,0.000930882
Rreb1,0.275627218,0.000381881,0.000694895
Pde1c,-0.129438504,0.00048317,0.000867016
Gm6421,0.103133218,0.000619367,0.001095313
Bend5,0.098464623,0.000548622,0.000976425
Prrt3,-0.089518863,0.000346884,0.000634094
4933406B17Rik,-0.322390403,0.001064318,0.00183175
Tha1,0.131951351,0.000793418,0.00138814
Frat1,0.11958866,0.000424932,0.000768441
Dync2i2,0.094003136,0.000391743,0.000711635
Rabggta,-0.057408389,0.000359842,0.000656457
Gm45053,-0.159369868,0.000988364,0.001706488
Tet1,0.145660484,0.000434641,0.00078509
Sac3d1,-0.09256515,0.000497584,0.000891209
Opn3,0.275956641,0.00096282,0.001664722
Gm20691,-0.193289416,0.001134728,0.001948061
Adam1a,-0.200740135,0.000932822,0.001616266
Shprh,-0.103267866,0.000346092,0.000632714
Satb1,-0.087354968,0.000342106,0.000625625
Ogfod3,0.146035428,0.000632818,0.001118411
Miip,0.187201007,0.000730963,0.001285139
Faf1,-0.051192771,0.000358511,0.000654097
Gm4482,-0.111195232,0.0007253,0.001275834
Zfp93,-0.095795065,0.0005082,0.000908711
Cibar1,-0.07721087,0.000353299,0.000644999
Gm12216,0.186758667,0.001066455,0.001835062
Spata1,0.166484329,0.000882861,0.001534023
4930413G21Rik,0.185171756,0.001043959,0.001798509
Etaa1,-0.094653651,0.000479193,0.000860418
Lpgat1,-0.103178505,0.000352995,0.00064458
Neil2,0.184154153,0.000990812,0.001710372
Nrg3,0.088522317,0.000354931,0.000647771
Pip5k1a,-0.051429117,0.000351706,0.000642499
Smtnl2,-0.213393031,0.00078459,0.00137353
Fam219b,0.054856512,0.000419971,0.000760108
1700086L19Rik,-0.130907604,0.000500867,0.000896529
Farp1,0.13497216,0.000362013,0.000660206
Snrnp25,-0.120611007,0.000463467,0.000834445
Zbtb45,-0.065948039,0.000403355,0.000731495
Strn,-0.111784474,0.00035423,0.000646629
Cdkn1a,-0.284143211,0.000555231,0.000987473
Smg9,-0.08448559,0.000412172,0.000746621
Gm7666,-0.199324511,0.000725825,0.001276627
Sord,-0.094334245,0.000432071,0.000780776
Sec14l3,0.334647787,0.000908437,0.001575759
Gm17201,-0.134291638,0.000839783,0.001463754
Gm37174,0.194691785,0.001122798,0.001928395
Tnfrsf10b,0.391221476,0.001011757,0.001745128
Snhg14,-0.163893275,0.000366229,0.000667684
Zpr1,-0.040548355,0.000384662,0.000699807
Ints5,-0.060743719,0.000412463,0.000747068
Capn7,-0.063005403,0.000367029,0.000669
Xrn2,0.069563476,0.000366761,0.000668583
Brf2,-0.066022164,0.000437007,0.000789116
Pilra,0.355403626,0.001385172,0.002352906
Ttc33,-0.058790902,0.000371103,0.00067614
Git2,0.061991404,0.000390264,0.000709175
Gm16267,-0.384889582,0.001408126,0.002389068
Fam216b,0.267835058,0.000828566,0.001445226
Borcs6,-0.069084763,0.000444427,0.000801925
Elovl1,0.101769164,0.000481838,0.000864806
Gm2574,-0.232971787,0.001148692,0.001970462
Hbb-bs,-0.30908773,0.000388882,0.000706929
Tcerg1,0.080252118,0.000369552,0.000673527
Ccnt2,0.119009975,0.000369649,0.000673634
Gm9616,0.095393669,0.000519396,0.000927477
Dnah17,0.266626587,0.00138536,0.002352994
A430033K04Rik,-0.121635172,0.000483761,0.000867987
Odf2l,0.09575503,0.000562318,0.000999354
Cr1l,-0.075810552,0.000425126,0.000768709
Higd1b,0.146496449,0.000943337,0.001633333
Heatr5b,-0.114416912,0.000374726,0.00068238
Ddrgk1,0.081930946,0.000387575,0.00070466
Fundc2,-0.083484406,0.000380585,0.000692683
Sec14l2,-0.066138542,0.000378102,0.000688309
Tut1,-0.055654075,0.000438585,0.000791716
Gm42047,0.65141675,0.001447044,0.002452196
Vac14,0.056919317,0.00041174,0.000745916
Ptdss1,-0.039447776,0.000374585,0.000682267
Pgr,-0.108797952,0.000402633,0.000730372
Mkrn2,-0.049428163,0.00041677,0.000754631
Nadsyn1,0.126651688,0.000818905,0.001429099
Pcdhgb7,0.119267093,0.000523097,0.000933215
Kcnh8,-0.210116381,0.001192386,0.002041477
Tmem186,-0.047764584,0.000466302,0.000839109
Sytl5,0.214253142,0.000845163,0.001472534
Pibf1,-0.081401154,0.000476004,0.000855317
Snrpa1,-0.090984321,0.000478766,0.000859831
Thumpd1,-0.064325528,0.000387267,0.000704249
Vldlr,-0.094903113,0.000383793,0.0006983
Etf1,-0.057347693,0.000386352,0.000702732
Rab2a,-0.066772676,0.000394921,0.00071703
Pcdhb14,-0.101882166,0.000514887,0.000919617
Tmem273,0.306308016,0.001355411,0.002306449
Gm11605,-0.181149538,0.00103417,0.001782181
Gm43328,0.354567807,0.001369128,0.00232749
Prcd,-0.28945723,0.00105598,0.001817582
Pcdhgb1,0.150888547,0.000637073,0.001125585
Tmem238,0.204130546,0.001038709,0.001789824
Abhd15,0.21216508,0.001429442,0.002424039
Lgi1,0.082109584,0.000394564,0.000716458
Fbl,0.091646099,0.000486925,0.0008733
Tceal9,0.093583974,0.00040064,0.000726955
1700047M11Rik,0.227438516,0.000829066,0.001445806
Slitrk3,-0.088177274,0.00039988,0.000725652
Gal3st1,0.116601254,0.000553659,0.000984982
Lin7c,0.079653251,0.000402998,0.000730925
Uba3,-0.058882144,0.000401859,0.00072909
Cnot2,-0.048773984,0.000407653,0.00073913
4930503L19Rik,0.178985542,0.000640605,0.001131709
Gmpr,-0.08497857,0.00041348,0.000748831
Oxa1l,0.051605547,0.000417571,0.000755923
Cep63,0.067112006,0.000501423,0.000897432
Mok,0.083080751,0.000615689,0.00108948
Fam151b,0.103909206,0.000713747,0.001256026
Pdlim7,-0.112461066,0.000460393,0.000829169
Brk1,-0.063577391,0.000408977,0.0007413
Atg14,-0.052354625,0.000471268,0.000847604
D5Ertd579e,-0.086018612,0.000411208,0.000745108
Etv3,0.137985172,0.000437728,0.000790335
Usp39,-0.052485711,0.000437851,0.000790473
Rnf38,0.073178784,0.0004324,0.000781288
Chsy1,-0.074143372,0.000498366,0.000892331
2410004P03Rik,0.299498399,0.000791495,0.001385055
Cdc5lrt3-ps,-0.144765076,0.001379587,0.002344113
Rptor,-0.069672689,0.000420249,0.00076053
Lrfn1,-0.102786974,0.00043262,0.000781521
Sh3rf1,-0.132521377,0.000421178,0.000762051
Zxdb,-0.110189187,0.00049413,0.000885484
Tor1aip1,0.075158102,0.000441791,0.000797336
2700062C07Rik,0.057462397,0.000600413,0.001063652
Prkaa2,-0.110442819,0.000434752,0.000785208
Gm45847,0.174835322,0.001356868,0.002308473
Ikzf5,-0.133519448,0.000787977,0.00137918
Psmd9,-0.064468292,0.0004947,0.000886347
A230051N06Rik,0.20006455,0.001257513,0.002146864
Mis18bp1,0.200657705,0.001322329,0.002251936
Nol11,0.061335938,0.000460146,0.000828811
Trim27,-0.05892934,0.00047,0.0008455
9330160F10Rik,0.157241559,0.001240412,0.002118719
Gm47640,0.245394302,0.001507818,0.002550165
BB187690,-0.23191747,0.001515651,0.002562909
Foxf2,0.117529297,0.000779764,0.001366055
Hsdl2,0.059798351,0.000446712,0.000805458
Dkc1,-0.065872494,0.000472351,0.000849285
Cpne9,-0.203744142,0.000628767,0.001111595
Zfp976,-0.177277152,0.000803077,0.00140361
Hnmt,-0.087514563,0.000472264,0.000849217
Dipk1a,0.075738362,0.000465094,0.000837111
C1ql3,0.14456078,0.00043639,0.000788085
Cish,-0.161354217,0.0010649,0.00183257
3222401L13Rik,0.170275808,0.001213318,0.002075736
Sbds,-0.054649989,0.000444575,0.000802044
Pdk4,-0.146021568,0.000516973,0.000923246
Dclre1c,0.134993933,0.00071822,0.001263509
Xpnpep3,-0.067561336,0.000511358,0.000913977
Dnaaf1,0.2927949,0.001657508,0.002790722
Rab11fip2,0.094211947,0.000442302,0.000798175
Ccno,0.227514983,0.001149484,0.001971623
Tlk1,-0.06915439,0.000444586,0.000802044
Gm15853,0.112504025,0.001146367,0.001966865
Gm30082,-0.207263343,0.001400933,0.002377802
Zswim1,-0.068634396,0.000509824,0.000911331
Calcoco1,-0.063907724,0.000450176,0.000811618
Ap3s1-ps2,-0.259440673,0.001118596,0.001921707
Atp1a2,0.103666505,0.000478943,0.000860059
Cops4,-0.055922432,0.000456036,0.000821752
Zfp27,-0.087369822,0.000520957,0.000929879
F11r,0.191183466,0.000652147,0.001151154
Ctps1,-0.060854681,0.000473647,0.000851259
Card14,0.451990022,0.001768403,0.002971041
Eif2a,0.056198913,0.000470281,0.000845915
Tctn1,0.108758277,0.000666377,0.00117543
Nsd2,-0.091651588,0.000460048,0.000828722
Angel2,0.04323331,0.000472448,0.00084937
Gm7278,0.278930842,0.001832133,0.003072415
Asb3,-0.109497981,0.000553345,0.000984526
Por,0.08776574,0.000462607,0.00083307
Itprid1,-0.149605439,0.001048737,0.0018062
Abi1,-0.075232792,0.000465484,0.000837726
Gtf2f1,-0.069901248,0.000472996,0.000850177
Efl1,0.064716204,0.00057757,0.001024873
Alg9,-0.06587216,0.000525904,0.000937931
Trip10,0.185670712,0.000751051,0.001318686
Actmap,-0.073891147,0.00059422,0.001053051
Cep44,0.09209961,0.000762357,0.001337602
Myd88,0.109092829,0.000872942,0.001517708
Chchd6,-0.089052571,0.000492415,0.000882594
2510002D24Rik,0.094653128,0.000739805,0.001299623
Kif22,0.144455778,0.001161806,0.001991369
Ssr4,0.094403868,0.000524947,0.000936321
Zbtb44,-0.101596598,0.000507615,0.000907852
Grik2,0.083725488,0.000478714,0.000859828
Trpv6,0.122128494,0.000961507,0.00166262
Glp1r,-0.246809143,0.000817568,0.001426911
Tdrd1,-0.251857404,0.001665704,0.002803973
Ppil1,-0.072914978,0.000618093,0.00109351
Gm17753,-0.187583918,0.001238175,0.002115318
AW011738,-0.17002405,0.000896409,0.001556778
Tnip2,0.096524425,0.00070396,0.001239436
Mesd,0.061593119,0.000494046,0.000885426
Kcnk5,0.243653429,0.001561334,0.002637049
Tppp3,0.149546147,0.000543144,0.000967174
Cnot7,-0.067736742,0.000486286,0.000872336
Tiam2,0.111301281,0.000513171,0.000916933
Tceal7,-0.175183718,0.001523203,0.002574921
Rhoq,0.094548598,0.000495869,0.000888323
Zfp148,-0.078585663,0.000491516,0.000881165
Lhx1,0.293577486,0.001604545,0.002706049
Hira,-0.063050801,0.00061655,0.001090893
Mir9-2hg,0.078118024,0.000499132,0.000893609
Sec13,0.069936086,0.000509782,0.000911331
Mindy2,-0.08632917,0.000491943,0.00088184
Txndc9,0.050840645,0.000504595,0.000902732
Akr1c14,0.215263711,0.001300014,0.002215467
Mrpl39,0.057943665,0.000544391,0.000969295
Strn4,-0.054672719,0.000498112,0.000891969
Tspyl5,-0.072720173,0.000503789,0.000901385
Matcap2,0.083369302,0.000772246,0.001353711
4930506C21Rik,0.162249935,0.001362505,0.002317146
Ccdc25,-0.058886104,0.000514387,0.000918819
Cxcl5,0.599520316,0.001477539,0.002500675
Tmem222,-0.082520828,0.000506064,0.000905267
Malsu1,0.083848075,0.000773439,0.001355664
Tmem208,-0.097663646,0.000630298,0.001114071
C030017B01Rik,0.148438664,0.000542488,0.000966106
Serinc3,0.051584967,0.000513619,0.000917637
Lonrf3,-0.137941439,0.000702957,0.001237797
Acvr2a,-0.111707815,0.00050794,0.000908339
Sfrp1,0.316899875,0.000663299,0.001170363
Fosl2,-0.170918481,0.000507605,0.000907852
Mllt11,-0.065768614,0.000513847,0.00091795
Zfp24,-0.056358272,0.000519915,0.000928211
Tusc1,0.099638456,0.000816701,0.001425831
Ctdnep1,-0.0561917,0.000520068,0.000928388
Ddx3y,0.116085666,0.000522279,0.000931948
Me3,-0.093799461,0.00052138,0.000930538
Klf13,0.103841467,0.000524677,0.000935936
Cdk20,-0.074779167,0.00073191,0.001286673
Atp6v0a1,-0.073629873,0.000539288,0.000960904
Npsr1,-0.500654186,0.001202579,0.002057977
Cnih1,-0.064871841,0.000533161,0.000950382
Coch,0.292605701,0.000839005,0.001462694
Pot1b,0.133812421,0.001053229,0.001813392
Spcs1,-0.06299337,0.000531332,0.000947415
Prkce,0.093635282,0.000555387,0.000987547
Hs3st5,-0.14170811,0.001321143,0.00225014
Aldh2,-0.109733014,0.000535652,0.000954723
Setd1b,-0.125164227,0.000555364,0.000987547
Vit,-0.149087726,0.000828676,0.001445271
Gm5900,-0.08080388,0.001016784,0.001753448
Snhg15,0.160461585,0.001455321,0.002464768
Plk5,-0.302098739,0.000760386,0.001334417
Gtf2h2,0.104431492,0.000663511,0.001170613
Tmem63b,-0.056101035,0.000536756,0.000956591
Zfp935,-0.120711494,0.001290095,0.002199871
Mir22hg,0.121289053,0.000615403,0.001089086
Adam21,0.250600596,0.002078744,0.003461022
Cct2,-0.044609158,0.00054215,0.000965605
Slc39a10,0.082787995,0.000545224,0.000970677
Tmco6,0.099472266,0.000856534,0.001490988
Fdx1,-0.082442768,0.000796546,0.001393329
Btbd7,0.082266474,0.000580488,0.001029838
Cldn10,0.101083612,0.000564487,0.00100294
Dnah7a,0.143517985,0.001362245,0.002316933
Zfp275,-0.091856345,0.00061029,0.001080704
Rbm7,0.083454718,0.00058129,0.001031154
Pcdh17,0.109821398,0.000547594,0.000974696
Macir,-0.060698026,0.000566278,0.001005768
Mmp25,0.257961642,0.001986809,0.003317579
Flt4,0.12558706,0.001024534,0.001766282
Gm14017,-0.217705311,0.002036873,0.003395249
Kmt5c,0.153580499,0.000857691,0.00149285
Ankrd46,-0.101515266,0.000558055,0.000991982
Gm6365,0.160992438,0.001850302,0.003100467
Vapa,-0.058945001,0.000555023,0.000987204
Rexo2,-0.047120089,0.000567845,0.001008344
Pwp2,-0.053286025,0.000591743,0.00104894
Cisd3,-0.111546891,0.000781468,0.001368762
Baiap3,-0.39545135,0.000986837,0.001704023
Nectin2,0.112833351,0.00094364,0.001633693
Dnah11,0.416549044,0.001589179,0.002681277
Jade3,0.102025926,0.000702145,0.001236494
Nr2f2,0.146364484,0.00057692,0.001023824
Filip1l,0.172042579,0.000965463,0.001668789
Nacc2,0.065345859,0.000564569,0.00100294
Ung,-0.135306205,0.001482763,0.00250927
D16Ertd472e,-0.076357871,0.000644716,0.001138387
Nploc4,0.047745337,0.000567142,0.001007199
Pafah1b1,-0.08718017,0.000591247,0.001048169
Sesn3,0.12664853,0.000569085,0.001010441
Uqcrc1,-0.056374161,0.000571257,0.001014194
Mrpl4,-0.070423807,0.000610982,0.00108182
Grin2c,0.129391139,0.000594574,0.001053525
Prkag2os2,0.327388732,0.002028729,0.003382
Dcbld2,-0.086946992,0.000688165,0.001212868
Flvcr1,0.126668807,0.000808633,0.001412749
Gm27032,0.201379934,0.001251165,0.002136451
E430024P14Rik,0.250686915,0.001452075,0.002460096
E2f1,-0.121430205,0.000970911,0.00167787
Gm26873,0.287602283,0.002210301,0.003665523
Ppp1r2-ps2,-0.119843035,0.001370578,0.002329725
Ep300,-0.123048322,0.000584895,0.001037229
Irf3,0.1093529,0.000812961,0.001419734
Gm42692,-0.24363155,0.002177629,0.003615868
Cbr1b,-0.097805905,0.001232558,0.002106767
Abraxas1,0.080442261,0.001135726,0.001949386
Kcnk3,-0.113370468,0.000816542,0.001425697
Clic4,0.086108104,0.000593763,0.001052412
Jakmip1,-0.103656735,0.000861201,0.001498656
AW822252,0.169447386,0.00179496,0.0030136
4930581F22Rik,0.158575936,0.001468074,0.002485144
Pkmyt1,-0.21041162,0.001589234,0.002681277
Uck2,0.07946633,0.000642875,0.001135369
Smim18,0.15952208,0.00119054,0.002038794
Gm10284,-0.207278215,0.002012234,0.003356452
Fkbp15,0.054198747,0.000615228,0.00108889
Reps2,-0.120918656,0.000618729,0.001094411
Gm11847,-0.139816742,0.001237552,0.002114463
Ormdl2,-0.149617242,0.001270329,0.002167669
Adam22,-0.10081294,0.000613572,0.001086069
Drc3,0.272531666,0.000956037,0.00165366
Prpf4,-0.04436137,0.000695662,0.001225578
Gm9923,-0.136918744,0.001803596,0.003027508
Hmgn2-ps1,0.255171565,0.0024425,0.004032726
Ncdn,-0.075715687,0.00067187,0.001184875
Ivd,-0.073739912,0.000622455,0.001100661
1700024G13Rik,0.306523884,0.002219324,0.003679777
4930579K19Rik,0.257252496,0.002452476,0.004046868
Rora,-0.150635458,0.000641105,0.00113236
Cenpb,0.073031541,0.000629572,0.001112903
2810049E08Rik,0.165260286,0.001937641,0.003240509
Slc17a6,-0.205758785,0.0006954,0.001225242
Nutf2,-0.083795436,0.0009018,0.001565193
Ncoa4-ps,0.059317737,0.000862174,0.001500198
Cpeb1os1,0.108607175,0.001291164,0.002201475
6230400D17Rik,0.159911016,0.001858083,0.003113202
Ap2m1-ps,-0.074933303,0.000634713,0.001121645
Sh3tc1,0.176367331,0.001630596,0.002747561
2810405F17Rik,0.269634685,0.002505997,0.004128456
Creb3l3,-0.260188879,0.002214025,0.003671344
Hmga1,-0.210677775,0.000816856,0.001425956
Smim45,-0.106130122,0.00064395,0.001137152
Gm10419,-0.078478013,0.000647042,0.001142378
Sec1,-0.304411486,0.002292279,0.003794893
Rfx8,0.261612181,0.002444398,0.004035472
Hspa14,-0.065910329,0.000701197,0.001234951
Rpl38,-0.091023373,0.000663189,0.001170363
Adrb3,-0.272269119,0.002514368,0.004141057
Gm15688,-0.196391268,0.001719045,0.002890092
Ssc4d,0.232881113,0.002228782,0.003694747
Zrsr2,-0.066665086,0.000675883,0.001191542
Cyp2j9,-0.111878051,0.000709451,0.001248594
Hgs,-0.063358503,0.000663301,0.001170363
Dido1,-0.086324694,0.000667928,0.001178044
Smim3,-0.126531287,0.000898488,0.001560074
Gm20063,-0.294019358,0.002241692,0.003714718
1500015A07Rik,0.125618839,0.001474284,0.002495411
Zfp781,-0.177199894,0.002209981,0.003665345
Pask,0.146360698,0.001698234,0.002856219
Scrt2,-0.130190154,0.000786395,0.001376551
Swi5,-0.057063278,0.000673299,0.001187274
2310061I04Rik,-0.081435731,0.000737603,0.001296152
Nubp2,0.0769653,0.000750271,0.00131747
Ercc4,-0.050373404,0.000776931,0.001361507
Phip,-0.137272313,0.000688672,0.001213637
Gm16618,-0.212376237,0.002572676,0.004234252
Gpr62,0.100895205,0.00090891,0.00157642
Tmem60,-0.075574776,0.00087316,0.001517933
Ap2m1,-0.05705043,0.000696341,0.001226649
Cdhr3,0.248228197,0.001618689,0.002728032
Dmap1,0.057455519,0.000813237,0.00142007
Ybx2,0.201978331,0.002249295,0.003726598
Srek1ip1,0.089112241,0.000779674,0.001366036
Psmd8,-0.051798155,0.000699318,0.001231767
Msh3,-0.068581439,0.000782817,0.001370706
B3glct,0.066021283,0.000823906,0.001437535
Pmel,0.295258584,0.002352097,0.003889807
Lrrc43,0.29391752,0.00274304,0.004498303
Map3k15,-0.26406445,0.001801715,0.003024646
Lamb1,-0.110844,0.00072947,0.001282907
Ypel4,0.133787536,0.000756516,0.001327896
Hus1,-0.055915647,0.000812713,0.001419444
Grpr,-0.205770197,0.00192492,0.00321986
Gm21781,0.252627843,0.001525004,0.002577712
Gm42878,-0.28506178,0.002437722,0.004025996
Fam241b,0.073989147,0.000850028,0.001480262
1700055D18Rik,0.307491355,0.002887852,0.004724079
Rpsa,-0.103251014,0.000716933,0.001261374
2410006H16Rik,0.114309518,0.000953682,0.001650249
Prkacb,0.078235647,0.000736343,0.001294201
6430573P05Rik,0.160968985,0.002196138,0.003644492
Sgf29,0.087302799,0.001110757,0.001908621
Pcbd2,-0.116837653,0.001313118,0.002236693
Postn,0.400941647,0.001359155,0.002312135
Mlx,-0.068008862,0.000819401,0.001429819
Rgp1,0.054537875,0.000782101,0.001369592
Nxph3,-0.172909103,0.000873998,0.001519237
Dad1,-0.080989893,0.000737934,0.0012966
Ints6,-0.081778261,0.000767651,0.001346067
Atic,0.068384526,0.000764393,0.001340627
Gm20208,0.217211316,0.001924362,0.003219239
Gm36529,0.234569321,0.002572368,0.004234149
Crtac1,0.102359795,0.000730466,0.001284397
Sh3d19,-0.163043078,0.000793897,0.001388836
Map2k5,-0.050232897,0.000798954,0.001397006
Gm57443,0.206913697,0.002645933,0.004346096
Ergic1,-0.045977933,0.000732843,0.00128818
Pxdn,-0.113337332,0.000778313,0.001363791
Catsper2,0.12404066,0.001716837,0.002886943
Uqcrb,-0.069850361,0.000749821,0.001316814
Nbdy,-0.073432331,0.000937008,0.001622866
Gm6969,-0.073886045,0.000783411,0.001371607
Ccl9,0.396797966,0.001872685,0.003136448
Gm28756,-0.140257481,0.002101127,0.003496259
Dync2i1,0.074028558,0.000936431,0.001622029
Rnf111,-0.062038964,0.000763639,0.001339443
Trim32,-0.0722757,0.000747852,0.00131349
Tspan12,-0.075586118,0.000807537,0.001411027
Eif4g1,-0.075032192,0.000757862,0.001330123
Mex3d,-0.083905713,0.000982738,0.001697626
Maml2,0.130598066,0.000846265,0.001474304
Dpagt1,-0.051434404,0.000959533,0.001659373
Tprkb,0.123634056,0.000751116,0.001318686
Rps6kb1,-0.075039541,0.000765204,0.001341914
Myh9,0.113101604,0.00075401,0.001323632
Top2b,0.088455867,0.00076282,0.001338277
Gm57421,0.218927557,0.002893547,0.004732047
Gm5452,-0.231101175,0.002710545,0.004447259
Gm55377,0.335520254,0.002770005,0.004539064
Pigbos1,0.107459231,0.001509589,0.002552909
B230217O12Rik,-0.093038023,0.001421325,0.002410511
Gm13135,-0.168170973,0.002617284,0.004304378
Chchd10,-0.079001463,0.000775394,0.001358953
Gm7232,-0.377849151,0.002489953,0.004104774
2310009B15Rik,-0.110880208,0.00145247,0.002460424
Acyp2,-0.110757962,0.000950829,0.001645477
Gatb,-0.064216544,0.000919496,0.001594138
Zfp820,0.226374669,0.002366305,0.003911424
Gm5087,0.247672231,0.002938179,0.004799564
Mrpl16,-0.052706602,0.000878758,0.001527357
Mtmr10,0.082282902,0.000855975,0.001490165
Pex11b,-0.055601535,0.000872812,0.001517635
Tmco5,-0.17800089,0.00251228,0.004138015
C130074G19Rik,0.167594495,0.000912965,0.001583134
Ccdc122,0.386476385,0.002806308,0.004596365
Orc4,-0.075422205,0.000806318,0.001409133
Aldh1b1,0.093646682,0.001052092,0.001811615
Trp53-ps,0.202756952,0.002710621,0.004447259
Sars2,0.0891744,0.001238863,0.002116283
Tspan2,0.103441528,0.000790849,0.001384067
Gemin5,-0.063716329,0.00086491,0.001504502
Ezr,0.121317131,0.000792517,0.001386704
Nfib,0.110224317,0.000799054,0.001397006
Sertad2,0.060888642,0.000843296,0.001469578
Doc2g,-0.299121889,0.002914261,0.004763206
Maf,-0.090893562,0.000886234,0.001539573
Prkar1b,0.064315101,0.000828064,0.001444644
Stk16,-0.060614594,0.000841541,0.001466669
Sfxn3,0.066858051,0.000802383,0.00140254
Scube2,-0.229912249,0.00229186,0.003794564
Sec61a2,-0.07075051,0.000858964,0.001494916
Gm57184,0.137733175,0.001875752,0.003140972
Esr1,0.213394424,0.001566188,0.002644728
Adora2b,0.207650309,0.001281422,0.002185731
Nucb2,0.065415738,0.000965406,0.001668789
Fgf18,-0.158630627,0.002340823,0.003872279
Rsph1,0.224785646,0.001386747,0.002354884
Phf6,-0.067374826,0.000849684,0.001479811
Nelfb,-0.047561956,0.000839783,0.001463754
4930558N01Rik,0.176651124,0.002627277,0.00431888
Ankrd17,-0.106592881,0.000828534,0.001445226
Hk1,-0.069917067,0.00084936,0.001479397
Dbn1,0.071397433,0.000838811,0.001462503
Gm43857,0.240645737,0.00328389,0.005335934
Matr3,-0.087834267,0.000846514,0.00147459
Actrt3,-0.19586124,0.002881408,0.004714433
Mrps12,-0.114378064,0.000934684,0.001619166
Gsk3b,-0.098069905,0.000843396,0.001469604
Pex16,0.087824628,0.001054041,0.001814608
Ttc7b,-0.056806936,0.000837205,0.00145985
Alg6,-0.070388789,0.001169987,0.002004568
Fbn1,0.183560387,0.001304087,0.002222188
Or51e1,0.361206645,0.003228455,0.005253793
