gene,log2FoldChange,pvalue,padj
Lhfpl6,0.885385417,2.50E-24,8.12E-23
Cd276,0.445930315,2.57E-24,8.34E-23
Srebf1,0.615775345,2.57E-24,8.34E-23
Myom3,0.786958147,2.65E-24,8.57E-23
Ctnnbl1,-0.237871665,2.73E-24,8.75E-23
Dok4,-0.408950743,2.73E-24,8.75E-23
Exoc7,0.234218206,2.73E-24,8.75E-23
Opa3,-0.248881326,2.73E-24,8.75E-23
Vip,-0.521003587,2.73E-24,8.75E-23
Fadd,0.565686403,2.81E-24,8.99E-23
Slc2a4,1.442866178,2.90E-24,9.25E-23
Agk,-0.267023754,2.98E-24,9.47E-23
Megf11,0.561775678,2.98E-24,9.47E-23
Paip2b,-0.222000851,2.98E-24,9.47E-23
Emid1,0.950808635,3.26E-24,1.03E-22
Chordc1,-0.508850596,3.67E-24,1.15E-22
Josd1,-0.225013507,3.67E-24,1.15E-22
Tnfrsf19,0.260837401,3.67E-24,1.15E-22
Ubl4a,-0.169534872,3.67E-24,1.15E-22
Fam217b,-0.269766309,3.78E-24,1.19E-22
Stard8,0.424988071,3.89E-24,1.22E-22
Hexim1,-0.258568824,4.13E-24,1.29E-22
Pard6g,0.612350545,4.25E-24,1.32E-22
Ric8b,-0.240975343,4.25E-24,1.32E-22
Sdc1,1.875077084,4.25E-24,1.32E-22
Cfh,1.056709667,4.51E-24,1.39E-22
Grem1,-0.89208208,4.51E-24,1.39E-22
Hlf,-0.5892698,4.51E-24,1.39E-22
Plpp6,-0.29188461,4.51E-24,1.39E-22
Tep1,0.551930327,4.65E-24,1.43E-22
Casp12,1.411820633,4.78E-24,1.47E-22
H3f3b,0.340506131,4.78E-24,1.47E-22
Ina,-0.324751674,4.78E-24,1.47E-22
Ntm,-0.278253298,4.78E-24,1.47E-22
Nwd2,-0.657265971,5.07E-24,1.55E-22
Twsg1,0.307588811,5.07E-24,1.55E-22
Slc6a11,-0.353794437,5.23E-24,1.59E-22
Ttc28,0.58935997,5.38E-24,1.64E-22
Amd1,-0.23080934,5.88E-24,1.78E-22
Has3,-0.664150734,5.88E-24,1.78E-22
Lama4,0.803238945,6.05E-24,1.83E-22
Plp2,0.820731372,6.05E-24,1.83E-22
Sgpl1,0.314496803,6.05E-24,1.83E-22
Irs2,-0.486138731,6.24E-24,1.87E-22
Rgma,0.459357349,6.24E-24,1.87E-22
Fitm2,-0.246680315,6.42E-24,1.93E-22
Ctss,0.960895652,6.61E-24,1.98E-22
Efemp1,1.048290013,6.61E-24,1.98E-22
Fosb,-0.894074616,6.81E-24,2.03E-22
Gdap2,-0.263437591,7.01E-24,2.09E-22
Siah2,-0.401947691,7.22E-24,2.15E-22
E530011L22Rik,0.51431644,7.89E-24,2.34E-22
Errfi1,-0.484288454,8.12E-24,2.39E-22
Kcnab1,-0.315244301,8.12E-24,2.39E-22
Klc2,-0.304502159,8.12E-24,2.39E-22
Pcsk1,-0.664759661,8.12E-24,2.39E-22
Rbm43,-0.353022721,8.12E-24,2.39E-22
Galnt4,0.437218821,8.36E-24,2.45E-22
Ifih1,0.671421328,8.36E-24,2.45E-22
Fam20b,-0.282285895,8.61E-24,2.52E-22
Stk32b,-0.666148563,8.61E-24,2.52E-22
Rhot2,-0.286571435,8.87E-24,2.59E-22
Chst14,0.606461878,9.13E-24,2.66E-22
Abca1,0.80251067,9.40E-24,2.71E-22
Ifitm3,0.911257939,9.40E-24,2.71E-22
Mmp11,0.791304239,9.40E-24,2.71E-22
Mrgprf,1.639434593,9.40E-24,2.71E-22
Ston2,0.401676178,9.40E-24,2.71E-22
Tmem185a,-0.20494629,9.40E-24,2.71E-22
Camkv,-0.338666632,9.68E-24,2.78E-22
Padi2,0.768500999,9.68E-24,2.78E-22
Hmox1,0.651838275,9.97E-24,2.86E-22
Irak4,0.598899693,1.03E-23,2.94E-22
Ppp1r7,-0.225897991,1.06E-23,3.02E-22
Cdh7,0.740856523,1.12E-23,3.20E-22
Ccdc191,0.414737884,1.15E-23,3.28E-22
Cds1,-0.335483871,1.15E-23,3.28E-22
Fmo5,0.544414227,1.19E-23,3.37E-22
Myzap,1.523186663,1.22E-23,3.47E-22
Aldh1a3,2.00393034,1.26E-23,3.56E-22
Havcr2,0.880923557,1.26E-23,3.56E-22
Cygb,-0.36920092,1.30E-23,3.65E-22
Fbln2,0.841243964,1.30E-23,3.65E-22
Loxl2,1.492392355,1.30E-23,3.65E-22
Cpxm1,0.629535401,1.34E-23,3.75E-22
Angpt1,0.638288959,1.46E-23,4.09E-22
Parp1,-0.3421594,1.50E-23,4.20E-22
Msl1,-0.245501317,1.54E-23,4.31E-22
Poglut3,0.353301922,1.54E-23,4.31E-22
Msantd4,-0.206043604,1.59E-23,4.42E-22
Tmod1,0.440929009,1.59E-23,4.42E-22
Ctsh,0.778407466,1.64E-23,4.55E-22
Chst10,-0.294552905,1.69E-23,4.67E-22
Mpeg1,1.702532477,1.69E-23,4.67E-22
Cnr1,-0.35234231,1.74E-23,4.79E-22
Upp1,-0.681107847,1.74E-23,4.79E-22
Ctf1,0.715003936,1.79E-23,4.91E-22
Shisa8,1.217996885,1.79E-23,4.91E-22
Abi3bp,1.104515468,1.84E-23,5.04E-22
Fyb1,0.837017528,1.84E-23,5.04E-22
Birc3,0.703802265,1.95E-23,5.34E-22
Elovl6,-0.41870861,2.01E-23,5.47E-22
Mex3a,0.510859623,2.01E-23,5.47E-22
Socs7,-0.285888915,2.01E-23,5.47E-22
B3gnt7,0.696466258,2.07E-23,5.61E-22
Esrra,-0.339871573,2.07E-23,5.61E-22
Itpka,-0.395361468,2.13E-23,5.77E-22
2810455O05Rik,0.329998849,2.19E-23,5.93E-22
Gsap,0.483447881,2.25E-23,6.09E-22
Fkbp7,0.585117282,2.32E-23,6.26E-22
Cap2,-0.292988096,2.39E-23,6.43E-22
Gprc5c,0.97476811,2.39E-23,6.43E-22
Dkk2,1.432028448,2.46E-23,6.60E-22
Trmt9b,-0.362608753,2.46E-23,6.60E-22
Cd248,0.891641674,2.53E-23,6.77E-22
Pnn,-0.268596367,2.53E-23,6.77E-22
Col25a1,-0.558142227,2.61E-23,6.95E-22
Hpgds,0.642783107,2.61E-23,6.95E-22
Gng4,-0.613406958,2.68E-23,7.12E-22
P4ha1,-0.55937554,2.68E-23,7.12E-22
Slc25a38,-0.351775101,2.68E-23,7.12E-22
Ckmt1,-0.247837684,2.76E-23,7.29E-22
Parp9,0.630228252,2.76E-23,7.29E-22
Plaat1,-0.377844554,2.76E-23,7.29E-22
Crispld2,1.471331601,2.93E-23,7.66E-22
Gm13716,0.749631189,2.93E-23,7.66E-22
Hspa1a,-1.194439469,2.93E-23,7.66E-22
Hspb6,1.249582681,2.93E-23,7.66E-22
Per2,-0.729362537,2.93E-23,7.66E-22
Txlnb,1.189887882,2.93E-23,7.66E-22
Ccdc88b,0.632670099,3.19E-23,8.33E-22
Ntf3,-0.768478789,3.19E-23,8.33E-22
Brinp2,-0.422455911,3.29E-23,8.52E-22
Edrf1,-0.34129695,3.29E-23,8.52E-22
Inafm2,-0.321881546,3.29E-23,8.52E-22
Tyrobp,1.296310374,3.29E-23,8.52E-22
Atg16l1,-0.211321893,3.38E-23,8.73E-22
Fermt1,-1.402149369,3.38E-23,8.73E-22
Tmem127,-0.163945937,3.38E-23,8.73E-22
Fgl2,1.225602434,3.48E-23,8.93E-22
Plcd1,0.549686652,3.48E-23,8.93E-22
Rasgrf1,-0.350371477,3.48E-23,8.93E-22
Rflna,1.176661402,3.48E-23,8.93E-22
Gsg1l,0.865507928,3.58E-23,9.18E-22
Colgalt1,-0.283525079,3.69E-23,9.42E-22
Rasl11b,-0.404029284,3.69E-23,9.42E-22
Arhgap39,-0.359999841,3.91E-23,9.95E-22
Plbd2,0.403604728,3.91E-23,9.95E-22
Ankrd34b,-0.364990343,4.02E-23,1.02E-21
Aph1b,-0.306756521,4.02E-23,1.02E-21
Mafg,-0.241209682,4.02E-23,1.02E-21
Psmb8,0.984459327,4.02E-23,1.02E-21
Gm45819,-0.722687223,4.26E-23,1.08E-21
Il1rl2,1.132704648,4.26E-23,1.08E-21
Abcf2,-0.16260575,4.52E-23,1.14E-21
Fastkd3,-0.227021569,4.65E-23,1.17E-21
Fam234b,-0.236607727,4.92E-23,1.23E-21
Klf2,-0.798033536,4.92E-23,1.23E-21
Npr2,0.37499438,4.92E-23,1.23E-21
Tor4a,0.829140329,4.92E-23,1.23E-21
Map6d1,-0.27342347,5.07E-23,1.27E-21
Cdk14,-0.356285231,5.37E-23,1.34E-21
Dbh,1.60357032,5.37E-23,1.34E-21
Dlx1,-0.447198299,5.52E-23,1.37E-21
Gm42303,-0.59401859,5.69E-23,1.41E-21
Igsf6,1.283590727,5.69E-23,1.41E-21
Slc25a14,-0.221718795,5.69E-23,1.41E-21
Dera,0.569376888,5.85E-23,1.45E-21
Ero1b,-0.358121163,5.85E-23,1.45E-21
Faim2,-0.326855764,6.38E-23,1.57E-21
Pgp,-0.264933147,6.38E-23,1.57E-21
Prkcz,-0.190049249,6.38E-23,1.57E-21
Ahsa1,-0.268910649,6.56E-23,1.61E-21
Ccnd2,-0.390954465,6.56E-23,1.61E-21
Gjb2,1.454623221,6.56E-23,1.61E-21
Man2b1,0.823434802,6.56E-23,1.61E-21
Cys1,-0.738293169,6.76E-23,1.65E-21
Ints8,-0.409131663,7.15E-23,1.74E-21
Slc15a3,1.205796834,7.15E-23,1.74E-21
Dock8,0.560471274,7.36E-23,1.79E-21
Htr1f,-0.782970745,7.36E-23,1.79E-21
Sidt1,-0.340001568,7.58E-23,1.84E-21
Mfhas1,-0.389415687,7.80E-23,1.89E-21
Gskip,-0.224496076,8.02E-23,1.94E-21
Lrrc59,-0.174730919,8.50E-23,2.04E-21
Pbx2,-0.26101833,8.50E-23,2.04E-21
Ptcd1,-0.27131037,8.50E-23,2.04E-21
Zbtb40,-0.714858508,8.50E-23,2.04E-21
Caskin1,-0.38943616,8.74E-23,2.09E-21
Nhlrc3,0.319168942,8.74E-23,2.09E-21
Stat3,0.370496245,8.74E-23,2.09E-21
Gpr12,-0.518996897,9.00E-23,2.15E-21
Zbtb11,-0.325461698,9.00E-23,2.15E-21
Chpf2,0.453499318,9.26E-23,2.19E-21
Gbp3,0.734402471,9.26E-23,2.19E-21
Nkd2,-0.62140505,9.26E-23,2.19E-21
Pth1r,0.635199679,9.26E-23,2.19E-21
Rasa4,0.797234045,9.26E-23,2.19E-21
Zbtb16,-0.545282934,9.26E-23,2.19E-21
Fads2b,1.418916612,9.53E-23,2.25E-21
St3gal3,-0.226857235,9.53E-23,2.25E-21
Aqp11,-0.456483512,9.81E-23,2.30E-21
Mkx,-0.47162973,9.81E-23,2.30E-21
Pla2g7,0.583130375,9.81E-23,2.30E-21
Syne1,0.501553427,9.81E-23,2.30E-21
Arl11,1.858150224,1.01E-22,2.35E-21
C1qc,1.079934092,1.01E-22,2.35E-21
Islr,0.912026167,1.01E-22,2.35E-21
Papss2,0.724983543,1.01E-22,2.35E-21
Stmp1,0.31289388,1.01E-22,2.35E-21
Slc25a25,-0.262492794,1.04E-22,2.42E-21
Spsb1,0.727303048,1.04E-22,2.42E-21
Ing2,-0.253525994,1.07E-22,2.48E-21
Dnajb4,-0.290766853,1.10E-22,2.54E-21
Il15ra,0.508303165,1.10E-22,2.54E-21
Slc29a2,-0.296252261,1.10E-22,2.54E-21
Epn2,-0.191209538,1.13E-22,2.60E-21
Hdac4,-0.483090138,1.13E-22,2.60E-21
Mki67,0.83361466,1.13E-22,2.60E-21
Slc20a1,0.331706684,1.13E-22,2.60E-21
Jdp2,-0.383597703,1.16E-22,2.68E-21
Ngef,-0.273271617,1.20E-22,2.75E-21
Dcaf6,-0.208033253,1.23E-22,2.82E-21
Dhx32,0.174871891,1.23E-22,2.82E-21
Naglu,0.633827027,1.30E-22,2.98E-21
Cog2,0.206507577,1.34E-22,3.04E-21
Dysf,0.695958944,1.34E-22,3.04E-21
Glis3,0.664885777,1.34E-22,3.04E-21
Rab3a,-0.230023596,1.34E-22,3.04E-21
Tmem50b,-0.250466979,1.34E-22,3.04E-21
Tub,-0.337357436,1.34E-22,3.04E-21
Ubqln4,-0.241604611,1.34E-22,3.04E-21
Elavl2,-0.48136793,1.42E-22,3.20E-21
Gm43860,-0.763387901,1.42E-22,3.20E-21
Gsdmd,0.789000373,1.42E-22,3.20E-21
Sdc2,0.410743812,1.42E-22,3.20E-21
Cadps2,-0.365887878,1.46E-22,3.28E-21
Elmod1,-0.278442167,1.46E-22,3.28E-21
Il16,-0.568829863,1.46E-22,3.28E-21
Grp,1.2622759,1.50E-22,3.37E-21
Epcam,1.33660482,1.55E-22,3.46E-21
Kbtbd2,-0.236086291,1.55E-22,3.46E-21
Fmod,1.967805983,1.59E-22,3.52E-21
Grk3,-0.297916889,1.59E-22,3.52E-21
Gsn,0.55559963,1.59E-22,3.52E-21
Lama2,0.540211801,1.59E-22,3.52E-21
Lgals3,1.344340663,1.59E-22,3.52E-21
Mal2,-0.313059745,1.59E-22,3.52E-21
Sat1,0.479723511,1.59E-22,3.52E-21
Svil,0.543157176,1.59E-22,3.52E-21
Cnot9,-0.168141952,1.64E-22,3.62E-21
Klhl6,0.936691869,1.69E-22,3.72E-21
2410022M11Rik,0.628559251,1.73E-22,3.81E-21
Dusp18,0.312776354,1.73E-22,3.81E-21
Pappa,1.285323944,1.73E-22,3.81E-21
Creb3l1,0.646430969,1.79E-22,3.89E-21
Foxd1,1.320994685,1.79E-22,3.89E-21
Htra3,0.601778528,1.79E-22,3.89E-21
Scn4b,-0.685885724,1.79E-22,3.89E-21
Serpina3i,1.680206384,1.79E-22,3.89E-21
Snhg18,0.625486808,1.79E-22,3.89E-21
Lrrk1,0.782158839,1.84E-22,4.00E-21
Plcb3,0.396318505,1.84E-22,4.00E-21
Cybb,1.91906229,1.89E-22,4.10E-21
Rspry1,-0.172368663,1.89E-22,4.10E-21
Itga1,0.524943605,1.94E-22,4.21E-21
Parp10,0.614735891,1.94E-22,4.21E-21
Mysm1,0.366105599,2.00E-22,4.32E-21
Apobec3,0.599292949,2.06E-22,4.43E-21
Kcns3,-0.360858911,2.06E-22,4.43E-21
Lamc3,0.816562408,2.06E-22,4.43E-21
Pi16,1.43509699,2.06E-22,4.43E-21
Cerk,-0.232054637,2.12E-22,4.54E-21
Cyp1b1,1.017262837,2.12E-22,4.54E-21
Galnt16,-0.300881775,2.18E-22,4.66E-21
Kcnt2,-0.49051317,2.18E-22,4.66E-21
Trim47,0.82619002,2.18E-22,4.66E-21
Edaradd,-0.969925849,2.24E-22,4.78E-21
Klk6,2.417616075,2.30E-22,4.90E-21
Rimbp2,0.457576742,2.30E-22,4.90E-21
Sap30bpos,1.202061531,2.30E-22,4.90E-21
Ucma,1.166730378,2.30E-22,4.90E-21
9330133O14Rik,0.465518134,2.37E-22,5.01E-21
C4a,1.878110944,2.37E-22,5.01E-21
Mgst1,0.701846858,2.37E-22,5.01E-21
Pip4k2c,-0.355470014,2.37E-22,5.01E-21
Ak4,-0.455044597,2.44E-22,5.13E-21
Gpat4,-0.15330256,2.44E-22,5.13E-21
Usp31,-0.413841179,2.44E-22,5.13E-21
Zfp521,0.475899924,2.44E-22,5.13E-21
Acp3,1.626320649,2.51E-22,5.27E-21
Mr1,0.653673744,2.58E-22,5.42E-21
Armcx2,-0.163277659,2.73E-22,5.70E-21
Gm50048,0.744147229,2.73E-22,5.70E-21
Hpgd,0.840388727,2.73E-22,5.70E-21
Ifngr1,0.331944877,2.73E-22,5.70E-21
Taf7,-0.306392239,2.73E-22,5.70E-21
C1qb,1.07000747,2.81E-22,5.85E-21
Cntnap1,-0.44584767,2.81E-22,5.85E-21
Eps8,-0.262941858,2.89E-22,6.00E-21
Ptgs1,0.416249891,2.89E-22,6.00E-21
1110002E22Rik,0.806894431,2.97E-22,6.15E-21
Pacsin1,-0.30724796,2.97E-22,6.15E-21
Vps37b,0.594294819,2.97E-22,6.15E-21
Gm43327,0.84963169,3.06E-22,6.32E-21
Apcdd1,0.375322535,3.15E-22,6.49E-21
Sardh,0.575390355,3.15E-22,6.49E-21
Bhlhe40,-0.36940298,3.24E-22,6.65E-21
Ctdspl,-0.304542766,3.24E-22,6.65E-21
Renbp,0.786386904,3.24E-22,6.65E-21
Phf8,-0.342022952,3.33E-22,6.82E-21
Tuba4a,-0.269460628,3.33E-22,6.82E-21
Tvp23a,0.467288617,3.33E-22,6.82E-21
Chst7,0.709642564,3.52E-22,7.20E-21
Runx1t1,-0.558841802,3.62E-22,7.39E-21
Wipf2,-0.32701435,3.62E-22,7.39E-21
Pou3f3,-0.250049734,3.84E-22,7.81E-21
Sacm1l,-0.273833085,3.95E-22,8.03E-21
Tfcp2l1,0.91714959,4.06E-22,8.25E-21
Dcun1d2,-0.201080102,4.17E-22,8.47E-21
Diaph1,-0.219364441,4.29E-22,8.69E-21
Gprc5b,0.402069013,4.29E-22,8.69E-21
Edc3,-0.177168759,4.42E-22,8.91E-21
Mc4r,-0.649269863,4.42E-22,8.91E-21
Olfml3,0.744919435,4.42E-22,8.91E-21
Ddah2,0.545827882,4.67E-22,9.36E-21
Igfbp5,0.736586546,4.67E-22,9.36E-21
Mtmr11,0.574154068,4.67E-22,9.36E-21
Nuak1,-0.335000089,4.67E-22,9.36E-21
Tcf24,0.971188826,4.67E-22,9.36E-21
Tfg,-0.19454202,4.67E-22,9.36E-21
Serpina3h,1.629443338,4.81E-22,9.62E-21
Duxbl1,1.021352588,4.94E-22,9.88E-21
Fubp3,0.265271989,5.08E-22,1.01E-20
Gm26660,0.665315399,5.08E-22,1.01E-20
Kctd1,-0.327586495,5.08E-22,1.01E-20
Olfm4,1.056472027,5.08E-22,1.01E-20
Parp4,0.462455673,5.08E-22,1.01E-20
Slc37a1,0.550931374,5.08E-22,1.01E-20
Umps,-0.22118102,5.08E-22,1.01E-20
Aox3,1.418774352,5.23E-22,1.03E-20
Myo1f,1.048433522,5.23E-22,1.03E-20
Plxnb1,0.321081064,5.38E-22,1.06E-20
Vamp1,-0.291749875,5.38E-22,1.06E-20
Csf3r,1.114040888,5.53E-22,1.09E-20
Dusp9,1.089513867,5.69E-22,1.12E-20
Kcnj16,-0.36439789,5.69E-22,1.12E-20
Mtmr4,-0.402760843,5.69E-22,1.12E-20
Klf4,-0.726955604,6.02E-22,1.18E-20
Pgr15l,1.885387369,6.02E-22,1.18E-20
Rin3,0.857056975,6.02E-22,1.18E-20
Gm56555,1.027525152,6.19E-22,1.21E-20
Heca,-0.270752601,6.19E-22,1.21E-20
Cav2,0.584786543,6.36E-22,1.24E-20
Gm14569,0.835183262,6.36E-22,1.24E-20
Gpr161,-0.573219528,6.36E-22,1.24E-20
Milr1,1.623776491,6.36E-22,1.24E-20
Inpp5d,0.532201429,6.55E-22,1.27E-20
Nupr1,1.232324912,6.73E-22,1.31E-20
Tmem198b,0.451644609,6.73E-22,1.31E-20
Dnaja4,-0.321474843,6.92E-22,1.34E-20
Grk2,-0.240097308,6.92E-22,1.34E-20
Medag,0.818228273,6.92E-22,1.34E-20
Ubash3a,-1.242484382,6.92E-22,1.34E-20
Fermt3,0.638167715,7.12E-22,1.36E-20
Igsf3,0.525582252,7.12E-22,1.36E-20
Iqck,0.501608346,7.12E-22,1.36E-20
Mre11a,0.323102825,7.12E-22,1.36E-20
Rcn3,0.638188259,7.12E-22,1.36E-20
Tacr2,1.190796473,7.12E-22,1.36E-20
Racgap1,0.897697108,7.32E-22,1.40E-20
Xpr1,0.434516892,7.32E-22,1.40E-20
Rnf34,-0.178176364,7.53E-22,1.44E-20
Fbxo33,-0.27888869,7.75E-22,1.48E-20
Synj2bp,-0.244140467,7.75E-22,1.48E-20
Tmem178,-0.281065693,7.97E-22,1.52E-20
Vamp5,0.72745096,7.97E-22,1.52E-20
Cldn5,0.513171319,8.19E-22,1.55E-20
Glrx3,-0.233565245,8.19E-22,1.55E-20
Tmem151b,-0.3861616,8.19E-22,1.55E-20
Exoc6b,-0.374313611,8.66E-22,1.64E-20
Lmna,0.323687972,8.66E-22,1.64E-20
Lmo1,-0.522454077,8.66E-22,1.64E-20
Mknk1,0.286002803,8.66E-22,1.64E-20
Tmem40,1.679739414,8.91E-22,1.68E-20
Usp21,-0.248578905,8.91E-22,1.68E-20
Gm42901,2.009074779,9.16E-22,1.72E-20
Neto2,-0.442653724,9.16E-22,1.72E-20
Vamp2,-0.223343674,9.16E-22,1.72E-20
Irgm1,0.492161618,9.42E-22,1.77E-20
Galnt9,-0.381002754,9.69E-22,1.81E-20
Nell1,-0.3654223,9.69E-22,1.81E-20
Rwdd4a,-0.17004058,9.69E-22,1.81E-20
Tln1,0.38655301,9.69E-22,1.81E-20
Stc1,-0.762240825,9.96E-22,1.86E-20
Sst,-0.43001314,1.02E-21,1.91E-20
Tex10,-0.267776339,1.02E-21,1.91E-20
Tsku,0.730758881,1.05E-21,1.96E-20
F2r,0.33670784,1.08E-21,2.00E-20
Ncam2,0.459986273,1.08E-21,2.00E-20
Nckipsd,-0.26641258,1.08E-21,2.00E-20
Neurl1b,-0.475866771,1.08E-21,2.00E-20
Tbc1d30,-0.379378649,1.08E-21,2.00E-20
Elf1,0.42697736,1.11E-21,2.05E-20
Espl1,0.658898465,1.11E-21,2.05E-20
H1f2,0.773590689,1.11E-21,2.05E-20
Slc4a11,1.339623449,1.11E-21,2.05E-20
Slco5a1,0.596389821,1.11E-21,2.05E-20
Stk4,-0.240587875,1.11E-21,2.05E-20
Dio2,-0.674150721,1.15E-21,2.10E-20
Stip1,-0.324635189,1.15E-21,2.10E-20
Cables1,-0.527127214,1.18E-21,2.15E-20
Lypd1,-0.580913591,1.18E-21,2.15E-20
Phospho2,-0.286427743,1.18E-21,2.15E-20
Timm17a,-0.147793395,1.18E-21,2.15E-20
Trmt1l,-0.288058166,1.18E-21,2.15E-20
Irf8,0.970876309,1.21E-21,2.20E-20
Rigi,0.476878081,1.21E-21,2.20E-20
Arhgap11a,0.41971995,1.25E-21,2.26E-20
Tmem41b,-0.245281154,1.28E-21,2.33E-20
Adamtsl4,0.633971481,1.32E-21,2.39E-20
Cxxc5,0.295039825,1.32E-21,2.39E-20
Gm32224,1.147977977,1.35E-21,2.44E-20
Gnas,-0.210644623,1.35E-21,2.44E-20
Hvcn1,1.170725404,1.35E-21,2.44E-20
Kcnip2,-0.417027246,1.35E-21,2.44E-20
Itpr1,-0.505255885,1.39E-21,2.51E-20
Kcnab2,-0.352768757,1.39E-21,2.51E-20
B4galt3,-0.243633884,1.43E-21,2.57E-20
Rbm12b1,-0.504376614,1.43E-21,2.57E-20
Septin3,-0.186587018,1.51E-21,2.72E-20
Gucy2g,0.6457312,1.56E-21,2.78E-20
Naip2,1.05699166,1.56E-21,2.78E-20
Rfxap,-0.20553485,1.56E-21,2.78E-20
Ube2q2,-0.220643209,1.56E-21,2.78E-20
Ccdc117,-0.540863908,1.60E-21,2.85E-20
Zfp35,-0.228123987,1.60E-21,2.85E-20
Col27a1,0.913295747,1.64E-21,2.93E-20
Eif2d,0.253594798,1.69E-21,3.01E-20
Rasl11a,-0.664361854,1.69E-21,3.01E-20
Grm2,0.807100425,1.74E-21,3.09E-20
Dab1,-0.240347007,1.79E-21,3.16E-20
Jph4,-0.383520142,1.79E-21,3.16E-20
Nat8l,-0.260099567,1.79E-21,3.16E-20
Tmem130,-0.314003259,1.79E-21,3.16E-20
Trmt44,-0.425237641,1.79E-21,3.16E-20
Fmo1,0.538791332,1.84E-21,3.24E-20
Ppm1f,-0.220621916,1.84E-21,3.24E-20
Maged1,-0.16626047,1.89E-21,3.33E-20
Slc39a1,0.313381853,1.94E-21,3.42E-20
Trerf1,-0.341765618,1.94E-21,3.42E-20
Ccdc9b,0.455119907,2.00E-21,3.51E-20
Fbln5,1.114354153,2.05E-21,3.60E-20
Gna13,0.27473742,2.05E-21,3.60E-20
Srsf10,-0.352784132,2.05E-21,3.60E-20
Reep5,-0.208981675,2.11E-21,3.69E-20
Egfl6,-0.648116618,2.17E-21,3.79E-20
Tmt1a,-0.323947706,2.17E-21,3.79E-20
Dusp22,-0.176455595,2.23E-21,3.89E-20
Pcdhgc3,0.335694562,2.23E-21,3.89E-20
Styxl2,1.234688149,2.29E-21,3.99E-20
Rhobtb2,-0.240980237,2.36E-21,4.10E-20
Cabp1,-0.460996114,2.43E-21,4.20E-20
Kcng2,-0.430229137,2.43E-21,4.20E-20
Maoa,0.270298955,2.43E-21,4.20E-20
Dusp14,0.853481924,2.49E-21,4.31E-20
Pik3cg,0.594358286,2.49E-21,4.31E-20
Ampd3,0.484760554,2.56E-21,4.42E-20
Mfn1,-0.174115201,2.56E-21,4.42E-20
Pitpna,-0.152664983,2.56E-21,4.42E-20
Ipmk,-0.268779041,2.71E-21,4.66E-20
Isca1,-0.208139775,2.71E-21,4.66E-20
Ptpn6,0.927005087,2.71E-21,4.66E-20
Bloc1s5,0.319605923,2.78E-21,4.78E-20
Col18a1,1.07792472,2.78E-21,4.78E-20
H2-Ab1,1.707427388,2.86E-21,4.88E-20
Hmgcs2,0.868880922,2.86E-21,4.88E-20
Prox1,0.604837635,2.86E-21,4.88E-20
Slc25a45,0.54460241,2.86E-21,4.88E-20
Vmac,0.387115545,2.86E-21,4.88E-20
Xbp1,-0.571707707,2.86E-21,4.88E-20
Cdr2l,-0.319618061,2.94E-21,5.00E-20
Gm37277,0.697037408,2.94E-21,5.00E-20
Igsf9,0.664100648,2.94E-21,5.00E-20
Ipo9,-0.23520894,2.94E-21,5.00E-20
Traf3,-0.392338193,2.94E-21,5.00E-20
B3gnt5,0.770754139,3.03E-21,5.11E-20
Brms1l,-0.172990082,3.03E-21,5.11E-20
Cercam,0.541666902,3.03E-21,5.11E-20
Ddx60,1.065709342,3.03E-21,5.11E-20
Eif1b,-0.264842216,3.03E-21,5.11E-20
Llgl1,0.278656197,3.03E-21,5.11E-20
Cstad,0.722672014,3.11E-21,5.23E-20
Dock7,0.350312122,3.11E-21,5.23E-20
Mif4gd,0.389260377,3.11E-21,5.23E-20
Abracl,-0.455131356,3.20E-21,5.37E-20
C1qa,1.050477541,3.20E-21,5.37E-20
Col4a2,0.448285997,3.29E-21,5.50E-20
Pvalb,-0.38309673,3.29E-21,5.50E-20
Slc13a3,0.882435963,3.29E-21,5.50E-20
Zfp444,-0.235086078,3.29E-21,5.50E-20
Gm57223,-0.643291225,3.38E-21,5.64E-20
Kctd20,-0.149750199,3.38E-21,5.64E-20
Mrc2,1.213492505,3.47E-21,5.78E-20
Ppp1cc,-0.29239049,3.47E-21,5.78E-20
Ppp1r2,-0.202494483,3.47E-21,5.78E-20
Bag5,-0.218582366,3.67E-21,6.10E-20
Ehd1,0.332959071,3.77E-21,6.24E-20
Nsg1,-0.183986077,3.77E-21,6.24E-20
Nxpe4,0.439563693,3.77E-21,6.24E-20
Rbm18,-0.203351071,3.77E-21,6.24E-20
Slc2a3,-0.237728255,3.77E-21,6.24E-20
Celsr1,0.579105666,3.88E-21,6.40E-20
Ifit3b,0.908026287,3.88E-21,6.40E-20
Inpp4b,0.408863671,3.88E-21,6.40E-20
Kif17,0.571287699,3.99E-21,6.57E-20
Clvs2,-0.311181711,4.10E-21,6.74E-20
Dnaja1,-0.305048213,4.10E-21,6.74E-20
Mphosph10,-0.305653029,4.10E-21,6.74E-20
Anks1,0.363176331,4.33E-21,7.08E-20
Cacng2,-0.354278198,4.33E-21,7.08E-20
Eif1a,-0.254419576,4.33E-21,7.08E-20
Fbxl19,-0.320732473,4.33E-21,7.08E-20
Ptafr,0.879032202,4.33E-21,7.08E-20
Zfp217,0.40790484,4.33E-21,7.08E-20
Gpatch11,-0.190625466,4.45E-21,7.25E-20
Kcnn2,-0.283858922,4.45E-21,7.25E-20
