gene,log2FoldChange,pvalue,padj
Gm7308,-0.169149362,0.000722267,0.001274537
Klhl33,0.192460381,0.000722267,0.001274537
Cops4,-0.053279904,0.000729891,0.001287461
Entrep3,-0.099466235,0.000729891,0.001287461
Rxylt1,0.038258729,0.000729891,0.001287461
Ywhaz,-0.070261987,0.000729891,0.001287461
Gm37773,0.240611864,0.000737588,0.00130064
Psmd8,-0.05269756,0.000737588,0.00130064
Tmem222,-0.085614822,0.000737588,0.00130064
Arnt2,0.06139521,0.000745362,0.001313137
Gm26631,-0.212851372,0.000745362,0.001313137
Itga10,0.294927057,0.000745362,0.001313137
Mtcl3,-0.093703469,0.000745362,0.001313137
Prpf4,-0.045167021,0.000745362,0.001313137
Pwp2,-0.055555399,0.000745362,0.001313137
Slc45a2,0.322656843,0.000745362,0.001313137
Smim12,-0.07869038,0.000745362,0.001313137
Tctn1,0.116939883,0.000745362,0.001313137
Cinp,-0.042315827,0.000753211,0.001325744
Cpt1c,-0.096641309,0.000753211,0.001325744
Hey2,-0.180603734,0.000753211,0.001325744
Map4k2,-0.10260478,0.000753211,0.001325744
Nlrp6,-0.24583935,0.000753211,0.001325744
Pgam5,-0.042982119,0.000753211,0.001325744
Sfxn1,0.091324023,0.000753211,0.001325744
Tspan2,0.10827733,0.000753211,0.001325744
Zfp759,-0.081702249,0.000753211,0.001325744
Ap2m1,-0.055564078,0.000761137,0.001339284
Cpeb1os1,0.112109848,0.000761137,0.001339284
Mcub,0.269350538,0.000761137,0.001339284
6330418K02Rik,0.179426244,0.00076914,0.001352537
Gdpgp1,0.091672456,0.00076914,0.001352537
Gm5909,-0.446124557,0.00076914,0.001352537
Lrrc43,0.256074025,0.00076914,0.001352537
Mkrn2,-0.046954354,0.00076914,0.001352537
Rexo2,-0.04588859,0.00076914,0.001352537
Cbln4,-0.244110092,0.000777222,0.00136619
Dip2b,-0.085943913,0.000777222,0.00136619
Grpr,-0.228371655,0.000777222,0.00136619
Washc1,-0.074752539,0.000777222,0.00136619
Crocc,0.207861741,0.000785382,0.001380111
Gm16267,-0.336011672,0.000785382,0.001380111
Srpk3,0.235016407,0.000785382,0.001380111
Ankrd46,-0.101007805,0.000793622,0.001394305
Oprk1,0.204786475,0.000793622,0.001394305
Homez,-0.100332814,0.000801942,0.001408348
Pcdhgb5,0.123984306,0.000801942,0.001408348
Tmem198,-0.076513676,0.000801942,0.001408348
Trim39,-0.080957512,0.000801942,0.001408348
Gm9923,-0.145700163,0.000810342,0.001422956
2410004P03Rik,0.355542814,0.000818825,0.001436678
Gm50431,0.081460431,0.000818825,0.001436678
Hspa14,-0.0608847,0.000818825,0.001436678
Lonrf3,-0.124127763,0.000818825,0.001436678
Mcts2,0.109132921,0.000818825,0.001436678
Psma3,-0.056086145,0.000818825,0.001436678
Tlk1,-0.068671541,0.000818825,0.001436678
Zfp979,0.26992286,0.000818804,0.001436678
Colgalt2,-0.072477525,0.000827389,0.001451409
Spcs1,-0.062947633,0.000827389,0.001451409
1700086L19Rik,-0.128439172,0.000836037,0.001465384
Gm40578,-0.247085347,0.000836037,0.001465384
Gm43398,0.49890086,0.000836037,0.001465384
Hint2,0.110461304,0.000836037,0.001465384
Rhbdl1,-0.215053209,0.000836037,0.001465384
Tusc1,0.100175189,0.000836037,0.001465384
Usp6nl,-0.070715643,0.000836037,0.001465384
Znhit3,-0.094430865,0.000836037,0.001465384
Bin1,-0.062915094,0.000844768,0.001479484
Flt4,0.126885125,0.000844768,0.001479484
Gm14278,-0.214980252,0.000844768,0.001479484
Gm6166,0.47711319,0.000844768,0.001479484
Lrrc46,0.262806482,0.000844768,0.001479484
Man1b1,-0.043855464,0.000844768,0.001479484
Sbk3,0.177460367,0.000844768,0.001479484
Sord,-0.088336139,0.000844768,0.001479484
2310009B15Rik,-0.122569154,0.000853584,0.001493708
Ap2m1-ps,-0.068224739,0.000853584,0.001493708
Erich6,-0.182323848,0.000853584,0.001493708
Glt8d2,0.10533012,0.000853584,0.001493708
Gm15790,-0.150840536,0.000853584,0.001493708
Pot1a,-0.093735114,0.000853584,0.001493708
Rgp1,0.050759441,0.000853584,0.001493708
Slc4a8,-0.130413344,0.000853584,0.001493708
Naxd,0.062339171,0.000862486,0.001508977
Pcdhgb1,0.152930693,0.000862486,0.001508977
Git2,0.065533645,0.000871473,0.001523617
Gm6157,-0.226784532,0.000871473,0.001523617
Otx2,-0.319382176,0.000871473,0.001523617
Pex6,-0.093260697,0.000871473,0.001523617
Sanbr,0.073197711,0.000871473,0.001523617
Sec23ip,-0.065087942,0.000871473,0.001523617
Tbx3,-0.145843553,0.000871473,0.001523617
C030017B01Rik,0.136858328,0.000880547,0.0015387
Fam20a,0.140789826,0.000880547,0.0015387
Lyplal1,0.088715731,0.000880547,0.0015387
Oxsr1,-0.064407356,0.000880547,0.0015387
Phf12,0.065187485,0.000880547,0.0015387
2410006H16Rik,0.126719996,0.000889708,0.001553921
Gm10157,-0.17950327,0.000889708,0.001553921
Ovol2,-0.289233736,0.000889708,0.001553921
Tssc4,0.087123471,0.000889708,0.001553921
Zfp212,0.064619379,0.000889708,0.001553921
ENSMUSG00000121485,-0.091663776,0.000898958,0.001568961
Lbp,0.186124998,0.000898958,0.001568961
Nadsyn1,0.13014101,0.000898958,0.001568961
Nol3,0.137180612,0.000898958,0.001568961
Plaur,0.764555145,0.000898953,0.001568961
Rps6kb1,-0.078647075,0.000898958,0.001568961
Slc39a7,0.097791189,0.000898958,0.001568961
Cenpp,0.178156671,0.000908297,0.001584457
Kpna4,-0.085465164,0.000908297,0.001584457
Prkacb,0.081430951,0.000908297,0.001584457
Reps2,-0.114115385,0.000908297,0.001584457
Trappc10,-0.033051756,0.000908297,0.001584457
Aen,-0.084142236,0.000917726,0.001600257
Eri2,-0.0763034,0.000917726,0.001600257
Setbp1,-0.127618645,0.000917726,0.001600257
Zfp27,-0.084607468,0.000917726,0.001600257
Adam1a,-0.191129192,0.000927245,0.001616037
Cfap57,0.231674756,0.000927245,0.001616037
Naa25,-0.06895033,0.000927245,0.001616037
Nudt11,0.089025818,0.000927245,0.001616037
Tmem184b,-0.050308294,0.000927245,0.001616037
Atp5if1,-0.078625311,0.000936856,0.001631301
Capn7,-0.063154407,0.000936856,0.001631301
D830035M03Rik,0.206934391,0.000936856,0.001631301
Dnajc8,0.040774169,0.000936856,0.001631301
ENSMUSG00000121596,-0.131532124,0.000936856,0.001631301
Gm11944,-0.214050744,0.000936856,0.001631301
Megf8,-0.085826658,0.000936856,0.001631301
Mier2,-0.061541505,0.000936856,0.001631301
Miip,0.163294883,0.000936856,0.001631301
Cdhr4,0.346623154,0.000946559,0.001646863
Cryl1,-0.090264932,0.000946559,0.001646863
Dpagt1,-0.050907404,0.000946559,0.001646863
Marchf6,-0.065411376,0.000946559,0.001646863
Tlr5,0.33305653,0.000946559,0.001646863
Trpv6,0.125953979,0.000946559,0.001646863
Uba3,-0.057386209,0.000946559,0.001646863
Yipf2,0.078338931,0.000946559,0.001646863
Col8a1,0.086197181,0.000956355,0.001663066
Phf20-ps,-0.14572743,0.000956355,0.001663066
Por,0.092898768,0.000956355,0.001663066
Slc17a6,-0.175102927,0.000956355,0.001663066
Usp33,-0.059410542,0.000956355,0.001663066
Cyp27a1,0.253631727,0.000966245,0.001678738
Dclk1,0.136105664,0.000966245,0.001678738
Dpf1,-0.077387204,0.000966245,0.001678738
Gm20186,0.081920375,0.000966245,0.001678738
Map3k20,-0.104560055,0.000966245,0.001678738
Slitrk3,-0.086573724,0.000966245,0.001678738
Stx1b,-0.058946229,0.000966245,0.001678738
Sulf2,-0.069772002,0.000966245,0.001678738
Tor1aip1,0.083847347,0.000966245,0.001678738
Atp6v0a1,-0.071955296,0.000976229,0.001695059
Gmpr,-0.084707383,0.000976229,0.001695059
Negr1,-0.086383839,0.000976229,0.001695059
Prep,-0.067287813,0.000976229,0.001695059
Rsph1,0.226632285,0.000976229,0.001695059
Stk16,-0.062320672,0.000976229,0.001695059
4930447M23Rik,0.141219672,0.000986309,0.001711697
Acly,0.112921692,0.000986309,0.001711697
Cnih1,-0.062658863,0.000986309,0.001711697
Klhl1,0.189717686,0.000986309,0.001711697
Zfp1,0.057456197,0.000986309,0.001711697
Dapk2,0.199001158,0.000996485,0.001727964
Phactr4,0.099472657,0.000996485,0.001727964
Plk2,-0.076693502,0.000996485,0.001727964
Poldip2,-0.052060544,0.000996485,0.001727964
Prelp,0.244459781,0.000996485,0.001727964
Rex1bd,-0.111238018,0.000996485,0.001727964
Ttc4,0.052001889,0.000996485,0.001727964
Uqcrb,-0.066579345,0.000996485,0.001727964
Doc2g,-0.264080853,0.001006759,0.001745076
Gm39463,0.235337665,0.001006759,0.001745076
Gm49437,0.205700565,0.001006759,0.001745076
Rbm20,0.170457308,0.001006759,0.001745076
Aurka,0.198764771,0.00101713,0.001761634
Bcl10,0.064600215,0.00101713,0.001761634
Ccdc42,0.321054322,0.00101713,0.001761634
Eif1-ps1,-0.131464867,0.00101713,0.001761634
Gm6421,0.10564266,0.00101713,0.001761634
Ndufb11,-0.091710287,0.00101713,0.001761634
Nos2,0.300575642,0.00101713,0.001761634
Shb,0.119319877,0.00101713,0.001761634
Nol7,0.049162758,0.0010276,0.001779231
Sec14l3,0.349020863,0.0010276,0.001779231
Sfxn3,0.066140985,0.0010276,0.001779231
5330429C05Rik,-0.273065597,0.00103817,0.001796267
Dhcr24,-0.087414446,0.00103817,0.001796267
Drd2,-0.220324128,0.00103817,0.001796267
E130307A14Rik,0.062058985,0.00103817,0.001796267
Gm15751,0.2626699,0.00103817,0.001796267
Pym1,0.079349191,0.00103817,0.001796267
Rps4x,0.076984015,0.00103817,0.001796267
Cnot7,-0.066688934,0.001048841,0.001814
Pcdhgb7,0.111162508,0.001048841,0.001814
Prcd,-0.246643757,0.001048841,0.001814
Tesk1,-0.081828784,0.001048841,0.001814
Acvr2a,-0.102406696,0.001059612,0.001831894
Ano3,0.112307138,0.001059612,0.001831894
Gatb,-0.061103109,0.001059612,0.001831894
Nme9,0.362946215,0.001059612,0.001831894
Arb2a,0.053370071,0.001070486,0.001850136
Atxn7l2,0.133756446,0.001070486,0.001850136
E430024P14Rik,0.211696558,0.001070486,0.001850136
2210406O10Rik,0.149369449,0.001081463,0.001866484
2810049E08Rik,0.165086118,0.001081463,0.001866484
4921531C22Rik,0.118184589,0.001081463,0.001866484
C78859,-0.237658396,0.001081463,0.001866484
Ctdnep1,-0.05676189,0.001081463,0.001866484
Galnt11,-0.045567129,0.001081463,0.001866484
Gm47640,0.266899598,0.001081463,0.001866484
Gm49745,0.278146989,0.001081463,0.001866484
Gng10,0.074676073,0.001081463,0.001866484
Ndufs6,-0.112668356,0.001081463,0.001866484
Nrg2,0.202970225,0.001081463,0.001866484
Nutf2,-0.078079171,0.001081463,0.001866484
Rnf208,-0.090663638,0.001081463,0.001866484
Tsacc,0.252870533,0.001081463,0.001866484
Gin1,0.091197538,0.001092545,0.001885042
Gm49593,0.134855712,0.001092545,0.001885042
Mok,0.077509854,0.001092545,0.001885042
Aip,-0.070654004,0.001103731,0.001903198
Gm45767,0.148491841,0.001103731,0.001903198
Hdx,-0.199228923,0.001103731,0.001903198
Lrrc4b,-0.08591971,0.001103731,0.001903198
Nectin3,-0.131100035,0.001103731,0.001903198
Ppfibp2,0.156099508,0.001103731,0.001903198
Clp1,-0.06885918,0.001115023,0.001921322
Comtd1,-0.137213172,0.001115023,0.001921322
Ehmt1,-0.041313409,0.001115023,0.001921322
Foxf2,0.109434309,0.001115023,0.001921322
Mrpl13,-0.079027406,0.001115023,0.001921322
Tcaim,0.044742227,0.001115023,0.001921322
Tceal3,-0.06149092,0.001115023,0.001921322
1110046J04Rik,-0.147424952,0.001126421,0.001940186
Eny2,0.06539403,0.001126421,0.001940186
Extl1,-0.095478571,0.001126421,0.001940186
Nktr,-0.124453399,0.001126421,0.001940186
Neil2,0.202449921,0.001137928,0.001959613
Pold2,0.083676513,0.001137928,0.001959613
Fundc2,-0.083186535,0.001149543,0.001979021
Glyctk,-0.119292673,0.001149543,0.001979021
Matr3,-0.089242035,0.001149543,0.001979021
Alkbh4,-0.070522357,0.001161267,0.001998606
Daw1,0.454451132,0.001161267,0.001998606
Rbm3,0.206281019,0.001161267,0.001998606
Bag3,0.225375386,0.001173102,0.00201736
Cox7c,-0.130363354,0.001173102,0.00201736
Gm8417,-0.180905835,0.001173102,0.00201736
Kctd3,-0.036757901,0.001173102,0.00201736
Med12l,-0.124791289,0.001173102,0.00201736
Sdk2,-0.108846796,0.001173102,0.00201736
Spag4,-0.174033051,0.001173102,0.00201736
Thap4,-0.078856557,0.001173102,0.00201736
Ctxn3,0.422744224,0.001185048,0.002036683
Gm12345,-0.120313374,0.001185048,0.002036683
Gm3815,-0.12805217,0.001185048,0.002036683
Mirg,-0.320133474,0.001185048,0.002036683
Spx,-0.238633303,0.001185048,0.002036683
Tcp11l1,-0.137885995,0.001185048,0.002036683
Cspp1,-0.092846342,0.001197107,0.002056176
Dgkd,0.04783353,0.001197107,0.002056176
Gm11977,-0.141407374,0.001197107,0.002056176
Irf3,0.102540233,0.001197107,0.002056176
Pcdhga1,0.156078279,0.001197107,0.002056176
Tagap,-0.162191023,0.001197107,0.002056176
1700067K01Rik,0.240762319,0.001209278,0.002075219
4930579K19Rik,0.254844441,0.001209278,0.002075219
9430091E24Rik,0.102846425,0.001209278,0.002075219
Arvcf,-0.060768168,0.001209278,0.002075219
Dohh,-0.105784109,0.001209278,0.002075219
Hus1,-0.050823654,0.001209278,0.002075219
Lgi1,0.08935801,0.001209278,0.002075219
Mir22hg,0.129148089,0.001209278,0.002075219
Vezt,-0.049481072,0.001209278,0.002075219
Cep83os,0.076206768,0.001221564,0.002095467
Gm38910,0.126314596,0.001221564,0.002095467
Mir9-2hg,0.08044849,0.001221564,0.002095467
Zfp24,-0.055279063,0.001221564,0.002095467
Dhodh,-0.072157367,0.001233966,0.002115897
Dnajc19,0.065773192,0.001233966,0.002115897
Fbn1,0.192290833,0.001233966,0.002115897
Palm,-0.092293884,0.001233966,0.002115897
Cntrob,0.087185391,0.001246483,0.002136084
Fbll1,-0.100876686,0.001246483,0.002136084
Nkx2-2,0.147980877,0.001246483,0.002136084
Odf2l,0.094300976,0.001246483,0.002136084
Slc35f2,0.09491357,0.001246483,0.002136084
Spef1,-0.104720363,0.001246483,0.002136084
Aars2,-0.081056603,0.001259118,0.002156662
Adora2b,0.213788673,0.001259118,0.002156662
Ccno,0.217302602,0.001259118,0.002156662
Ripply2,0.169984697,0.001259118,0.002156662
Tmem128,-0.068915594,0.001259118,0.002156662
1110065P20Rik,-0.11558734,0.00127187,0.002175907
2900052L18Rik,0.162551184,0.00127187,0.002175907
Axin1,0.038737951,0.00127187,0.002175907
Cbln3,3.117963866,0.00127187,0.002175907
Cse1l,-0.060564154,0.00127187,0.002175907
Hsbp1,0.057635873,0.00127187,0.002175907
Pnpla3,0.176292932,0.00127187,0.002175907
Slc17a5,-0.086512484,0.00127187,0.002175907
Smim3,-0.127413948,0.00127187,0.002175907
Triap1,-0.078407427,0.00127187,0.002175907
Zfp169,-0.096328875,0.00127187,0.002175907
Zfp781,-0.17167708,0.00127187,0.002175907
Fbl,0.089629887,0.001284742,0.002197491
Mbd1,-0.040813049,0.001284742,0.002197491
Cish,-0.142838968,0.001297734,0.002218391
Foxr2,0.224171227,0.001297734,0.002218391
Map3k15,-0.220077204,0.001297734,0.002218391
Sbds,-0.052824593,0.001297734,0.002218391
Srsf1,-0.059618144,0.001297734,0.002218391
Txn1,0.076026649,0.001297734,0.002218391
Akain1,-0.101046119,0.001310847,0.002238584
Car10,-0.100334512,0.001310847,0.002238584
Clic4,0.093027387,0.001310847,0.002238584
Gal3st1,0.103014244,0.001310847,0.002238584
Gm16794,0.232479158,0.001310847,0.002238584
Gm43674,-0.244928475,0.001310847,0.002238584
Gm49759,0.271305103,0.001310847,0.002238584
Higd1b,0.145540511,0.001310847,0.002238584
Mrpl39,0.060097321,0.001310847,0.002238584
Sp140l1,0.212214896,0.001310847,0.002238584
Gm13031,0.2790558,0.001324083,0.00226029
Gm55122,0.252063633,0.001324083,0.00226029
Polr1a,-0.101867497,0.001324083,0.00226029
Tbc1d4,-0.184715353,0.001324083,0.00226029
A430103D13Rik,0.137140893,0.001337441,0.002281284
Car14,0.178719214,0.001337441,0.002281284
Cep63,0.064656023,0.001337441,0.002281284
Dcbld2,-0.084785533,0.001337441,0.002281284
Kiz,0.089896057,0.001337441,0.002281284
Ube2m,-0.053887818,0.001337441,0.002281284
Ube2s,-0.082214517,0.001337441,0.002281284
Ypel4,0.1472527,0.001337441,0.002281284
Ryr1,-0.162041524,0.001350924,0.002304053
Eri1,-0.079600475,0.001364532,0.002325879
Gpatch3,0.10830978,0.001364532,0.002325879
Hdhd3,0.128626848,0.001364532,0.002325879
Idua,0.122900402,0.001364532,0.002325879
Tcerg1,0.077124765,0.001364532,0.002325879
Ubap2,-0.060049253,0.001364532,0.002325879
Ankrd34a,-0.087079741,0.001378267,0.002348592
Kif1b,-0.074925848,0.001378267,0.002348592
Tulp3,0.080226327,0.001378267,0.002348592
Agbl5,0.090731388,0.001392128,0.002371274
Bdp1,-0.112002351,0.001392128,0.002371274
Gm55377,0.348616657,0.001392128,0.002371274
Lrrc57,0.070816146,0.001392128,0.002371274
Aldh1b1,0.086578411,0.001406119,0.00239321
Dad1,-0.083550793,0.001406119,0.00239321
Gm10244,0.245121962,0.001406119,0.00239321
Ldlr,0.297648577,0.001406119,0.00239321
Poglut2,0.102490756,0.001406119,0.00239321
Sertad2,0.057795093,0.001406119,0.00239321
Tex13d,-0.312934904,0.001406119,0.00239321
Uba2,-0.0348237,0.001406119,0.00239321
Cbl,-0.171113342,0.001420238,0.002416048
Gm56718,-0.165214101,0.001420238,0.002416048
Nol6,-0.065860171,0.001420238,0.002416048
Pde12,-0.060571404,0.001420238,0.002416048
Pkd1l3,0.120354807,0.001420238,0.002416048
Gm28151,0.163886568,0.001434489,0.002439808
Zswim4,0.083916335,0.001434489,0.002439808
4921504A21Rik,-0.120860138,0.001448871,0.002462566
Bambi-ps1,0.138423326,0.001448871,0.002462566
Ndrg4,-0.049167698,0.001448871,0.002462566
Reep4,0.148163797,0.001448871,0.002462566
Rpl38,-0.092984061,0.001448871,0.002462566
Ubb,-0.090286056,0.001448871,0.002462566
Zfp526,-0.077625364,0.001448871,0.002462566
4933439C10Rik,-0.224697234,0.001463386,0.002486254
Mpg,0.105387104,0.001463386,0.002486254
Rgs19,-0.061221,0.001463386,0.002486254
Zbtb14,-0.043000757,0.001463386,0.002486254
Flvcr2,0.119868043,0.001478035,0.002509903
Gm56759,0.175736409,0.001478035,0.002509903
Gm9625,0.205440451,0.001478035,0.002509903
Map2k5,-0.051055941,0.001478035,0.002509903
Opn3,0.383126015,0.001478035,0.002509903
Ctdspl2,0.062975813,0.001492819,0.002533509
Ifrd1,-0.06384056,0.001492819,0.002533509
Il11,0.311967166,0.001492819,0.002533509
Smim18,0.181221871,0.001492819,0.002533509
Top2b,0.090492057,0.001492819,0.002533509
Vdac3,-0.055025666,0.001492819,0.002533509
0610040J01Rik,0.110656192,0.001507739,0.002556562
Dhx30,-0.036662734,0.001507739,0.002556562
Hadhb,0.065939331,0.001507739,0.002556562
Htt,-0.114945886,0.001507739,0.002556562
Pten,-0.089313687,0.001507739,0.002556562
Sec31a,-0.039396857,0.001507739,0.002556562
Strn4,-0.051618547,0.001507739,0.002556562
Tpst1,-0.039632156,0.001507739,0.002556562
Trappc11,-0.038330712,0.001507739,0.002556562
C230034O21Rik,-0.176278382,0.001522796,0.002580314
Ccdc167,0.095715192,0.001522796,0.002580314
Epm2aip1,-0.077326674,0.001522796,0.002580314
Hs3st5,-0.13822637,0.001522796,0.002580314
Mrpl1,-0.084453649,0.001522796,0.002580314
Peak1os,-0.259860556,0.001522796,0.002580314
Rnf38,0.071433569,0.001522796,0.002580314
B3glct,0.066825281,0.001537992,0.002604012
Dnajc18,-0.03861765,0.001537992,0.002604012
Gm32699,0.194411797,0.001537992,0.002604012
N4bp2l2,0.064930591,0.001537992,0.002604012
Ndufb10,-0.075227238,0.001537992,0.002604012
Noa1,-0.05093956,0.001537992,0.002604012
Nploc4,0.048728249,0.001537992,0.002604012
Yme1l1,-0.056855103,0.001537992,0.002604012
Mex3d,-0.090683007,0.001553327,0.002629459
Swi5,-0.058204909,0.001553327,0.002629459
Ankrd9,-0.126111227,0.001568803,0.002654873
Ift74,-0.069876586,0.001568803,0.002654873
Tmem238,0.196638902,0.001568803,0.002654873
Gm54266,0.22090532,0.00158442,0.002679986
Hadhb-ps,0.072036533,0.00158442,0.002679986
Stox2,-0.071225337,0.00158442,0.002679986
Vac14,0.054764773,0.00158442,0.002679986
Zfp976,-0.185244044,0.00158442,0.002679986
Aloxe3,-0.166969693,0.001600181,0.002705581
Ezr,0.125991898,0.001600181,0.002705581
Gm30541,0.312724625,0.001600181,0.002705581
Gm6365,0.173290295,0.001600181,0.002705581
Fkrp,-0.054344812,0.001616086,0.002730864
Gatad2a,-0.058931485,0.001616086,0.002730864
Gm6473,-0.181648379,0.001616086,0.002730864
Pdzd11,0.056175773,0.001616086,0.002730864
Smim5,0.351793932,0.001616086,0.002730864
Zfp566,0.112648766,0.001616086,0.002730864
Dnah11,0.449805111,0.001632137,0.002756633
Ecm2,0.205602,0.001632137,0.002756633
Nr2f2,0.15503297,0.001632137,0.002756633
Rad17,-0.054412122,0.001632137,0.002756633
Ubald1,-0.073979329,0.001632137,0.002756633
Alg6,-0.067617488,0.001648334,0.002782351
C2cd3,-0.099319953,0.001648334,0.002782351
Gm16618,-0.1937991,0.001648334,0.002782351
Mis18bp1,0.200284909,0.001648334,0.002782351
Skp1,-0.060062123,0.001648334,0.002782351
Snrnp70,-0.099566801,0.001648334,0.002782351
Aatk,-0.061304216,0.001664678,0.002808839
Eif2s1,-0.054263601,0.001664678,0.002808839
Fuca1,0.100102147,0.001664678,0.002808839
Gm37885,-0.25642602,0.001664678,0.002808839
Ap3d1,-0.048362621,0.001681172,0.002834446
Dedd,-0.09462882,0.001681172,0.002834446
Kidins220,-0.06633311,0.001681172,0.002834446
Larp4b,-0.055661834,0.001681172,0.002834446
Mfsd8,-0.075868266,0.001681172,0.002834446
Ndufb9,-0.080139666,0.001681172,0.002834446
Rpl10a-ps1,0.113332976,0.001681172,0.002834446
Trpc3,-0.060706014,0.001681172,0.002834446
Cdh18,-0.110012937,0.001697816,0.002859707
Ebf4,-0.125656533,0.001697816,0.002859707
Fancl,0.103824342,0.001697816,0.002859707
Gm12788,-0.209154744,0.001697816,0.002859707
Gm43328,0.328176167,0.001697816,0.002859707
Gpr62,0.088150912,0.001697816,0.002859707
Mrpl3,-0.063360571,0.001697816,0.002859707
Myh6,0.211809365,0.001697816,0.002859707
Tspan12,-0.073245148,0.001697816,0.002859707
Zscan21,-0.066577947,0.001697816,0.002859707
Aqp1,0.032150204,0.001714611,0.002886302
Ciao2a,-0.086834291,0.001714611,0.002886302
Dnah7a,0.155197407,0.001714611,0.002886302
Nup37,0.092094518,0.001714611,0.002886302
Sorbs1,0.104725959,0.001714611,0.002886302
Szrd1,0.118430388,0.001714611,0.002886302
4930452G13Rik,0.2492702,0.001731559,0.002913691
Naa12,-0.066024807,0.001731559,0.002913691
Ppil2,0.032440378,0.001731559,0.002913691
Zfp53,0.079807098,0.001731559,0.002913691
Atp9b,-0.041583936,0.001748661,0.002941319
Gm1976,-0.247129126,0.001748661,0.002941319
Gzmk,-0.242504917,0.001748661,0.002941319
Zbed4,-0.093671585,0.001748661,0.002941319
Cactin,-0.071698764,0.001765919,0.002968896
Cluap1,0.050112123,0.001765919,0.002968896
Rbfox1,-0.078248904,0.001765919,0.002968896
Ung,-0.150769154,0.001765919,0.002968896
Wdr89,0.096401278,0.001765919,0.002968896
Epn3,-0.14008611,0.001783332,0.002997586
Ssbp1,0.07603029,0.001783332,0.002997586
Atic,0.070959727,0.001800904,0.00302594
H1f3,0.500833028,0.001800904,0.00302594
Kdm3b,0.059750088,0.001800904,0.00302594
Ttc7b,-0.052759105,0.001800904,0.00302594
Ccdc40,0.222908203,0.001818634,0.003053347
Cr1l,-0.064825207,0.001818634,0.003053347
Gm45169,0.158540207,0.001818634,0.003053347
Pibf1,-0.073671638,0.001818634,0.003053347
Rbak,0.069406094,0.001818634,0.003053347
Rhbdl3,-0.069713035,0.001818634,0.003053347
Serinc3,0.052512672,0.001818634,0.003053347
Ufsp2,-0.04444616,0.001818634,0.003053347
Fbxo8,0.0560879,0.001836525,0.003081581
Hk1,-0.067856401,0.001836525,0.003081581
Nkain3,0.162010443,0.001836525,0.003081581
Pcdha12,-0.134262332,0.001836525,0.003081581
Relch,-0.068625483,0.001836525,0.003081581
Sap130,-0.089911464,0.001836525,0.003081581
Cnot8,0.042136633,0.001854577,0.003109143
Gm15927,0.172538544,0.001854577,0.003109143
Hip1r,0.080260112,0.001854577,0.003109143
Mir100hg,-0.089616579,0.001854577,0.003109143
Or51e1,0.404242004,0.001854577,0.003109143
Pdzph1,0.213036002,0.001854577,0.003109143
Psmd9,-0.0630255,0.001854577,0.003109143
Rtl5,-0.076895543,0.001854577,0.003109143
Smdt1,-0.096462515,0.001854577,0.003109143
Adamts1,-0.088015578,0.001872792,0.003138152
Dtwd2,0.083354372,0.001872792,0.003138152
Mmadhc,-0.049337498,0.001872792,0.003138152
Pde3b,0.103859865,0.001872792,0.003138152
Tpra1,0.074181265,0.001872792,0.003138152
Aldh18a1,-0.063860728,0.001891171,0.0031671
Alg9,-0.064624988,0.001891171,0.0031671
Baiap2l1,-0.506050059,0.001891171,0.0031671
Hmgn5,-0.09568142,0.001891171,0.0031671
Spag6,0.20628572,0.001891171,0.0031671
Tmbim6,0.051276034,0.001891171,0.0031671
4930413G21Rik,0.160714547,0.001909716,0.003194738
4933412E12Rik,-0.1011864,0.001909716,0.003194738
Ccnjl,0.345498756,0.001909716,0.003194738
Dctn2,-0.05391344,0.001909716,0.003194738
Gm57421,0.271384426,0.001909716,0.003194738
Ints6,-0.080640714,0.001909716,0.003194738
Kif20a,0.121685613,0.001909716,0.003194738
Nudt4,-0.055137185,0.001909716,0.003194738
Slc6a17,-0.053136176,0.001909716,0.003194738
Tas1r3,0.190155286,0.001909716,0.003194738
Ttpa,-0.174753575,0.001909716,0.003194738
Iah1,-0.127549418,0.001928428,0.003224787
Itpa,-0.056207367,0.001928428,0.003224787
Myd88,0.11417162,0.001928428,0.003224787
Zkscan14,-0.067784533,0.001928428,0.003224787
Gm6277,-0.12393538,0.001947308,0.003254778
Spag16,0.333958688,0.001947308,0.003254778
Srsf4,-0.045980885,0.001947308,0.003254778
Vit,-0.134709567,0.001947308,0.003254778
mt-Tp,-0.154580067,0.001947308,0.003254778
Apc2,-0.072254657,0.001966357,0.003285342
D16Ertd472e,-0.07656056,0.001966357,0.003285342
Gm7059,0.140569697,0.001966357,0.003285342
Hpf1,-0.069188487,0.001966357,0.003285342
Ddhd1,-0.056184091,0.001985578,0.003315202
Ftx,-0.162663082,0.001985578,0.003315202
Hexd,-0.0877289,0.001985578,0.003315202
Mapk15,0.335447899,0.001985578,0.003315202
Ralgapa2,-0.099634304,0.001985578,0.003315202
Vps37a,0.062459965,0.001985578,0.003315202
Zfp943,-0.08632376,0.001985578,0.003315202
9130019P16Rik,0.195848037,0.002004971,0.003346607
Zfp235,-0.067081573,0.002004971,0.003346607
Zfp407,0.092115569,0.002004971,0.003346607
Gm50350,0.493011274,0.002007588,0.003350651
BB187690,-0.237279738,0.002024537,0.003376975
E430024I08Rik,-0.09409275,0.002024537,0.003376975
Mtf2,-0.09782714,0.002024537,0.003376975
Pcnx4,-0.035482607,0.002024537,0.003376975
